,datetime,latitude,longitude,pressure,salinity,temperature,label,score
10243,-0.4329777773660883,-0.915938020079872,-0.2092549991878102,-0.4416356043167536,-0.5977866990269578,-0.2052280792977451,0,305.06439915020366
1459,-0.7830105479003568,-0.6567533501679513,-1.1187877290309156,1.1017180294099214,-0.7793214588541209,-1.3940610823230355,0,304.7570669348395
9663,0.0394786614849549,-0.2586939468078895,0.0983795052002304,-1.0723476121490505,0.5656860798653807,0.8695315546565017,0,304.0184113412532
8828,-0.928681831612207,-0.726752215616378,-1.5764003128136628,-0.4139491029022738,0.144855500266003,0.5250364799690201,0,303.91868093038585
15229,-0.4816908282344416,-0.9793677431097656,-0.2983238081318931,-0.3862626014877939,-0.8618372587756065,-0.6403968576057998,0,228.5253776573329
1381,0.6038622235226412,1.6186829279289143,1.8181962763397008,0.9143276844704542,-0.7380635588934366,-1.0836905197508235,0,225.86455123619442
902,0.8050458476028681,2.1964415559059782,1.8051393524008168,3.507067249858145,-0.6307930189955169,-1.592958238652035,0,172.9315514271761
16235,0.2713228886189065,0.2619370941714047,0.8484492503921248,-0.7309933081241831,1.2340640592290983,1.056078887553308,0,152.0720184414484
16907,0.0482284174099179,-0.2302616932199611,0.0878222470547691,-0.7404472354364445,0.3593965800617837,0.8035574979003144,0,144.3612944507261
52,3.4682831883604592,1.5891276768922655,2.006042984757323,4.721221628961431,-0.6307930189955169,-1.6235078018790374,0,143.1208577475046
18998,-0.0523694708495878,-0.4253844632165226,0.2478569041520093,-1.0159616885366345,0.7967303196454116,0.9832799283740664,0,133.69211018805797
12141,-0.275494323155538,-0.7511793734081921,0.0385911611143699,-0.2491806554600035,-0.9195983187205996,-0.9852169276467604,0,132.02059999393035
1986,1.860515537148498,1.722418835612877,1.6267121618684213,-0.5331361150889979,0.7637239996768526,0.6059603229852304,0,130.21437304607156
12721,0.0613834323943242,-0.1877880449585795,0.0977069493813725,0.1198601499793436,-0.8535856787834227,-0.91469293594187,0,128.57388001002525
16331,-0.161814334544334,-0.5016776115680645,0.289581519869711,0.5544031660822162,-0.8453340987912976,-1.2114136936679747,0,127.90978043278261
3938,-0.6823701261051046,-0.7073000150536662,-0.9944601812832068,1.0365534590075478,-0.7875730388463046,-1.386911184546503,0,127.77499118873672
11872,0.1794808325037561,-0.3808454420249861,0.5573857740964998,0.0077635832768155,-0.1026918994982781,0.1418669582175664,0,121.47376488689952
5350,0.2450979257215866,0.0793439915134844,0.8299988024281226,-1.127382974716858,1.3578377591112682,1.0294292685680495,0,115.54750760818004
2638,-1.34925950929149,-0.3059226646860374,-1.842220527374821,-0.4889052408780606,1.2505672192133486,1.031054245335444,0,112.50312556065262
7337,-0.6473711024052524,-0.7607523376738157,-0.8775643753338778,0.2663960233193954,-0.7958246188384297,-0.377475616641486,0,111.38440983346294
15076,-0.6998696379550308,-0.6838702046463742,-1.0172915831228249,0.2869920792496793,-0.9526046386891588,-0.5497231539852269,0,110.94066815326147
12875,0.297578232613188,0.5212788266635622,1.0353581170845625,-0.4943074850564957,0.6151955598182487,0.7444083435671806,0,110.15047144064712
8749,-1.1338453793944137,-0.6619678278319174,-1.476299720229702,0.5625065323498688,-0.6225414390033918,-1.3664364772773414,0,109.12615853351176
6615,-0.2623636130487011,-0.6980254696904984,0.0683573607306564,-0.2458042528484815,-0.9773593786655926,-0.91469293594187,0,108.72636318754536
18301,0.0044917902238873,-0.3584993634213503,0.1750116361272657,-0.5162541020313882,0.6977113597396758,0.9416805231287856,0,106.73177577723709
14085,-0.774248639536609,-0.6722986190471993,-1.0816178107753682,0.2444494063445028,-0.7875730388463046,-0.3696757281579959,0,105.41729417039113
745,0.9800105850051676,2.352106279181765,0.7780307879470936,3.1002107351697528,-0.6307930189955169,-1.5035845164453765,0,105.38377616592507
13132,0.4244922270608986,1.1434390460744508,0.99365218347294,-0.7033068067097032,0.5079250199203876,0.4600374092732688,0,103.44140077215684
8279,-0.8717841132223778,-0.6474473922887367,-1.444549480947785,-0.1168256730883438,0.1118491802974439,0.0684180083313675,0,102.76247327710385
4337,2.5750546328095782,1.7622695387842506,0.8506107700655097,2.635955376085487,-0.6803024989483849,-1.3713114075795227,0,102.61509800047668
15350,0.056959944676704,-0.1968034370643502,0.0881043468565678,-0.1850290058410868,-0.5070193191134057,-0.274777084942199,0,100.39142377832684
17341,-0.0392326845233585,-0.3972898941761056,0.2596471812987101,-1.1044234369585089,0.7802271596611614,0.9849049051414605,0,99.95840725275642
7601,0.4506868088612568,1.171156664922289,0.7128171602557791,-0.6209225829885682,1.1763029992840466,0.7840577766915888,0,96.8599364664729
10180,0.3194769273031649,0.61007808296671,0.9630471572936892,0.0590849029719488,0.2521260401639227,0.3092395652591261,0,96.33082817752367
604,3.378926305976774,1.6019086443592894,2.1360143967516145,-0.2623486256449389,0.9122524395354564,0.7645580554828636,0,96.2537519010055
13575,0.0526154478111841,-0.2122544683954521,0.0842595694254301,-0.2596475035557216,-0.275975079333316,-0.0489053142744634,0,95.36180179210322
7609,-0.4198713721368207,-0.8863395768336575,-0.2065404891744754,-1.0966577109520084,-2.487398517228007,0.7801578324498438,0,93.31892537872636
6163,0.0744655327460224,-0.1627758290553729,0.1300325975305348,0.1671297865406507,-0.9361014787049085,-0.9946417928976442,0,93.08592123837121
17949,-0.4154661130773775,-0.8767901719550718,-0.2055241826037568,-0.0594268286924709,-0.8783404187598568,-1.1171650411591352,0,92.56039577647266
11715,0.1619570157762606,-0.3325015798271379,0.4637249034781038,-0.5189552241206059,-0.3832456192312357,0.3804135476709735,0,92.4946564118633
10559,-0.5117438093489328,-1.0066141742168857,-0.2570699814873919,0.4463582825135144,-0.6885540789405686,-1.433710515447444,0,92.46882543043446
7011,-1.151946436964181,-0.6322358813924985,-1.4179424254695228,0.0293725599905558,-0.8453340987912976,-0.938742592099298,0,92.17861441273473
