,Knn_gradient,light_gradient,light_catboost,gradient_catboost,lg_gb_cb,Knn_gb_cb,Knn_lg_cb,Knn_lg_gb,Knn_lg_gb_cb,Knn_light,Knn_catboost
66,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
67,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
68,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
69,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
70,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
71,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
72,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
73,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
74,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
75,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
76,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
77,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
78,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
79,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
80,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
81,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
82,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
83,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
84,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
85,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
86,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
87,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
88,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
89,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
90,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
91,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
92,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
93,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
94,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
95,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
96,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
97,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
98,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
99,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
100,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
101,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
102,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
103,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
104,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
105,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
106,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
107,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
108,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
109,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
110,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
111,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
112,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
113,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
114,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
115,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
116,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
117,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
118,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
119,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
120,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
121,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
122,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
123,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
124,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
125,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
126,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
127,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
128,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
129,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
130,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
131,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
132,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
133,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
134,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
135,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
136,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
137,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
138,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
139,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
140,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
141,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
142,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
143,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
144,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
145,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
146,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
147,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
148,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
149,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
150,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
151,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
152,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
153,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
154,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
155,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
156,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
157,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
158,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
159,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
160,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
161,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
162,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
163,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
164,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
165,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
166,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
167,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
168,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
169,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
170,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
171,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
172,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
173,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
174,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
175,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
176,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
177,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
178,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
179,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
180,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
181,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
182,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
183,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
184,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
185,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
186,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
187,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
188,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
189,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
190,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
191,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
192,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
193,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
194,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
195,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
196,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
197,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
198,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
199,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.004154274545972725
200,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.004154274545972725
