datetime,platform_code,latitude,longitude,pressure,salinity,temperature,pres_qc,temp_qc,psal_qc,pres_anom,psal_anom,temp_anom
2011-04-15T12:30:16Z,5903552,31.738,-167.595,2007.1,34.602,2.056,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1901.2,34.59,2.177,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1809.5,34.578,2.29,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1720.1,34.567,2.415,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1636.1,34.556,2.495,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1557.3,34.54,2.613,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1481.1,34.525,2.733,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1408.1,34.509,2.841,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1340.1,34.488,3.004,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1274.2,34.457,3.133,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1212.4,34.426,3.257,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1153.2,34.394,3.31,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1097.1,34.352,3.368,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,1043.6,34.319,3.455,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,992.5,34.293,3.553,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,944.3,34.25,3.795,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,898.0,34.209,3.987,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,854.4,34.171,4.144,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,812.6,34.133,4.353,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,772.0,34.097,4.571,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,735.4,34.063,4.878,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,699.5,34.03,5.301,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,665.3,34.012,5.678,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,632.3,34.007,6.054,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,601.5,34.0,6.585,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,572.5,34.014,7.183,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,544.5,34.034,7.78,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,517.2,34.054,8.251,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,492.2,34.094,8.911,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,468.3,34.128,9.439,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,445.4,34.153,9.841,1,1,1,0,0,0
2011-04-15T12:30:16Z,5903552,31.738,-167.595,423.1,34.179,10.27,1,1,1,0,0,0
