,Knn_light_kappa,Knn_light_F1,Knn_catboost_kappa,Knn_catboost_F1,Knn_xgboost_kappa,Knn_xgboost_F1,light_xgboost_kappa,light_xgboost_F1,light_catboost_kappa,light_catboost_F1,xgboost_catboost_kappa,xgboost_catboost_F1,lg_xg_cb_kappa,lg_xg_cb_F1,Knn_xg_cb_kappa,Knn_xg_cb_F1,Knn_lg_cb_kappa,Knn_lg_cb_F1,Knn_lg_xg_kappa,Knn_lg_xg_F1,Knn_lg_xg_cb_kappa,Knn_lg_xg_cb_F1
13,0.7005158015973059,0.7010309278350516,0.7853583560158282,0.7857142857142857,0.7005158015973059,0.7010309278350516,0.0,0.0,0.7845683549507221,0.7849056603773585,0.7936817848762213,0.7940074906367041,0.8699560635315655,0.8701754385964912,0.8060363085906674,0.8063241106719368,0.8060363085906674,0.8063241106719368,0.0,0.0,0.9049552833801953,0.9051094890510949
14,0.7005158015973059,0.7010309278350516,0.763671862676399,0.7640449438202247,0.7005158015973059,0.7010309278350516,0.0,0.0,0.7981875790918807,0.7985074626865671,0.8026599300730575,0.8029739776951673,0.8699560635315655,0.8701754385964912,0.8060363085906674,0.8063241106719368,0.8060363085906674,0.8063241106719368,0.0,0.0,0.9049552833801953,0.9051094890510949
15,0.7005158015973059,0.7010309278350516,0.7654259546151438,0.7657992565055761,0.7005158015973059,0.7010309278350516,0.0,0.0,0.8026599300730575,0.8029739776951673,0.8070992087802882,0.8074074074074076,0.8699560635315655,0.8701754385964912,0.821434210752594,0.8217054263565892,0.821434210752594,0.8217054263565892,0.0,0.0,0.9049552833801953,0.9051094890510949
16,0.7061473606234863,0.7066666666666667,0.8075548576478964,0.8078431372549019,0.7093946365168129,0.7098976109215017,0.0,0.0,0.8273204102539674,0.8275862068965517,0.8330730647997197,0.8333333333333334,0.8699560635315655,0.8701754385964912,0.821434210752594,0.8217054263565892,0.821434210752594,0.8217054263565892,0.0,0.0,0.9049552833801953,0.9051094890510949
17,0.7202737939373054,0.7207792207792209,0.8259893372727607,0.8262548262548264,0.7152172392890811,0.7157190635451506,0.0,0.0,0.8547874957141366,0.8550185873605948,0.8547874957141366,0.8550185873605948,0.8699560635315655,0.8701754385964912,0.8305094861389914,0.8307692307692307,0.8305094861389914,0.8307692307692307,0.8291979407198725,0.8294573643410853,0.9049552833801953,0.9051094890510949
18,0.7896856096493424,0.790035587188612,0.8525994007557572,0.8528301886792453,0.7202737939373054,0.7207792207792209,0.0,0.0,0.8547874957141366,0.8550185873605948,0.875710755189486,0.875912408759124,0.8699560635315655,0.8701754385964912,0.8438640497058125,0.844106463878327,0.8438640497058125,0.844106463878327,0.8291979407198725,0.8294573643410853,0.9049552833801953,0.9051094890510949
19,0.7896856096493424,0.790035587188612,0.8525994007557572,0.8528301886792453,0.7896856096493424,0.790035587188612,0.0,0.0,0.875710755189486,0.875912408759124,0.875710755189486,0.875912408759124,0.8699560635315655,0.8701754385964912,0.8379744052663788,0.8382352941176471,0.8288121247504449,0.8290909090909091,0.8291979407198725,0.8294573643410853,0.9049552833801953,0.9051094890510949
20,0.7864208069420449,0.786764705882353,0.8789251816844137,0.8791208791208792,0.7896856096493424,0.790035587188612,0.0,0.0,0.8798042578035038,0.88,0.8798042578035038,0.88,0.8699560635315655,0.8701754385964912,0.8348979750242004,0.8351648351648351,0.8288121247504449,0.8290909090909091,0.8291979407198725,0.8294573643410853,0.9049552833801953,0.9051094890510949
21,0.8126411557772517,0.81294964028777,0.8951348230336585,0.8953068592057762,0.7864208069420449,0.786764705882353,0.0,0.0,0.8919083591022605,0.8920863309352518,0.8919083591022605,0.8920863309352518,0.8699560635315655,0.8701754385964912,0.8438640497058125,0.844106463878327,0.8438640497058125,0.844106463878327,0.8139531939543136,0.8142292490118577,0.9049552833801953,0.9051094890510949
22,0.8265645186189118,0.8268551236749117,0.9016580291119576,0.9018181818181816,0.8126411557772517,0.81294964028777,0.0,0.0,0.887902741863566,0.888086642599278,0.8919083591022605,0.8920863309352518,0.8699560635315655,0.8701754385964912,0.8438640497058125,0.844106463878327,0.8438640497058125,0.844106463878327,0.8139531939543136,0.8142292490118577,0.9049552833801953,0.9051094890510949
23,0.8207502497326984,0.8210526315789473,0.9049552833801952,0.9051094890510948,0.8265645186189118,0.8268551236749117,0.0,0.0,0.8919083591022605,0.8920863309352518,0.887902741863566,0.888086642599278,0.8699560635315655,0.8701754385964912,0.8291979407198725,0.8294573643410853,0.8291979407198725,0.8294573643410853,0.8139531939543136,0.8142292490118577,0.9049552833801953,0.9051094890510949
24,0.8696810858973021,0.8698884758364313,0.9049552833801952,0.9051094890510948,0.8207502497326984,0.8210526315789473,0.0,0.0,0.8919083591022605,0.8920863309352518,0.8919083591022605,0.8920863309352518,0.8699560635315655,0.8701754385964912,0.855835828690667,0.856060606060606,0.855835828690667,0.856060606060606,0.8139531939543136,0.8142292490118577,0.9049552833801953,0.9051094890510949
25,0.872932920168962,0.8731343283582089,0.9049552833801952,0.9051094890510948,0.8207502497326984,0.8210526315789473,0.0,0.0,0.887902741863566,0.888086642599278,0.8919083591022605,0.8920863309352518,0.8699560635315655,0.8701754385964912,0.8903330192848407,0.8905109489051094,0.8983846283008114,0.8985507246376812,0.8291979407198725,0.8294573643410853,0.9049552833801953,0.9051094890510949
26,0.8983846283008114,0.8985507246376812,0.9049552833801952,0.9051094890510948,0.8696810858973021,0.8698884758364313,0.0,0.0,0.8919083591022605,0.8920863309352518,0.8951348230336585,0.8953068592057762,0.8699560635315655,0.8701754385964912,0.8983846283008114,0.8985507246376812,0.8983846283008114,0.8985507246376812,0.8291979407198725,0.8294573643410853,0.9049552833801953,0.9051094890510949
27,0.8983846283008114,0.8985507246376812,0.9049552833801952,0.9051094890510948,0.872932920168962,0.8731343283582089,0.0,0.0,0.8919083591022605,0.8920863309352518,0.8951348230336585,0.8953068592057762,0.8699560635315655,0.8701754385964912,0.8983846283008114,0.8985507246376812,0.8983846283008114,0.8985507246376812,0.8291979407198725,0.8294573643410853,0.9049552833801953,0.9051094890510949
28,0.88040745427667,0.8805970149253732,0.9049552833801952,0.9051094890510948,0.8983846283008114,0.8985507246376812,0.0,0.0,0.8951348230336585,0.8953068592057762,0.8951348230336585,0.8953068592057762,0.8699560635315655,0.8701754385964912,0.9016580291119576,0.9018181818181816,0.9016580291119576,0.9018181818181816,0.8438640497058125,0.844106463878327,0.9049552833801953,0.9051094890510949
29,0.8928170125594166,0.8929889298892989,0.9049552833801952,0.9051094890510948,0.8983846283008114,0.8985507246376812,0.0,0.0,0.8951348230336585,0.8953068592057762,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9016580291119576,0.9018181818181816,0.9016580291119576,0.9018181818181816,0.8438640497058125,0.844106463878327,0.9049552833801953,0.9051094890510949
30,0.8928170125594166,0.8929889298892989,0.9049552833801952,0.9051094890510948,0.8983846283008114,0.8985507246376812,0.0,0.0,0.8951348230336585,0.8953068592057762,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9016580291119576,0.9018181818181816,0.9016580291119576,0.9018181818181816,0.8696810858973021,0.8698884758364313,0.9049552833801953,0.9051094890510949
31,0.8936009172378181,0.8937728937728937,0.9049552833801952,0.9051094890510948,0.8983846283008114,0.8985507246376812,0.0,0.0,0.8951348230336585,0.8953068592057762,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.8837115514756884,0.8838951310861424,0.88040745427667,0.8805970149253732,0.8862630494611159,0.8864468864468865,0.9049552833801953,0.9051094890510949
32,0.8968928033513319,0.8970588235294117,0.9049552833801952,0.9051094890510948,0.8983846283008114,0.8985507246376812,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.8961303431893859,0.8962962962962964,0.8961303431893859,0.8962962962962964,0.8862630494611159,0.8864468864468865,0.9049552833801953,0.9051094890510949
33,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.8983846283008114,0.8985507246376812,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.8961303431893859,0.8962962962962964,0.8961303431893859,0.8962962962962964,0.8862630494611159,0.8864468864468865,0.9049552833801953,0.9051094890510949
34,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.8983846283008114,0.8985507246376812,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.8961303431893859,0.8962962962962964,0.8928170125594166,0.8929889298892989,0.8862630494611159,0.8864468864468865,0.9049552833801953,0.9051094890510949
35,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.8983846283008114,0.8985507246376812,0.0,0.0,0.9049552833801952,0.9051094890510948,0.8887110819886278,0.8888888888888888,0.8699560635315655,0.8701754385964912,0.8961303431893859,0.8962962962962964,0.8928170125594166,0.8929889298892989,0.8862630494611159,0.8864468864468865,0.9049552833801953,0.9051094890510949
36,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.88040745427667,0.8805970149253732,0.0,0.0,0.8887110819886278,0.8888888888888888,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.8961303431893859,0.8962962962962964,0.8961303431893859,0.8962962962962964,0.8862630494611159,0.8864468864468865,0.9049552833801953,0.9051094890510949
37,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.88040745427667,0.8805970149253732,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.8928170125594166,0.8929889298892989,0.8928170125594166,0.8929889298892989,0.8928170125594166,0.8929889298892989,0.9049552833801953,0.9051094890510949
38,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.88040745427667,0.8805970149253732,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.8968928033513319,0.8970588235294117,0.8968928033513319,0.8970588235294117,0.8928170125594166,0.8929889298892989,0.9049552833801953,0.9051094890510949
39,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.88040745427667,0.8805970149253732,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.8968928033513319,0.8970588235294117,0.8968928033513319,0.8970588235294117,0.8928170125594166,0.8929889298892989,0.9049552833801953,0.9051094890510949
40,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.8928170125594166,0.8929889298892989,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.8928170125594166,0.8929889298892989,0.9049552833801953,0.9051094890510949
41,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.8928170125594166,0.8929889298892989,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.8928170125594166,0.8929889298892989,0.9049552833801953,0.9051094890510949
42,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.8936009172378181,0.8937728937728937,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
43,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.8968928033513319,0.8970588235294117,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
44,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
45,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
46,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
47,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
48,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
49,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
50,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
51,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
52,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
53,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
54,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
55,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
56,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
57,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
58,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
59,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
60,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
61,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
62,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
63,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
64,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
65,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
66,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
67,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
68,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
69,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
70,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
71,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
72,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9002089427277327,0.9003690036900369,0.0,0.0,0.9049552833801952,0.9051094890510948,0.9049552833801952,0.9051094890510948,0.8699560635315655,0.8701754385964912,0.9002089427277327,0.9003690036900369,0.9002089427277327,0.9003690036900369,0.9049552833801952,0.9051094890510948,0.9049552833801953,0.9051094890510949
