,Knn_light_kappa,Knn_light_F1,Knn_gradient_kappa,Knn_gradient_F1,Knn_catboost_kappa,Knn_catboost_F1,light_gradient_kappa,light_gradient_F1,light_catboost_kappa,light_catboost_F1,gradient_catboost_kappa,gradient_catboost_F1,lg_gb_cb_kappa,lg_gb_cb_F1,Knn_gb_cb_kappa,Knn_gb_cb_F1,Knn_lg_cb_kappa,Knn_lg_cb_F1,Knn_lg_gb_kappa,Knn_lg_gb_F1,Knn_lg_gb_cb_kappa,Knn_lg_gb_cb_F1
0,0.2900949313305763,0.2906976744186046,0.2900949313305763,0.2906976744186046,0.2900949313305763,0.2906976744186046,0.0,0.0,0.0,0.0,0.2068368003285683,0.2073170731707317,0.0,0.0,0.21768328787089,0.2181818181818182,0.21768328787089,0.2181818181818182,0.0,0.0,0.20683680032856833,0.20731707317073172
1,0.2900949313305763,0.2906976744186046,0.2900949313305763,0.2906976744186046,0.4680216743194133,0.4687499999999999,0.0,0.0,0.2494519642297922,0.25,0.566565167941764,0.5673076923076923,0.0,0.0,0.3750048078328443,0.3756906077348066,0.4186427810993769,0.4193548387096774,0.0,0.0,0.42709163346613543,0.42780748663101603
2,0.3750048078328443,0.3756906077348066,0.3750048078328443,0.3756906077348066,0.4680216743194133,0.4687499999999999,0.0,0.0,0.2999634689381369,0.3005780346820809,0.7093392994409188,0.7099567099567099,0.184744233990465,0.1851851851851852,0.3383279454446778,0.3389830508474576,0.3193638560657528,0.32,0.0,0.0,0.7313271892352935,0.7319148936170213
3,0.3688238134229752,0.3695652173913044,0.3688238134229752,0.3695652173913044,0.5365861772154005,0.5373134328358209,0.0,0.0,0.372921942300189,0.3736263736263736,0.7204272644284896,0.721030042918455,0.2494519642297922,0.25,0.3927448035317267,0.3934426229508196,0.5581022777092612,0.5588235294117647,0.2883926171850483,0.2890173410404624,0.7282148387988437,0.728813559322034
4,0.5286424295565453,0.5294117647058824,0.3688238134229752,0.3695652173913044,0.5260459635450291,0.526829268292683,0.0,0.0,0.5802167385191879,0.580952380952381,0.7313271892352935,0.7319148936170213,0.4813054540104027,0.482051282051282,0.4186427810993769,0.4193548387096774,0.6323280308967181,0.6330275229357798,0.2883926171850483,0.2890173410404624,0.7282148387988437,0.728813559322034
5,0.5286424295565453,0.5294117647058824,0.3776316205438393,0.3783783783783783,0.5558082218790049,0.5566037735849056,0.0,0.0,0.7204272644284896,0.721030042918455,0.7313271892352935,0.7319148936170213,0.7204272644284896,0.721030042918455,0.4600063291046942,0.4607329842931937,0.6659902853808732,0.6666666666666667,0.4890497462304094,0.4897959183673469,0.7251286575503602,0.7257383966244726
6,0.641833377262621,0.6425339366515836,0.3776316205438393,0.3783783783783783,0.6630506626027195,0.6637554585152838,0.0,0.0,0.7313271892352935,0.7319148936170213,0.7313271892352935,0.7319148936170213,0.7313271892352935,0.7319148936170213,0.5925954565877345,0.5933014354066986,0.7494328260422584,0.75,0.4163830658673715,0.4171122994652406,0.7313271892352935,0.7319148936170213
7,0.665973477888256,0.6666666666666667,0.3776316205438393,0.3783783783783783,0.665973477888256,0.6666666666666667,0.0,0.0,0.7313271892352935,0.7319148936170213,0.7313271892352935,0.7319148936170213,0.7313271892352935,0.7319148936170213,0.6718964098908378,0.672566371681416,0.7494328260422584,0.75,0.4163830658673715,0.4171122994652406,0.6444913920978109,0.6451612903225806
8,0.665973477888256,0.6666666666666667,0.3776316205438393,0.3783783783783783,0.665973477888256,0.6666666666666667,0.0,0.0,0.7313271892352935,0.7319148936170213,0.7313271892352935,0.7319148936170213,0.7313271892352935,0.7319148936170213,0.6950092533453236,0.6956521739130435,0.7494328260422584,0.75,0.4528339002617587,0.4536082474226804,0.7629453703692992,0.7634854771784232
9,0.665973477888256,0.6666666666666667,0.3776316205438393,0.3783783783783783,0.665973477888256,0.6666666666666667,0.0,0.0,0.7313271892352935,0.7319148936170213,0.7313271892352935,0.7319148936170213,0.7313271892352935,0.7319148936170213,0.7118250264109046,0.7124463519313305,0.7494328260422584,0.75,0.5774503731505901,0.5781990521327014,0.7629453703692992,0.7634854771784232
