,Knn_light_kappa,Knn_light_F1,Knn_xgboost_kappa,Knn_xgboost_F1,Knn_catboost_kappa,Knn_catboost_F1,light_xgboost_kappa,light_xgboost_F1,light_catboost_kappa,light_catboost_F1,xgboost_catboost_kappa,xgboost_catboost_F1,lg_xg_cb_kappa,lg_xg_cb_F1,Knn_xg_cb_kappa,Knn_xg_cb_F1,Knn_lg_cb_kappa,Knn_lg_cb_F1,Knn_lg_xg_kappa,Knn_lg_xg_F1,Knn_lg_xg_cb_kappa,Knn_lg_xg_cb_F1
0,0.7212304519811727,0.7981682333092311,0.7212304519811727,0.7981682333092311,0.7212304519811727,0.7981682333092311,0.0,0.0,0.9329957306832468,0.9520412951665884,0.9329957306832468,0.9520412951665884,0.6365061390970421,0.7125629317410139,0.7735880413004635,0.8322577366736115,0.7735880413004635,0.8322577366736115,0.7212304519811727,0.7981682333092311,0.7816986960842558,0.8371276650663363
1,0.7183059546241726,0.7997784547216837,0.7212304519811727,0.7981682333092311,0.7263073213395685,0.801414660142435,0.0,0.0,0.934278751595704,0.9529792321035112,0.934278751595704,0.9529792321035112,0.7418536275279822,0.8027003484320558,0.7731056216014829,0.8319796954314722,0.7731056216014829,0.8319796954314722,0.7212304519811727,0.7981682333092311,0.7812691166725658,0.8369649204141556
2,0.7232489868071237,0.8028939801502644,0.720523649967128,0.7977067977067976,0.7518977536548932,0.8216098278233648,0.0,0.0,0.9359740067288824,0.9542220557947948,0.9359740067288824,0.9542220557947948,0.8318375188204835,0.8750575359279906,0.7731954528661352,0.8320990159277671,0.7731954528661352,0.8320990159277671,0.720523649967128,0.7977067977067976,0.7809294423844073,0.8367567567567568
3,0.7279019525413076,0.808638920134983,0.7243210534681737,0.800710889091695,0.7561023634916078,0.8269106962199945,0.0,0.0,0.936995154049142,0.954972646935054,0.936995154049142,0.954972646935054,0.8621819761682987,0.898557981173643,0.7770997562107153,0.8352292835835986,0.7770997562107153,0.8352292835835986,0.7243210534681737,0.800710889091695,0.7817012564193248,0.8377922144355211
4,0.7495284206323255,0.8224941564691324,0.7293964304495837,0.8039584841902004,0.754775972520052,0.8260530062927749,0.0,0.0,0.9355697090983142,0.9539612058892264,0.9355697090983142,0.9539612058892264,0.8837820885816197,0.9150184956843403,0.7773097251201764,0.8353072173296893,0.7773097251201764,0.8353072173296893,0.7293964304495837,0.8039584841902004,0.7789733957478757,0.8359031961605229
5,0.7501662298185967,0.8222448413065605,0.7293964304495837,0.8039584841902004,0.7554435122751295,0.8258369655939906,0.0,0.0,0.9369858786772984,0.9549953314659198,0.9369858786772984,0.9549953314659198,0.9030034915770108,0.9294856197381868,0.8047288525792191,0.856944719635427,0.8047288525792191,0.856944719635427,0.7293964304495837,0.8039584841902004,0.7791863123201916,0.8361466673466266
6,0.748839123289385,0.8213873099496279,0.7293964304495837,0.8039584841902004,0.7309022116795194,0.8102995746221378,0.0,0.0,0.9360139996235292,0.9543057176196033,0.9360139996235292,0.9543057176196033,0.907545125384787,0.932965757399884,0.8074683150535154,0.8592007893438579,0.8074683150535154,0.8592007893438579,0.7293964304495837,0.8039584841902004,0.778874046977259,0.8359335168757009
7,0.7552481202046017,0.8246744087639287,0.7293964304495837,0.8039584841902004,0.7526348601471646,0.8242670108795869,0.0,0.0,0.945607165502962,0.9610803713776612,0.945607165502962,0.9610803713776612,0.9085608143418654,0.9336371128023656,0.8075089786873061,0.8592153960029608,0.8075089786873061,0.8592153960029608,0.7293964304495837,0.8039584841902004,0.7797361091670223,0.8366359329631705
8,0.765137132238878,0.8322279308734237,0.7299395714164757,0.80351048269137,0.7590726581243172,0.8275959103273615,0.0,0.0,0.9399333434402088,0.9571375326127468,0.9399333434402088,0.9571375326127468,0.924338142587022,0.9453499520613614,0.8236179146515754,0.8722181993724354,0.8236179146515754,0.8722181993724354,0.7299395714164757,0.80351048269137,0.7785135237194263,0.835858842672633
9,0.7723023726230193,0.8376719970249163,0.7308330543577348,0.8042101159731021,0.768933015398718,0.835111587382938,0.0,0.0,0.959107060143404,0.9710091743119266,0.959107060143404,0.9710091743119266,0.9502151654631438,0.964319337224628,0.8250617559161352,0.8731057855240862,0.8250617559161352,0.8731057855240862,0.7308330543577348,0.8042101159731021,0.7797236310703336,0.8368217841902054
