,Random_Knn_kappa,Random_Lightgbm_kappa,Random_GradientBoosting_kappa,Random_Catboost_kappa,Uncertainty_Knn_kappa,Uncertainty_Lightgbm_kappa,Uncertainty_GradientBoosting_kappa,Uncertainty_Catboost_kappa,Random_Knn_F1,Random_Lightgbm_F1,Random_GradientBoosting_F1,Random_Catboost_F1,Uncertainty_Knn_F1,Uncertainty_Lightgbm_F1,Uncertainty_GradientBoosting_F1,Uncertainty_Catboost_F1
146,0.300544455,0,0.293967573,0.165551328,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.294573643,0.165975104,0.301158301,0.773480663,0.60625,0.743661972
147,0.300544455,0,0.455416469,0.279551128,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.456140351,0.280155642,0.301158301,0.773480663,0.60625,0.743661972
148,0.300544455,0,0.424303821,0.173115606,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.425087108,0.173553719,0.301158301,0.773480663,0.60625,0.743661972
149,0.300544455,0,0.460813272,0.126773604,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.461538462,0.127118644,0.301158301,0.773480663,0.60625,0.743661972
150,0.300544455,0,0.552655639,0.157924351,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.553459119,0.158333333,0.301158301,0.773480663,0.60625,0.743661972
151,0.300544455,0,0.562372162,0.134659336,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.563106796,0.135021097,0.301158301,0.773480663,0.60625,0.743661972
152,0.300544455,0,0.552655639,0.165551328,0.300544455,0.772961608,0.601159474,0.743092573,0.301158301,0,0.553459119,0.165975104,0.301158301,0.773480663,0.601880878,0.743661972
153,0.300544455,0,0.552655639,0.150233893,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.553459119,0.150627615,0.301158301,0.773480663,0.60625,0.743661972
154,0.300544455,0,0.453810847,0.142479158,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.454545455,0.142857143,0.301158301,0.773480663,0.60625,0.743661972
155,0.300544455,0,0.558733012,0.04409988,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.559485531,0.044247788,0.301158301,0.773480663,0.60625,0.743661972
156,0.300544455,0,0.460813272,0.134659336,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.461538462,0.135021097,0.301158301,0.771349862,0.60625,0.743661972
157,0.300544455,0,0.563352153,0.134659336,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.564102564,0.135021097,0.301158301,0.773480663,0.60625,0.743661972
158,0.300544455,0,0.56700929,0.126773604,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.567741935,0.127118644,0.301158301,0.773480663,0.60625,0.743661972
159,0.300544455,0,0.552655639,0.150233893,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.553459119,0.150627615,0.301158301,0.771349862,0.60625,0.743661972
160,0.300544455,0,0.562372162,0.180617955,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.563106796,0.181069959,0.301158301,0.771349862,0.60625,0.743661972
161,0.300544455,0,0.549835854,0.150233893,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.550632911,0.150627615,0.301158301,0.773480663,0.60625,0.743661972
162,0.300544455,0,0.293967573,0.150233893,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.294573643,0.150627615,0.301158301,0.771349862,0.60625,0.743661972
163,0.300544455,0.017966455,0.455416469,0.210023029,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0.018018018,0.456140351,0.210526316,0.301158301,0.773480663,0.60625,0.743661972
164,0.300544455,0,0.455416469,0.150233893,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.456140351,0.150627615,0.301158301,0.773480663,0.60625,0.743661972
165,0.300544455,-2.64E-05,0.326354281,0.150233893,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.326996198,0.150627615,0.301158301,0.773480663,0.60625,0.743661972
166,0.300544455,0,0.325102002,0.252396098,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.325757576,0.252964427,0.301158301,0.771349862,0.60625,0.743661972
167,0.300544455,0,0.455416469,0.173115606,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.456140351,0.173553719,0.301158301,0.773480663,0.60625,0.743661972
168,0.300544455,0.017966455,0.453810847,0.23849568,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0.018018018,0.454545455,0.239043825,0.301158301,0.773480663,0.60625,0.743661972
169,0.300544455,0.00902364,0.554084194,0.292815665,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0.009049774,0.55483871,0.293436293,0.301158301,0.771349862,0.60625,0.743661972
170,0.300544455,0,0.427308932,0.180617955,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.428070175,0.181069959,0.301158301,0.771349862,0.60625,0.743661972
171,0.300544455,0,0.326354281,0.195439884,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.326996198,0.195918367,0.301158301,0.771349862,0.60625,0.743661972
172,0.300544455,0,0.449981833,0.180617955,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.450704225,0.181069959,0.301158301,0.771349862,0.60625,0.743661972
173,0.300544455,-2.64E-05,0.565174866,0.188059132,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.565916399,0.18852459,0.301158301,0.771349862,0.60625,0.743661972
174,0.300544455,-2.64E-05,0.56700929,0.23849568,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.567741935,0.239043825,0.301158301,0.773480663,0.60625,0.743661972
175,0.300544455,-2.64E-05,0.56700929,0.157924351,0.300544455,0.772961608,0.735964114,0.743092573,0.301158301,0,0.567741935,0.158333333,0.301158301,0.773480663,0.736543909,0.743661972
176,0.300544455,-2.64E-05,0.56700929,0.118821126,0.300544455,0.770823683,0.746626875,0.743092573,0.301158301,0,0.567741935,0.119148936,0.301158301,0.771349862,0.747191011,0.743661972
177,0.300544455,-2.64E-05,0.48389221,0.126773604,0.300544455,0.770823683,0.738911851,0.743092573,0.301158301,0,0.484641638,0.127118644,0.301158301,0.771349862,0.739495798,0.743661972
178,0.300544455,-2.64E-05,0.273928984,0.134659336,0.300544455,0.770823683,0.728754717,0.743092573,0.301158301,0,0.274509804,0.135021097,0.301158301,0.771349862,0.729344729,0.743661972
179,0.300544455,-2.64E-05,0.42479486,0.150233893,0.300544455,0.770823683,0.735964114,0.743092573,0.301158301,0,0.425531915,0.150627615,0.301158301,0.771349862,0.736543909,0.743661972
180,0.300544455,0,0.556930861,0.173115606,0.300544455,0.770823683,0.746626875,0.743092573,0.301158301,0,0.557692308,0.173553719,0.301158301,0.771349862,0.747191011,0.743661972
181,0.300544455,0,0.42479486,0.165551328,0.300544455,0.770823683,0.725119235,0.743092573,0.301158301,0,0.425531915,0.165975104,0.301158301,0.771349862,0.725714286,0.743661972
182,0.300544455,0,0.562372162,0.150233893,0.300544455,0.770823683,0.746626875,0.743092573,0.301158301,0,0.563106796,0.150627615,0.301158301,0.771349862,0.747191011,0.743661972
183,0.300544455,0,0.562372162,0.134659336,0.300544455,0.770823683,0.746626875,0.743092573,0.301158301,0,0.563106796,0.135021097,0.301158301,0.771349862,0.747191011,0.743661972
184,0.300544455,0,0.419193992,0.150233893,0.300544455,0.772961608,0.732727554,0.743092573,0.301158301,0,0.419928826,0.150627615,0.301158301,0.773480663,0.733333333,0.743661972
185,0.300544455,0,0.300544455,0.173115606,0.300544455,0.772961608,0.741794495,0.743092573,0.301158301,0,0.301158301,0.173553719,0.301158301,0.773480663,0.742382271,0.743661972
186,0.300544455,0.017966455,0.293967573,0.173115606,0.300544455,0.770823683,0.746626875,0.743092573,0.301158301,0.018018018,0.294573643,0.173553719,0.301158301,0.771349862,0.747191011,0.743661972
187,0.300544455,0.017966455,0.419193992,0.150233893,0.300544455,0.770823683,0.746626875,0.743092573,0.301158301,0.018018018,0.419928826,0.150627615,0.301158301,0.771349862,0.747191011,0.743661972
188,0.300544455,0,0.557705049,0.134659336,0.300544455,0.770823683,0.743092573,0.746626875,0.301158301,0,0.558441558,0.135021097,0.301158301,0.771349862,0.743661972,0.747191011
189,0.300544455,0.00902364,0.557705049,0.188059132,0.300544455,0.770823683,0.746626875,0.743092573,0.301158301,0.009049774,0.558441558,0.18852459,0.301158301,0.771349862,0.747191011,0.743661972
190,0.300544455,0,0.13525153,0.150233893,0.300544455,0.770823683,0.746626875,0.746626875,0.301158301,0,0.13559322,0.150627615,0.301158301,0.771349862,0.747191011,0.747191011
191,0.300544455,0,0.509318579,0.142479158,0.300544455,0.770823683,0.735964114,0.746626875,0.301158301,0,0.510067114,0.142857143,0.301158301,0.771349862,0.736543909,0.747191011
192,0.300544455,0,0.509318579,0.118821126,0.300544455,0.770823683,0.746626875,0.746626875,0.301158301,0,0.510067114,0.119148936,0.301158301,0.771349862,0.747191011,0.747191011
193,0.300544455,0.00902364,0.452216363,0.142479158,0.300544455,0.770823683,0.750141448,0.743092573,0.301158301,0.009049774,0.452961672,0.142857143,0.301158301,0.771349862,0.75070028,0.743661972
194,0.300544455,0.017966455,0.42479486,0.142479158,0.300544455,0.770823683,0.736241689,0.746626875,0.301158301,0.018018018,0.425531915,0.142857143,0.301158301,0.771349862,0.736842105,0.747191011
195,0.300544455,0.017966455,0.562372162,0.157924351,0.300544455,0.770823683,0.734198955,0.743092573,0.301158301,0.018018018,0.563106796,0.158333333,0.301158301,0.771349862,0.73480663,0.743661972
196,0.300544455,-2.64E-05,0.562372162,0.157924351,0.300544455,0.770823683,0.736838943,0.743092573,0.301158301,0,0.563106796,0.158333333,0.301158301,0.771349862,0.737430168,0.743661972
197,0.300544455,-2.64E-05,0.478702904,0.150233893,0.300544455,0.770823683,0.744526649,0.743092573,0.301158301,0,0.479452055,0.150627615,0.301158301,0.771349862,0.745098039,0.743661972
198,0.300544455,-2.64E-05,0.562372162,0.157924351,0.300544455,0.770823683,0.743092573,0.746626875,0.301158301,0,0.563106796,0.158333333,0.301158301,0.771349862,0.743661972,0.747191011
199,0.300544455,-2.64E-05,0.551592782,0.150233893,0.300544455,0.770823683,0.750141448,0.743092573,0.301158301,0,0.552380952,0.150627615,0.301158301,0.771349862,0.75070028,0.743661972
200,0.300544455,-2.64E-05,0.562372162,0.134659336,0.300544455,0.770823683,0.750141448,0.746626875,0.301158301,0,0.563106796,0.135021097,0.301158301,0.771349862,0.75070028,0.747191011
