,Random_Knn_kappa,Random_Lightgbm_kappa,Random_GradientBoosting_kappa,Random_Catboost_kappa,Uncertainty_Knn_kappa,Uncertainty_Lightgbm_kappa,Uncertainty_GradientBoosting_kappa,Uncertainty_Catboost_kappa,Random_Knn_F1,Random_Lightgbm_F1,Random_GradientBoosting_F1,Random_Catboost_F1,Uncertainty_Knn_F1,Uncertainty_Lightgbm_F1,Uncertainty_GradientBoosting_F1,Uncertainty_Catboost_F1
29,0.300544455,0,0.552291159,0.23849568,0.300544455,0.594218235,0.589303885,0.601159474,0.301158301,0,0.553054662,0.239043825,0.301158301,0.594936709,0.590062112,0.601880878
30,0.300544455,0,0.557705049,0.231462497,0.300544455,0.594218235,0.615115048,0.596760013,0.301158301,0,0.558441558,0.232,0.301158301,0.594936709,0.615853659,0.597484277
31,0.300544455,0,0.326354281,0.224373113,0.300544455,0.594218235,0.618485992,0.596760013,0.301158301,0,0.326996198,0.224899598,0.301158301,0.594936709,0.619195046,0.597484277
32,0.300544455,0,0.293967573,0.231462497,0.300544455,0.594218235,0.60553155,0.618485992,0.301158301,0,0.294573643,0.232,0.301158301,0.594936709,0.60625,0.619195046
33,0.300544455,0,0.450632903,0.210023029,0.300544455,0.594218235,0.62082449,0.614194558,0.301158301,0,0.451388889,0.210526316,0.301158301,0.594936709,0.621538462,0.614906832
34,0.300544455,0,0.273928984,0.279551128,0.300544455,0.598653326,0.62275104,0.609876494,0.301158301,0,0.274509804,0.280155642,0.301158301,0.599369085,0.62345679,0.6105919
35,0.300544455,0,0.557705049,0.231462497,0.300544455,0.598653326,0.615115048,0.609876494,0.301158301,0,0.558441558,0.232,0.301158301,0.599369085,0.615853659,0.6105919
36,0.300544455,0,0.326354281,0.231462497,0.300544455,0.596760013,0.615115048,0.614194558,0.301158301,0,0.326996198,0.232,0.301158301,0.597484277,0.615853659,0.614906832
37,0.300544455,0,0.293967573,0.217226853,0.300544455,0.596760013,0.615115048,0.609876494,0.301158301,0,0.294573643,0.217741935,0.301158301,0.597484277,0.615853659,0.6105919
38,0.300544455,0,0.445947532,0.231462497,0.300544455,0.596760013,0.610878707,0.618485992,0.301158301,0,0.446735395,0.232,0.301158301,0.597484277,0.611620795,0.619195046
39,0.300544455,0,0.455416469,0.279551128,0.300544455,0.60553155,0.614194558,0.609876494,0.301158301,0,0.456140351,0.280155642,0.301158301,0.60625,0.614906832,0.6105919
40,0.300544455,0,0.455416469,0.224373113,0.300544455,0.60553155,0.590677908,0.609876494,0.301158301,0,0.456140351,0.224899598,0.301158301,0.60625,0.591463415,0.6105919
41,0.300544455,0,0.455416469,0.245473329,0.300544455,0.607440427,0.592495024,0.609876494,0.301158301,0,0.456140351,0.246031746,0.301158301,0.60815047,0.593272171,0.6105919
42,0.300544455,0,0.431896158,0.266079568,0.300544455,0.601159474,0.596787193,0.609876494,0.301158301,0,0.432624113,0.266666667,0.301158301,0.601880878,0.597560976,0.6105919
43,0.300544455,0,0.450632903,0.224373113,0.300544455,0.601159474,0.596760013,0.609876494,0.301158301,0,0.451388889,0.224899598,0.301158301,0.601880878,0.597484277,0.6105919
44,0.300544455,0,0.552291159,0.224373113,0.300544455,0.60553155,0.615115048,0.609876494,0.301158301,0,0.553054662,0.224899598,0.301158301,0.60625,0.615853659,0.6105919
45,0.300544455,0,0.455416469,0.245473329,0.300544455,0.603060637,0.614194558,0.609876494,0.301158301,0,0.456140351,0.246031746,0.301158301,0.603773585,0.614906832,0.6105919
46,0.300544455,0,0.455416469,0.217226853,0.300544455,0.596760013,0.588176626,0.609876494,0.301158301,0,0.456140351,0.217741935,0.301158301,0.597484277,0.588957055,0.6105919
47,0.300544455,0,0.557705049,0.231462497,0.300544455,0.607440427,0.60553155,0.614194558,0.301158301,0,0.558441558,0.232,0.301158301,0.60815047,0.60625,0.614906832
48,0.300544455,0,0.293967573,0.224373113,0.300544455,0.607440427,0.601159474,0.609876494,0.301158301,0,0.294573643,0.224899598,0.301158301,0.60815047,0.601880878,0.6105919
49,0.300544455,0,0.557705049,0.217226853,0.300544455,0.60553155,0.592495024,0.618485992,0.301158301,0,0.558441558,0.217741935,0.301158301,0.60625,0.593272171,0.619195046
50,0.300544455,0,0.326354281,0.23849568,0.300544455,0.607440427,0.614194558,0.618485992,0.301158301,0,0.326996198,0.239043825,0.301158301,0.60815047,0.614906832,0.619195046
51,0.300544455,0,0.557705049,0.245473329,0.300544455,0.607440427,0.601159474,0.618485992,0.301158301,0,0.558441558,0.246031746,0.301158301,0.60815047,0.601880878,0.619195046
52,0.300544455,0,0.557705049,0.210023029,0.300544455,0.607440427,0.62275104,0.618485992,0.301158301,0,0.558441558,0.210526316,0.301158301,0.60815047,0.62345679,0.619195046
53,0.300544455,0,0.455416469,0.110801051,0.300544455,0.603060637,0.618485992,0.618485992,0.301158301,0,0.456140351,0.111111111,0.301158301,0.603773585,0.619195046,0.619195046
54,0.300544455,0,0.562372162,0.224373113,0.300544455,0.603060637,0.614194558,0.618485992,0.301158301,0,0.563106796,0.224899598,0.301158301,0.603773585,0.614906832,0.619195046
55,0.300544455,0,0.455416469,0.224373113,0.300544455,0.589755098,0.601053373,0.618485992,0.301158301,0,0.456140351,0.224899598,0.301158301,0.59047619,0.601823708,0.619195046
56,0.300544455,0,0.557705049,0.259264633,0.300544455,0.607440427,0.604197813,0.618485992,0.301158301,0,0.558441558,0.25984252,0.301158301,0.60815047,0.604938272,0.619195046
57,0.300544455,0,0.53390935,0.245473329,0.300544455,0.598653326,0.614194558,0.618485992,0.301158301,0,0.534653465,0.246031746,0.301158301,0.599369085,0.614906832,0.619195046
58,0.300544455,0,0.438997456,0.259264633,0.300544455,0.607440427,0.614194558,0.614194558,0.301158301,0,0.439716312,0.25984252,0.301158301,0.60815047,0.614906832,0.614906832
59,0.300544455,0,0.562372162,0.23849568,0.300544455,0.594218235,0.614194558,0.618485992,0.301158301,0,0.563106796,0.239043825,0.301158301,0.594936709,0.614906832,0.619195046
60,0.300544455,0,0.557705049,0.231462497,0.300544455,0.601159474,0.60797189,0.618485992,0.301158301,0,0.558441558,0.232,0.301158301,0.601880878,0.608695652,0.619195046
61,0.300544455,0,0.450632903,0.224373113,0.300544455,0.603060637,0.596760013,0.618485992,0.301158301,0,0.451388889,0.224899598,0.301158301,0.603773585,0.597484277,0.619195046
62,0.300544455,0,0.557705049,0.224373113,0.300544455,0.601159474,0.596760013,0.618485992,0.301158301,0,0.558441558,0.224899598,0.301158301,0.601880878,0.597484277,0.619195046
63,0.300544455,0,0.557705049,0.224373113,0.300544455,0.596760013,0.596760013,0.618485992,0.301158301,0,0.558441558,0.224899598,0.301158301,0.597484277,0.597484277,0.619195046
64,0.300544455,0,0.514302245,0.224373113,0.300544455,0.596760013,0.596760013,0.62275104,0.301158301,0,0.515050167,0.224899598,0.301158301,0.597484277,0.597484277,0.62345679
65,0.300544455,0,0.42222697,0.224373113,0.300544455,0.598653326,0.596760013,0.618485992,0.301158301,0,0.422939068,0.224899598,0.301158301,0.599369085,0.597484277,0.619195046
66,0.300544455,0,0.455416469,0.252396098,0.300544455,0.603060637,0.596760013,0.618485992,0.301158301,0,0.456140351,0.252964427,0.301158301,0.603773585,0.597484277,0.619195046
67,0.300544455,0,0.455416469,0.318742465,0.300544455,0.60553155,0.601159474,0.618485992,0.301158301,0,0.456140351,0.319391635,0.301158301,0.60625,0.601880878,0.619195046
68,0.300544455,0,0.557705049,0.318742465,0.300544455,0.609876494,0.60553155,0.618485992,0.301158301,0,0.558441558,0.319391635,0.301158301,0.6105919,0.60625,0.619195046
69,0.300544455,0,0.455416469,0.318742465,0.300544455,0.60553155,0.596760013,0.614194558,0.301158301,0,0.456140351,0.319391635,0.301158301,0.60625,0.597484277,0.614906832
70,0.300544455,0,0.557705049,0.217226853,0.300544455,0.60553155,0.596760013,0.618485992,0.301158301,0,0.558441558,0.217741935,0.301158301,0.60625,0.597484277,0.619195046
71,0.300544455,0,0.291672573,0.224373113,0.300544455,0.596760013,0.596760013,0.618485992,0.301158301,0,0.292307692,0.224899598,0.301158301,0.597484277,0.597484277,0.619195046
72,0.300544455,0,0.528639681,0.231462497,0.300544455,0.603060637,0.587877895,0.618485992,0.301158301,0,0.529411765,0.232,0.301158301,0.603773585,0.588607595,0.619195046
73,0.300544455,0,0.455416469,0.272841528,0.300544455,0.596760013,0.596760013,0.614194558,0.301158301,0,0.456140351,0.2734375,0.301158301,0.597484277,0.597484277,0.614906832
74,0.300544455,0,0.554084194,0.142479158,0.300544455,0.594323243,0.596760013,0.609876494,0.301158301,0,0.55483871,0.142857143,0.301158301,0.595092025,0.597484277,0.6105919
75,0.300544455,0,0.4334469,0.217226853,0.300544455,0.601159474,0.596760013,0.618485992,0.301158301,0,0.434163701,0.217741935,0.301158301,0.601880878,0.597484277,0.619195046
76,0.300544455,0,0.293967573,0.188059132,0.300544455,0.601159474,0.592332906,0.618485992,0.301158301,0,0.294573643,0.18852459,0.301158301,0.601880878,0.593059937,0.619195046
77,0.300544455,0,0.552291159,0.217226853,0.300544455,0.593672073,0.596760013,0.614194558,0.301158301,0,0.553054662,0.217741935,0.301158301,0.594427245,0.597484277,0.614906832
78,0.300544455,0,0.557705049,0.224373113,0.300544455,0.599875552,0.592332906,0.618485992,0.301158301,0,0.558441558,0.224899598,0.301158301,0.600619195,0.593059937,0.619195046
79,0.300544455,0,0.345204704,0.224373113,0.300544455,0.601159474,0.596760013,0.618485992,0.301158301,0,0.345864662,0.224899598,0.301158301,0.601880878,0.597484277,0.619195046
80,0.300544455,0,0.455416469,0.23849568,0.300544455,0.603060637,0.587877895,0.618485992,0.301158301,0,0.456140351,0.239043825,0.301158301,0.603773585,0.588607595,0.619195046
81,0.300544455,0,0.455416469,0.224373113,0.300544455,0.607440427,0.601159474,0.614194558,0.301158301,0,0.456140351,0.224899598,0.301158301,0.60815047,0.601880878,0.614906832
82,0.300544455,0,0.455416469,0.224373113,0.300544455,0.60553155,0.601159474,0.614194558,0.301158301,0,0.456140351,0.224899598,0.301158301,0.60625,0.601880878,0.614906832
83,0.300544455,0,0.300544455,0.217226853,0.300544455,0.607440427,0.60553155,0.614194558,0.301158301,0,0.301158301,0.217741935,0.301158301,0.60815047,0.60625,0.614906832
84,0.300544455,0,0.557705049,0.094554632,0.300544455,0.603060637,0.601159474,0.614194558,0.301158301,0,0.558441558,0.094827586,0.301158301,0.603773585,0.601880878,0.614906832
85,0.300544455,0,0.557705049,0.224373113,0.300544455,0.603060637,0.609876494,0.618485992,0.301158301,0,0.558441558,0.224899598,0.301158301,0.603773585,0.6105919,0.619195046
86,0.300544455,0,0.557705049,0.134659336,0.300544455,0.607440427,0.60553155,0.614194558,0.301158301,0,0.558441558,0.135021097,0.301158301,0.60815047,0.60625,0.614906832
87,0.300544455,0,0.455416469,0.210023029,0.300544455,0.607440427,0.609876494,0.618485992,0.301158301,0,0.456140351,0.210526316,0.301158301,0.60815047,0.6105919,0.619195046
88,0.300544455,0,0.557705049,0.217226853,0.300544455,0.599875552,0.601159474,0.614194558,0.301158301,0,0.558441558,0.217741935,0.301158301,0.600619195,0.601880878,0.614906832
89,0.300544455,0,0.455416469,0.188059132,0.300544455,0.599875552,0.596760013,0.683718706,0.301158301,0,0.456140351,0.18852459,0.301158301,0.600619195,0.597484277,0.684365782
90,0.300544455,0,0.455416469,0.078027242,0.300544455,0.607440427,0.60553155,0.735964114,0.301158301,0,0.456140351,0.07826087,0.301158301,0.60815047,0.60625,0.736543909
91,0.300544455,0,0.557705049,0.126773604,0.300544455,0.599875552,0.601159474,0.735964114,0.301158301,0,0.558441558,0.127118644,0.301158301,0.600619195,0.601880878,0.736543909
92,0.300544455,0,0.524170659,0.279551128,0.300544455,0.607440427,0.601159474,0.735964114,0.301158301,0,0.524916944,0.280155642,0.301158301,0.60815047,0.601880878,0.736543909
93,0.300544455,0,0.455416469,0.126773604,0.300544455,0.607440427,0.601159474,0.735964114,0.301158301,0,0.456140351,0.127118644,0.301158301,0.60815047,0.601880878,0.736543909
94,0.300544455,0,0.554084194,0.224373113,0.300544455,0.607440427,0.601159474,0.735964114,0.301158301,0,0.55483871,0.224899598,0.301158301,0.60815047,0.601880878,0.736543909
95,0.300544455,0,0.293967573,0.202760942,0.300544455,0.60553155,0.601159474,0.735964114,0.301158301,0,0.294573643,0.203252033,0.301158301,0.60625,0.601880878,0.736543909
96,0.300544455,0,0.449981833,0.069655895,0.300544455,0.60553155,0.609876494,0.735964114,0.301158301,0,0.450704225,0.069868996,0.301158301,0.60625,0.6105919,0.736543909
97,0.300544455,0,0.455416469,0.272841528,0.300544455,0.612282512,0.60553155,0.735964114,0.301158301,0,0.456140351,0.2734375,0.301158301,0.613003096,0.60625,0.736543909
98,0.300544455,0,0.557705049,0.231462497,0.300544455,0.607440427,0.60553155,0.735964114,0.301158301,0,0.558441558,0.232,0.301158301,0.60815047,0.60625,0.736543909
99,0.300544455,0,0.557705049,0.305877913,0.300544455,0.606616478,0.60553155,0.735964114,0.301158301,0,0.558441558,0.30651341,0.301158301,0.607361963,0.60625,0.736543909
100,0.300544455,0,0.450632903,0.305877913,0.300544455,0.60553155,0.601159474,0.739538376,0.301158301,0,0.451388889,0.30651341,0.301158301,0.60625,0.601880878,0.740112994
101,0.300544455,0,0.450632903,0.217226853,0.300544455,0.60553155,0.609876494,0.735964114,0.301158301,0,0.451388889,0.217741935,0.301158301,0.60625,0.6105919,0.736543909
102,0.300544455,0,0.455416469,0.231462497,0.300544455,0.607440427,0.603060637,0.735964114,0.301158301,0,0.456140351,0.232,0.301158301,0.60815047,0.603773585,0.736543909
103,0.300544455,0,0.293967573,0.217226853,0.300544455,0.609876494,0.609876494,0.735964114,0.301158301,0,0.294573643,0.217741935,0.301158301,0.6105919,0.6105919,0.736543909
104,0.300544455,0,0.562372162,0.094554632,0.300544455,0.620417227,0.609876494,0.735964114,0.301158301,0,0.563106796,0.094827586,0.301158301,0.621118012,0.6105919,0.736543909
105,0.300544455,0,0.556930861,0.266079568,0.300544455,0.614194558,0.60553155,0.743092573,0.301158301,0,0.557692308,0.266666667,0.301158301,0.614906832,0.60625,0.743661972
106,0.300544455,0,0.562372162,0.279551128,0.300544455,0.607440427,0.601159474,0.743092573,0.301158301,0,0.563106796,0.280155642,0.301158301,0.60815047,0.601880878,0.743661972
107,0.300544455,0,0.556930861,0.286208975,0.300544455,0.607440427,0.603060637,0.739538376,0.301158301,0,0.557692308,0.286821705,0.301158301,0.60815047,0.603773585,0.740112994
108,0.300544455,0,0.460813272,0.286208975,0.300544455,0.60553155,0.601159474,0.743092573,0.301158301,0,0.461538462,0.286821705,0.301158301,0.60625,0.601880878,0.743661972
109,0.300544455,0,0.460813272,0.312334619,0.300544455,0.607440427,0.611792954,0.739538376,0.301158301,0,0.461538462,0.312977099,0.301158301,0.60815047,0.6125,0.740112994
110,0.300544455,0,0.460813272,0.279551128,0.300544455,0.60553155,0.609876494,0.735964114,0.301158301,0,0.461538462,0.280155642,0.301158301,0.60625,0.6105919,0.736543909
111,0.300544455,0,0.460813272,0.23849568,0.300544455,0.607440427,0.611792954,0.739538376,0.301158301,0,0.461538462,0.239043825,0.301158301,0.60815047,0.6125,0.740112994
112,0.300544455,0,0.562372162,0.224373113,0.300544455,0.607440427,0.60553155,0.739538376,0.301158301,0,0.563106796,0.224899598,0.301158301,0.60815047,0.60625,0.740112994
113,0.300544455,0,0.562372162,0.224373113,0.300544455,0.607440427,0.60553155,0.743092573,0.301158301,0,0.563106796,0.224899598,0.301158301,0.60815047,0.60625,0.743661972
114,0.300544455,0,0.562372162,0.224373113,0.300544455,0.607440427,0.60553155,0.739538376,0.301158301,0,0.563106796,0.224899598,0.301158301,0.60815047,0.60625,0.740112994
115,0.300544455,0,0.460813272,0.279551128,0.300544455,0.589755098,0.607440427,0.743092573,0.301158301,0,0.461538462,0.280155642,0.301158301,0.59047619,0.60815047,0.743661972
116,0.300544455,0,0.562372162,0.23849568,0.300544455,0.589755098,0.603060637,0.743092573,0.301158301,0,0.563106796,0.239043825,0.301158301,0.59047619,0.603773585,0.743661972
117,0.300544455,0,0.460813272,0.272841528,0.300544455,0.587877895,0.60553155,0.743092573,0.301158301,0,0.461538462,0.2734375,0.301158301,0.588607595,0.60625,0.743661972
118,0.300544455,0,0.562372162,0.266079568,0.300544455,0.589755098,0.60553155,0.739538376,0.301158301,0,0.563106796,0.266666667,0.301158301,0.59047619,0.60625,0.740112994
119,0.300544455,0,0.460813272,0.266079568,0.300544455,0.592332906,0.60553155,0.739538376,0.301158301,0,0.461538462,0.266666667,0.301158301,0.593059937,0.60625,0.740112994
120,0.300544455,0,0.460813272,0.150233893,0.300544455,0.592332906,0.60553155,0.739538376,0.301158301,0,0.461538462,0.150627615,0.301158301,0.593059937,0.60625,0.740112994
121,0.300544455,0,0.557705049,0.165551328,0.300544455,0.592332906,0.60553155,0.739538376,0.301158301,0,0.558441558,0.165975104,0.301158301,0.593059937,0.60625,0.740112994
122,0.300544455,0,0.455990411,0.224373113,0.300544455,0.60553155,0.60553155,0.735964114,0.301158301,0,0.456747405,0.224899598,0.301158301,0.60625,0.60625,0.736543909
123,0.300544455,0,0.455416469,0.217226853,0.300544455,0.614194558,0.60553155,0.739538376,0.301158301,0,0.456140351,0.217741935,0.301158301,0.614906832,0.60625,0.740112994
124,0.300544455,0,0.450632903,0.224373113,0.300544455,0.614194558,0.601159474,0.735964114,0.301158301,0,0.451388889,0.224899598,0.301158301,0.614906832,0.601880878,0.736543909
125,0.300544455,0,0.438997456,0.231462497,0.300544455,0.61611847,0.601159474,0.735964114,0.301158301,0,0.439716312,0.232,0.301158301,0.61682243,0.601880878,0.736543909
126,0.300544455,0,0.42222697,0.217226853,0.300544455,0.620417227,0.60553155,0.735964114,0.301158301,0,0.422939068,0.217741935,0.301158301,0.621118012,0.60625,0.736543909
127,0.300544455,0,0.293967573,0.272841528,0.300544455,0.614194558,0.601159474,0.735964114,0.301158301,0,0.294573643,0.2734375,0.301158301,0.614906832,0.601880878,0.736543909
128,0.300544455,0,0.290538198,0.224373113,0.300544455,0.641518179,0.60553155,0.743092573,0.301158301,0,0.291187739,0.224899598,0.301158301,0.642201835,0.60625,0.743661972
129,0.300544455,0,0.307070996,0.279551128,0.300544455,0.675902071,0.60553155,0.743092573,0.301158301,0,0.307692308,0.280155642,0.301158301,0.676557864,0.60625,0.743661972
130,0.300544455,0,0.455416469,0.272841528,0.300544455,0.675902071,0.601159474,0.743092573,0.301158301,0,0.456140351,0.2734375,0.301158301,0.676557864,0.601880878,0.743661972
131,0.300544455,0,0.459712811,0.279551128,0.300544455,0.746626875,0.60553155,0.743092573,0.301158301,0,0.4604811,0.280155642,0.301158301,0.747191011,0.60625,0.743661972
132,0.300544455,0,0.464540931,0.325102002,0.300544455,0.76613661,0.60553155,0.743092573,0.301158301,0,0.465277778,0.325757576,0.301158301,0.766666667,0.60625,0.743661972
133,0.300544455,0,0.459194499,0.286208975,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.459930314,0.286821705,0.301158301,0.773480663,0.60625,0.743661972
134,0.300544455,0,0.300544455,0.061211528,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.301158301,0.061403509,0.301158301,0.771349862,0.60625,0.743661972
135,0.300544455,0,0.455990411,0.224373113,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.456747405,0.224899598,0.301158301,0.771349862,0.60625,0.743661972
136,0.300544455,0,0.460813272,0.134659336,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.461538462,0.135021097,0.301158301,0.771349862,0.60625,0.743661972
137,0.300544455,0,0.562372162,0.279551128,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.563106796,0.280155642,0.301158301,0.771349862,0.60625,0.743661972
138,0.300544455,0,0.460813272,0.224373113,0.300544455,0.770823683,0.598013403,0.743092573,0.301158301,0,0.461538462,0.224899598,0.301158301,0.771349862,0.598765432,0.743661972
139,0.300544455,0,0.444508964,0.134659336,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.445229682,0.135021097,0.301158301,0.773480663,0.60625,0.743661972
140,0.300544455,0,0.557705049,0.165551328,0.300544455,0.772961608,0.601159474,0.743092573,0.301158301,0,0.558441558,0.165975104,0.301158301,0.773480663,0.601880878,0.743661972
141,0.300544455,0,0.293967573,0.150233893,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.294573643,0.150627615,0.301158301,0.771349862,0.60625,0.743661972
142,0.300544455,0,0.557705049,0.195439884,0.300544455,0.770823683,0.601159474,0.743092573,0.301158301,0,0.558441558,0.195918367,0.301158301,0.771349862,0.601880878,0.743661972
143,0.300544455,0,0.455416469,0.180617955,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.456140351,0.181069959,0.301158301,0.771349862,0.60625,0.743661972
144,0.300544455,0,0.455416469,0.061211528,0.300544455,0.770823683,0.60553155,0.743092573,0.301158301,0,0.456140351,0.061403509,0.301158301,0.771349862,0.60625,0.743661972
145,0.300544455,0,0.552291159,0.094554632,0.300544455,0.772961608,0.60553155,0.743092573,0.301158301,0,0.553054662,0.094827586,0.301158301,0.773480663,0.60625,0.743661972
