,Random_Knn_kappa,Random_Knn_F1,Random_Lightgbm_kappa,Random_Lightgbm_F1,Random_XGBoost_kappa,Random_XGBoost_F1,Random_Catboost_kappa,Random_Catboost_F1,Uncertainty_Knn_kappa,Uncertainty_Knn_F1,Uncertainty_Lightgbm_kappa,Uncertainty_Lightgbm_F1,Uncertainty_XGBoost_kappa,Uncertainty_XGBoost_F1,Uncertainty_Catboost_kappa,Uncertainty_Catboost_F1
151,0.33780718903094953,0.3384615384615384,0.0,0.0,0.010028484970327156,0.012048192771084336,0.15212281017012552,0.15254237288135591,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.009910165065146415,0.015534953645702829,0.6939794839186884,0.6946107784431138
152,0.33780718903094953,0.3384615384615384,0.0,0.0,-0.0005400402575466146,0.0,0.19784388172825695,0.1983471074380165,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.23420523533305493,0.23752969121140138,0.6939794839186884,0.6946107784431138
153,0.33780718903094953,0.3384615384615384,0.0,0.0,0.002911410754118049,0.0066445182724252485,0.1828561948658025,0.18333333333333332,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,-0.003937758730942376,0.0,0.6939794839186884,0.6946107784431138
154,0.33780718903094953,0.3384615384615384,0.0,0.0,0.08199324995036728,0.08333333333333333,0.16761794970170496,0.1680672268907563,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.3283814790845443,0.3305084745762712,0.6939794839186884,0.6946107784431138
155,0.33780718903094953,0.3384615384615384,0.0,0.0,-0.0036704372454370304,0.0,0.05337401985399193,0.05357142857142857,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.25181081122170845,0.255,0.6939794839186884,0.6946107784431138
156,0.33780718903094953,0.3384615384615384,0.0,0.0,0.3852909940685396,0.3862068965517241,0.15212281017012552,0.15254237288135591,0.33780718903094953,0.3384615384615384,0.7319758064516129,0.7325581395348837,0.28109784725268805,0.2836879432624113,0.6939794839186884,0.6946107784431138
157,0.33780718903094953,0.3384615384615384,0.0,0.0,0.20369425451576684,0.2058823529411765,0.15212281017012552,0.15254237288135591,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.3219600204138843,0.32450331125827814,0.6939794839186884,0.6946107784431138
158,0.33780718903094953,0.3384615384615384,0.0,0.0,0.0012185629108575347,0.005361930294906166,0.13636422475567012,0.13675213675213674,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.12781759158861705,0.1319796954314721,0.6939794839186884,0.6946107784431138
159,0.33780718903094953,0.3384615384615384,0.0,0.0,-0.0054762596575164135,0.0,0.1828561948658025,0.18333333333333332,0.33780718903094953,0.3384615384615384,0.7319758064516129,0.7325581395348837,0.3114327672052303,0.31386861313868614,0.6939794839186884,0.6946107784431138
160,0.33780718903094953,0.3384615384615384,0.0,0.0,0.04443262266235626,0.04716981132075471,0.21258713968957865,0.21311475409836064,0.33780718903094953,0.3384615384615384,0.7319758064516129,0.7325581395348837,0.5269056199714583,0.5284552845528454,0.6939794839186884,0.6946107784431138
161,0.33780718903094953,0.3384615384615384,0.0,0.0,0.2360502467376997,0.23750000000000002,0.1828561948658025,0.18333333333333332,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.4986533899444442,0.5,0.6939794839186884,0.6946107784431138
162,0.33780718903094953,0.3384615384615384,0.0,0.0,0.008942362072327126,0.012738853503184712,0.16761794970170496,0.1680672268907563,0.33780718903094953,0.3384615384615384,0.7319758064516129,0.7325581395348837,0.06076844953457683,0.06579954093343533,0.6939794839186884,0.6946107784431138
163,0.33780718903094953,0.3384615384615384,0.03626132060261189,0.03636363636363636,0.47533469567044173,0.47668393782383417,0.1828561948658025,0.18333333333333332,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.028933015762155567,0.03440441415124959,0.6939794839186884,0.6946107784431138
164,0.33780718903094953,0.3384615384615384,0.0,0.0,-0.002398814452590603,0.0,0.1828561948658025,0.18333333333333332,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.0,0.0,0.6939794839186884,0.6946107784431138
165,0.33780718903094953,0.3384615384615384,-5.357259781457735e-05,0.0,0.17679912871065928,0.17741935483870966,0.1828561948658025,0.18333333333333332,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.07077251717008004,0.07588075880758807,0.6939794839186884,0.6946107784431138
166,0.33780718903094953,0.3384615384615384,0.0,0.0,0.024720815246234484,0.02865329512893983,0.21258713968957865,0.21311475409836064,0.33780718903094953,0.3384615384615384,0.7319758064516129,0.7325581395348837,-0.004128339662581748,0.0,0.6939794839186884,0.6946107784431138
167,0.33780718903094953,0.3384615384615384,0.0,0.0,0.0785964839952038,0.07936507936507937,0.15212281017012552,0.15254237288135591,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,-0.004653181341613966,0.0011240691302515104,0.6939794839186884,0.6946107784431138
168,0.33780718903094953,0.3384615384615384,0.03626132060261189,0.03636363636363636,0.05085573215722172,0.05128205128205128,0.21258713968957865,0.21311475409836064,0.33780718903094953,0.3384615384615384,0.736274767016095,0.7368421052631579,0.0,0.0,0.6939794839186884,0.6946107784431138
169,0.33780718903094953,0.3384615384615384,0.01829603423884263,0.018348623853211007,-0.004409813597274326,0.0013683634373289548,0.2692316942030927,0.2698412698412698,0.33780718903094953,0.3384615384615384,0.7319758064516129,0.7325581395348837,0.05356114417354585,0.05844155844155844,0.6939794839186884,0.6946107784431138
170,0.33780718903094953,0.3384615384615384,0.0,0.0,0.1072887976212823,0.11076923076923076,0.19784388172825695,0.1983471074380165,0.33780718903094953,0.3384615384615384,0.7319758064516129,0.7325581395348837,0.5741919408046194,0.575,0.6939794839186884,0.6946107784431138
171,0.33780718903094953,0.3384615384615384,0.0,0.0,0.08965257041426555,0.09329446064139942,0.21258713968957865,0.21311475409836064,0.33780718903094953,0.3384615384615384,0.7319758064516129,0.7325581395348837,0.5890051774326156,0.5897435897435898,0.6939794839186884,0.6946107784431138
172,0.33780718903094953,0.3384615384615384,0.0,0.0,0.08646209528927384,0.08759124087591241,0.19784388172825695,0.1983471074380165,0.33780718903094953,0.3384615384615384,0.7319758064516129,0.7325581395348837,0.5954957586002236,0.5962732919254657,0.6939794839186884,0.6946107784431138
