,Knn_light_kappa,Knn_light_F1,Knn_gradient_Kappa,Knn_gradient_F1,Knn_catboost_kappa,Knn_catboost_F1,light_gradient_kappa,light_gradient_F1,light_catboost_kappa,light_catboost_F1,gradient_catboost_kappa,gradient_catboost_F1,lg_gb_cb_kappa,lg_gb_cb_F1,Knn_gb_cb_kappa,Knn_gb_cb_F1,Knn_lg_cb_kappa,Knn_lg_cb_F1,Knn_lg_gb_kappa,Knn_lg_gb_F1,Knn_lg_gb_cb_kappa,Knn_lg_gb_cb_F1
0,0.619489551,0.621965318,0.619489551,0.621965318,0.6194895510060785,0.6219653179190752,0.0,0.0,0.7122402627981477,0.7136929460580913,0.7152396643652353,0.7166666666666667,0.0,0.0,0.7162449771291206,0.717663421418637,0.7157997010137748,0.7172413793103448,0.7144535904306561,0.7158774373259054,0.7120343299504277,0.7134986225895317
1,0.650769387,0.652912621,0.650769387,0.652912621,0.650769387167342,0.6529126213592232,0.0,0.0,0.7122402627981477,0.7136929460580913,0.7152396643652353,0.7166666666666667,0.0,0.0,0.7162449771291206,0.717663421418637,0.7140224181657662,0.7154696132596684,0.7144535904306561,0.7158774373259054,0.7100570684385262,0.7115384615384615
2,0.65327429,0.655421687,0.65327429,0.655421687,0.653274290304555,0.6554216867469879,0.0,0.0,0.7122402627981477,0.7136929460580913,0.7162449771291206,0.717663421418637,0.0,0.0,0.723109932644642,0.724517906336088,0.7216168517201328,0.723055934515689,0.0,0.0,0.725359508113667,0.7267759562841529
3,0.666288628,0.668304668,0.666288628,0.668304668,0.6662886279697716,0.6683046683046682,0.0,0.0,0.7170250458813912,0.7184466019417476,0.7150205501141076,0.7164591977869986,0.0,0.0,0.723109932644642,0.724517906336088,0.7188741606040749,0.7203274215552523,0.0,0.0,0.7255857180091136,0.727027027027027
4,0.666288628,0.668304668,0.666288628,0.668304668,0.6654603800694346,0.667484662576687,0.0,0.0,0.7162449771291206,0.717663421418637,0.7162449771291206,0.717663421418637,0.0,0.0,0.723109932644642,0.724517906336088,0.7191694750905335,0.7206477732793523,0.7144535904306561,0.7158774373259054,0.7248485533521809,0.7262872628726288
5,0.66546038,0.667484663,0.66546038,0.667484663,0.6993306657191263,0.7010309278350515,0.0,0.0,0.7162449771291206,0.717663421418637,0.7180314323616546,0.7194444444444444,0.0,0.0,0.7318624426997635,0.7332421340629275,0.716456136685611,0.717948717948718,0.5347693657564923,0.5365079365079365,0.7211367037957679,0.7225981055480378
6,0.700243585,0.701935484,0.700243585,0.701935484,0.7002435852320483,0.7019354838709678,0.0,0.0,0.7162449771291206,0.717663421418637,0.7198129764638405,0.7212205270457698,0.0,0.0,0.7346125714925864,0.7359781121751026,0.7223677035659906,0.7238095238095238,0.5347693657564923,0.5365079365079365,0.7221242816031925,0.7235772357723578
7,0.700243585,0.701935484,0.700243585,0.701935484,0.7039187463555863,0.7055771725032425,0.0,0.0,0.7162449771291206,0.717663421418637,0.7188055259562016,0.7202216066481995,0.0,0.0,0.7271022339522484,0.7285129604365621,0.725359508113667,0.7267759562841529,0.7144535904306561,0.7158774373259054,0.7231145159290611,0.7245590230664858
8,0.700243585,0.701935484,0.700243585,0.701935484,0.7057705439394035,0.7074122236671001,0.0,0.0,0.7150205501141076,0.7164591977869986,0.7213450727013109,0.7227586206896552,0.0,0.0,0.7293865972092911,0.7307692307692307,0.7288402529830418,0.7302452316076294,0.7144535904306561,0.7158774373259054,0.7248485533521809,0.7262872628726288
9,0.700243585,0.701935484,0.700243585,0.701935484,0.7057705439394035,0.7074122236671001,0.0,0.0,0.7162449771291206,0.717663421418637,0.719339728863587,0.720770288858322,0.0,0.0,0.7286477339917492,0.7300275482093664,0.725359508113667,0.7267759562841529,0.7144535904306561,0.7158774373259054,0.7228687449200949,0.7243243243243243
