,Knn_light_kappa,Knn_light_F1,Knn_gradient_kappa,Knn_gradient_F1,Knn_catboost_kappa,Knn_catboost_F1,light_gradient_kappa,light_gradient_F1,light_catboost_kappa,light_catboost_F1,gradient_catboost_kappa,gradient_catboost_F1,lg_gb_cb_kappa,lg_gb_cb_F1,Knn_gb_cb_kappa,Knn_gb_cb_F1,Knn_lg_cb_kappa,Knn_lg_cb_F1,Knn_lg_gb_kappa,Knn_lg_gb_F1,Knn_lg_gb_cb_kappa,Knn_lg_gb_cb_F1
27,0.727253081,0.728723404,0.697511809,0.699228792,0.738162844,0.739541161,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.725128344,0.726519337,0.7373627,0.73871409,0.731862443,0.733242134,0.731862443,0.733242134
28,0.727253081,0.728723404,0.699330666,0.701030928,0.738162844,0.739541161,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.727367585,0.728767123,0.7373627,0.73871409,0.731862443,0.733242134,0.733890932,0.735253772
29,0.731183462,0.732620321,0.701158844,0.702842377,0.731183462,0.732620321,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.729112314,0.730506156,0.734612571,0.735978112,0.731862443,0.733242134,0.73287531,0.734246575
30,0.731183462,0.732620321,0.700243585,0.701935484,0.739170583,0.740540541,0,0,0.718031432,0.719444444,0.732147958,0.733516484,0,0,0.730852318,0.732240437,0.734612571,0.735978112,0.732147958,0.733516484,0.733598723,0.734972678
31,0.731183462,0.732620321,0.699330666,0.701030928,0.739170583,0.740540541,0,0,0.719812976,0.721220527,0.732147958,0.733516484,0,0,0.727367585,0.728767123,0.736345128,0.737704918,0.732147958,0.733516484,0.729570637,0.730978261
32,0.733164321,0.73458445,0.709502942,0.711111111,0.741194184,0.742547425,0,0,0.718031432,0.719444444,0.732147958,0.733516484,0,0,0.728375719,0.729766804,0.734612571,0.735978112,0.731862443,0.733242134,0.735330307,0.736698499
33,0.729213076,0.730666667,0.709502942,0.711111111,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.732147958,0.733516484,0,0,0.728647734,0.730027548,0.733890932,0.735253772,0.731862443,0.733242134,0.735629173,0.736986301
34,0.738162844,0.739541161,0.71100129,0.712613784,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.726890444,0.728275862,0.7373627,0.73871409,0.732147958,0.733516484,0.733890932,0.735253772
35,0.738162844,0.739541161,0.71100129,0.712613784,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.728375719,0.729766804,0.738072998,0.739427012,0.732147958,0.733516484,0.729386597,0.730769231
36,0.736155432,0.737550471,0.712876188,0.714471969,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.729386597,0.730769231,0.739091533,0.740437158,0.733890932,0.735253772,0.731862443,0.733242134
37,0.736155432,0.737550471,0.716655222,0.718217562,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.728647734,0.730027548,0.736345128,0.737704918,0.733890932,0.735253772,0.731862443,0.733242134
38,0.738162844,0.739541161,0.716655222,0.718217562,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.728647734,0.730027548,0.736345128,0.737704918,0.733890932,0.735253772,0.731133325,0.732510288
39,0.738162844,0.739541161,0.716655222,0.718217562,0.738162844,0.739541161,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.730400232,0.731774415,0.736345128,0.737704918,0.733890932,0.735253772,0.728105913,0.729508197
40,0.740181026,0.741542625,0.716655222,0.718217562,0.738162844,0.739541161,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.728647734,0.730027548,0.736345128,0.737704918,0.733890932,0.735253772,0.723857321,0.725304465
41,0.739170583,0.740540541,0.716655222,0.718217562,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.729386597,0.730769231,0.738072998,0.739427012,0.732147958,0.733516484,0.729298556,0.730717185
42,0.739170583,0.740540541,0.716655222,0.718217562,0.740181026,0.741542625,0,0,0.716244977,0.717663421,0.733890932,0.735253772,0,0,0.729386597,0.730769231,0.738072998,0.739427012,0.728647734,0.730027548,0.726577939,0.728010825
43,0.739170583,0.740540541,0.716655222,0.718217562,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.733890932,0.735253772,0.736345128,0.737704918,0.728647734,0.730027548,0.733308878,0.734693878
44,0.739170583,0.740540541,0.716655222,0.718217562,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.731133325,0.732510288,0,0,0.730400232,0.731774415,0.736345128,0.737704918,0.733890932,0.735253772,0.733598723,0.734972678
45,0.739170583,0.740540541,0.724332392,0.725827815,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.731133325,0.732510288,0,0,0.729386597,0.730769231,0.7373627,0.73871409,0.73287531,0.734246575,0.731862443,0.733242134
46,0.739170583,0.740540541,0.727253081,0.728723404,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.727635106,0.729023384,0.738072998,0.739427012,0.73287531,0.734246575,0.734612571,0.735978112
47,0.738162844,0.739541161,0.727253081,0.728723404,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.728647734,0.730027548,0.739091533,0.740437158,0.73287531,0.734246575,0.733598723,0.734972678
48,0.739170583,0.740540541,0.727253081,0.728723404,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.731133325,0.732510288,0,0,0.728647734,0.730027548,0.739091533,0.740437158,0.73287531,0.734246575,0.73287531,0.734246575
49,0.739170583,0.740540541,0.727253081,0.728723404,0.740181026,0.741542625,0,0,0.716244977,0.717663421,0.731133325,0.732510288,0,0,0.730121448,0.731506849,0.736345128,0.737704918,0.73287531,0.734246575,0.733598723,0.734972678
50,0.739170583,0.740540541,0.731183462,0.732620321,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.733890932,0.735253772,0.736345128,0.737704918,0.731862443,0.733242134,0.734612571,0.735978112
51,0.739170583,0.740540541,0.731183462,0.732620321,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.733890932,0.735253772,0.739091533,0.740437158,0.73287531,0.734246575,0.734612571,0.735978112
52,0.739170583,0.740540541,0.731183462,0.732620321,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.733890932,0.735253772,0.738072998,0.739427012,0.73287531,0.734246575,0.73287531,0.734246575
53,0.741194184,0.742547425,0.731183462,0.732620321,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.728647734,0.730027548,0.737057215,0.738419619,0.73287531,0.734246575,0.733598723,0.734972678
54,0.741194184,0.742547425,0.731183462,0.732620321,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.727367585,0.728767123,0.738072998,0.739427012,0.73287531,0.734246575,0.725842452,0.727272727
55,0.741194184,0.742547425,0.731183462,0.732620321,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.726362185,0.727770178,0.737057215,0.738419619,0.73287531,0.734246575,0.730573584,0.731972789
56,0.741194184,0.742547425,0.731183462,0.732620321,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.734318228,0.735694823,0.738072998,0.739427012,0.73287531,0.734246575,0.729386597,0.730769231
57,0.741194184,0.742547425,0.731183462,0.732620321,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.732587616,0.733969986,0.738072998,0.739427012,0.73287531,0.734246575,0.729386597,0.730769231
58,0.741194184,0.742547425,0.733164321,0.73458445,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.727367585,0.728767123,0.738072998,0.739427012,0.73287531,0.734246575,0.73287531,0.734246575
59,0.741194184,0.742547425,0.729213076,0.730666667,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.730852318,0.732240437,0.737057215,0.738419619,0.73287531,0.734246575,0.731133325,0.732510288
60,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.730852318,0.732240437,0.737057215,0.738419619,0.73287531,0.734246575,0.732147958,0.733516484
61,0.741194184,0.742547425,0.736155432,0.737550471,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.735033856,0.736413043,0.737057215,0.738419619,0.73287531,0.734246575,0.730400232,0.731774415
62,0.741194184,0.742547425,0.736155432,0.737550471,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.736044171,0.737414966,0.737057215,0.738419619,0.73287531,0.734246575,0.733890932,0.735253772
63,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.736044171,0.737414966,0.737057215,0.738419619,0.73287531,0.734246575,0.733890932,0.735253772
64,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.734612571,0.735978112,0,0,0.732587616,0.733969986,0.738072998,0.739427012,0.73287531,0.734246575,0.732147958,0.733516484
65,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.732587616,0.733969986,0.736345128,0.737704918,0.73287531,0.734246575,0.730400232,0.731774415
66,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.734318228,0.735694823,0.736345128,0.737704918,0.73287531,0.734246575,0.728375719,0.729766804
67,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.733308878,0.734693878,0.736345128,0.737704918,0.731862443,0.733242134,0.731133325,0.732510288
68,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.735629173,0.736986301,0.736345128,0.737704918,0.731862443,0.733242134,0.730121448,0.731506849
69,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.73287531,0.734246575,0,0,0.733890932,0.735253772,0.736345128,0.737704918,0.731862443,0.733242134,0.729386597,0.730769231
70,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.730400232,0.731774415,0.738072998,0.739427012,0.731862443,0.733242134,0.729112314,0.730506156
71,0.741194184,0.742547425,0.740181026,0.741542625,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.735629173,0.736986301,0.7373627,0.73871409,0.731862443,0.733242134,0.730121448,0.731506849
72,0.741194184,0.742547425,0.740181026,0.741542625,0.740181026,0.741542625,0,0,0.718031432,0.719444444,0.733890932,0.735253772,0,0,0.739091533,0.740437158,0.736345128,0.737704918,0.731862443,0.733242134,0.731133325,0.732510288
73,0.741194184,0.742547425,0.740181026,0.741542625,0.740181026,0.741542625,0,0,0.719812976,0.721220527,0.73287531,0.734246575,0,0,0.7373627,0.73871409,0.7373627,0.73871409,0.731862443,0.733242134,0.732147958,0.733516484
74,0.741194184,0.742547425,0.740181026,0.741542625,0.740181026,0.741542625,0,0,0.719812976,0.721220527,0.73287531,0.734246575,0,0,0.739091533,0.740437158,0.736345128,0.737704918,0.731862443,0.733242134,0.732147958,0.733516484
75,0.741194184,0.742547425,0.740181026,0.741542625,0.740181026,0.741542625,0,0,0.719812976,0.721220527,0.73287531,0.734246575,0,0,0.739091533,0.740437158,0.736345128,0.737704918,0.731862443,0.733242134,0.732147958,0.733516484
76,0.741194184,0.742547425,0.740181026,0.741542625,0.740181026,0.741542625,0,0,0.719812976,0.721220527,0.73287531,0.734246575,0,0,0.739091533,0.740437158,0.738072998,0.739427012,0.731862443,0.733242134,0.73287531,0.734246575
77,0.741194184,0.742547425,0.740181026,0.741542625,0.740181026,0.741542625,0,0,0.723612056,0.7250342,0.73287531,0.734246575,0,0,0.7373627,0.73871409,0.736345128,0.737704918,0.731862443,0.733242134,0.732147958,0.733516484
78,0.741194184,0.742547425,0.740181026,0.741542625,0.740181026,0.741542625,0,0,0.725359508,0.726775956,0.73287531,0.734246575,0,0,0.7373627,0.73871409,0.738072998,0.739427012,0.731862443,0.733242134,0.731862443,0.733242134
79,0.741194184,0.742547425,0.740181026,0.741542625,0.740181026,0.741542625,0,0,0.723612056,0.7250342,0.73287531,0.734246575,0,0,0.739091533,0.740437158,0.738072998,0.739427012,0.731862443,0.733242134,0.733890932,0.735253772
80,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.725359508,0.726775956,0.73287531,0.734246575,0,0,0.7373627,0.73871409,0.739091533,0.740437158,0.731862443,0.733242134,0.733890932,0.735253772
81,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.727367585,0.728767123,0.73287531,0.734246575,0,0,0.7373627,0.73871409,0.739091533,0.740437158,0.731862443,0.733242134,0.732147958,0.733516484
82,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.72158963,0.72299169,0.73287531,0.734246575,0,0,0.7373627,0.73871409,0.738072998,0.739427012,0.731862443,0.733242134,0.7373627,0.73871409
83,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.72158963,0.72299169,0.73287531,0.734246575,0,0,0.738072998,0.739427012,0.739091533,0.740437158,0.73287531,0.734246575,0.731133325,0.732510288
84,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.718805526,0.720221607,0.73287531,0.734246575,0,0,0.737057215,0.738419619,0.738072998,0.739427012,0.73287531,0.734246575,0.734612571,0.735978112
85,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.720581125,0.721991701,0.73287531,0.734246575,0,0,0.735330307,0.736698499,0.738072998,0.739427012,0.731862443,0.733242134,0.732587616,0.733969986
86,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.72158963,0.72299169,0.73287531,0.734246575,0,0,0.737057215,0.738419619,0.738072998,0.739427012,0.731862443,0.733242134,0.729844925,0.731241473
87,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.72158963,0.72299169,0.73287531,0.734246575,0,0,0.735330307,0.736698499,0.737057215,0.738419619,0.731862443,0.733242134,0.733598723,0.734972678
88,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.708906532,0.710455764,0.73287531,0.734246575,0,0,0.736345128,0.737704918,0.736345128,0.737704918,0.731862443,0.733242134,0.736044171,0.737414966
89,0.741194184,0.742547425,0.738162844,0.739541161,0.740181026,0.741542625,0,0,0.705255248,0.706827309,0.735629173,0.736986301,0,0,0.736345128,0.737704918,0.736345128,0.737704918,0.731862443,0.733242134,0.733308878,0.734693878
90,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.718644198,0.720108696,0.734612571,0.735978112,0,0,0.738072998,0.739427012,0.736345128,0.737704918,0.73287531,0.734246575,0.733308878,0.734693878
91,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.714717826,0.716216216,0.734612571,0.735978112,0,0,0.736345128,0.737704918,0.736345128,0.737704918,0.73287531,0.734246575,0.73986751,0.741239892
92,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.712770376,0.714285714,0.73287531,0.734246575,0,0,0.736345128,0.737704918,0.736345128,0.737704918,0.73287531,0.734246575,0.743589521,0.744939271
93,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.715054469,0.71657754,0.734612571,0.735978112,0,0,0.736345128,0.737704918,0.736345128,0.737704918,0.73287531,0.734246575,0.738554941,0.739946381
94,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.712366304,0.713903743,0.734612571,0.735978112,0,0,0.736345128,0.737704918,0.736345128,0.737704918,0.73287531,0.734246575,0.739556498,0.740939597
95,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.718644198,0.720108696,0.73287531,0.734246575,0,0,0.738072998,0.739427012,0.736345128,0.737704918,0.73287531,0.734246575,0.742901644,0.744248985
96,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.715695469,0.717185386,0.733021369,0.734417344,0,0,0.738072998,0.739427012,0.738072998,0.739427012,0.73287531,0.734246575,0.73986751,0.741239892
97,0.741194184,0.742547425,0.739170583,0.740540541,0.740181026,0.741542625,0,0,0.725102997,0.726530612,0.73886153,0.740242261,0,0,0.738072998,0.739427012,0.736345128,0.737704918,0.731862443,0.733242134,0.73986751,0.741239892
98,0.741194184,0.742547425,0.739170583,0.740540541,0.752149458,0.753548387,0,0,0.728647734,0.730027548,0.737460409,0.738836265,0,0,0.736345128,0.737704918,0.736345128,0.737704918,0.731862443,0.733242134,0.740876182,0.742240216
99,0.741194184,0.742547425,0.739170583,0.740540541,0.737422933,0.73902439,0,0,0.730400232,0.731774415,0.736754195,0.738127544,0,0,0.735330307,0.736698499,0.737057215,0.738419619,0.731862443,0.733242134,0.740876182,0.742240216
100,0.741194184,0.742547425,0.739170583,0.740540541,0.74663051,0.748110831,0,0,0.722613103,0.724043716,0.736754195,0.738127544,0,0,0.736345128,0.737704918,0.737057215,0.738419619,0.731862443,0.733242134,0.74460453,0.745945946
101,0.741194184,0.742547425,0.739170583,0.740540541,0.734473534,0.73605948,0,0,0.726839027,0.72826087,0.736754195,0.738127544,0,0,0.737057215,0.738419619,0.735330307,0.736698499,0.731862443,0.733242134,0.745622262,0.746955345
102,0.741194184,0.742547425,0.739170583,0.740540541,0.738741669,0.740276035,0,0,0.732587616,0.733969986,0.738469912,0.739837398,0,0,0.738072998,0.739427012,0.736345128,0.737704918,0.731862443,0.733242134,0.746302859,0.747638327
103,0.741194184,0.742547425,0.741194184,0.742547425,0.74067808,0.742216687,0,0,0.734318228,0.735694823,0.73574564,0.737127371,0,0,0.738072998,0.739427012,0.735330307,0.736698499,0.731862443,0.733242134,0.74460453,0.745945946
104,0.741194184,0.742547425,0.741194184,0.742547425,0.74067808,0.742216687,0,0,0.735330307,0.736698499,0.73574564,0.737127371,0,0,0.738072998,0.739427012,0.737057215,0.738419619,0.731862443,0.733242134,0.743945561,0.745308311
105,0.741194184,0.742547425,0.741194184,0.742547425,0.741317188,0.742857143,0,0,0.736345128,0.737704918,0.738072998,0.739427012,0,0,0.736345128,0.737704918,0.735330307,0.736698499,0.731862443,0.733242134,0.74495429,0.746308725
106,0.741194184,0.742547425,0.741194184,0.742547425,0.741024891,0.742574257,0,0,0.734612571,0.735978112,0.738779465,0.740136054,0,0,0.736345128,0.737704918,0.735330307,0.736698499,0.731862443,0.733242134,0.747653187,0.748993289
107,0.741194184,0.742547425,0.741194184,0.742547425,0.73341941,0.735042735,0,0,0.739796202,0.741144414,0.738779465,0.740136054,0,0,0.736345128,0.737704918,0.735330307,0.736698499,0.731862443,0.733242134,0.75203149,0.753351206
108,0.741194184,0.742547425,0.741194184,0.742547425,0.73917519,0.740740741,0,0,0.739796202,0.741144414,0.740497076,0.741847826,0,0,0.736345128,0.737704918,0.738072998,0.739427012,0.731862443,0.733242134,0.746979825,0.748317631
109,0.741194184,0.742547425,0.741194184,0.742547425,0.734182475,0.735826297,0,0,0.739796202,0.741144414,0.74253519,0.74386921,0,0,0.738072998,0.739427012,0.738072998,0.739427012,0.731862443,0.733242134,0.747653187,0.748993289
110,0.741194184,0.742547425,0.741194184,0.742547425,0.740790302,0.742368742,0,0,0.738779465,0.740136054,0.74253519,0.74386921,0,0,0.738072998,0.739427012,0.739091533,0.740437158,0.731862443,0.733242134,0.7486682,0.75
111,0.741194184,0.742547425,0.741194184,0.742547425,0.740790302,0.742368742,0,0,0.738072998,0.739427012,0.74253519,0.74386921,0,0,0.737057215,0.738419619,0.739091533,0.740437158,0.731862443,0.733242134,0.747653187,0.748993289
