,Random_Knn,Random_Lightgbm,Random_GradientBoosting,Random_Catboost,Uncertainty_Knn,Uncertainty_Lighgtbm,Uncertainty_GradientBoosting,Uncertainty_Catboost,Entropy_Knn,Entropy_Lightgbm,Entropy_GradientBoosting,Entropy_Catboost,Margin_Knn,Margin_Lightgbm,Margin_GradientBoosting,Margin_Catboost
57,0.48853135,0,0,0.495168708,0.492188388,0,0,0.533689024,0.492188388,0,0,0.533689024,0.492188388,0,0,0.533689024
58,0.48853135,0,0,0.495168708,0.492188388,0,0,0.529289936,0.492188388,0,0,0.529289936,0.492188388,0,0,0.529289936
59,0.48853135,0,0,0.495168708,0.492188388,0,0,0.53414102,0.492188388,0,0,0.53414102,0.492188388,0,0,0.53414102
60,0.48853135,0,0,0.495168708,0.492188388,0,0,0.53462625,0.492188388,0,0,0.53462625,0.492188388,0,0,0.53462625
61,0.48853135,0,0,0.495168708,0.492188388,0,0,0.531826673,0.492188388,0,0,0.531826673,0.492188388,0,0,0.531826673
62,0.48853135,0,0,0.495168708,0.492188388,0,0,0.518686196,0.492188388,0,0,0.518686196,0.492188388,0,0,0.518686196
63,0.48853135,0,0,0.495168708,0.492188388,0,0,0.523289676,0.492188388,0,0,0.523289676,0.492188388,0,0,0.523289676
64,0.48853135,0,0,0.495168708,0.492188388,0,0,0.517744008,0.492188388,0,0,0.517744008,0.492188388,0,0,0.517744008
65,0.48853135,0,0,0.495168708,0.492188388,0,0,0.528962079,0.492188388,0,0,0.528962079,0.492188388,0,0,0.528962079
66,0.48853135,0,0,0.495168708,0.492188388,0,0,0.533648494,0.492188388,0,0,0.533648494,0.492188388,0,0,0.533648494
67,0.48853135,0,0,0.495168708,0.492188388,0,0,0.535195326,0.492188388,0,0,0.535195326,0.492188388,0,0,0.535195326
68,0.48853135,0,0,0.495168708,0.492188388,0,0,0.532246784,0.492188388,0,0,0.532246784,0.492188388,0,0,0.532246784
69,0.48853135,0,0,0.495168708,0.492188388,0,0,0.533469487,0.492188388,0,0,0.533469487,0.492188388,0,0,0.533469487
70,0.48853135,0,0,0.495168708,0.492188388,0,0,0.533852021,0.492188388,0,0,0.533852021,0.492188388,0,0,0.533852021
71,0.48853135,0,0,0.495168708,0.492188388,0,0,0.532497756,0.492188388,0,0,0.532497756,0.492188388,0,0,0.532497756
72,0.48853135,0,0,0.495168708,0.492188388,0,0,0.527218819,0.492188388,0,0,0.527218819,0.492188388,0,0,0.527218819
73,0.48853135,0,0,0.495168708,0.492188388,0,0,0.533569066,0.492188388,0,0,0.533569066,0.492188388,0,0,0.533569066
74,0.48853135,0,0,0.495168708,0.492188388,0,0,0.543910934,0.492188388,0,0,0.543910934,0.492188388,0,0,0.543910934
75,0.48853135,0,0,0.495168708,0.492188388,0,0,0.534641362,0.492188388,0,0,0.534641362,0.492188388,0,0,0.534641362
76,0.48853135,0,0,0.495168708,0.492188388,0,0,0.547707442,0.492188388,0,0,0.547707442,0.492188388,0,0,0.547707442
77,0.48853135,0,0,0.495168708,0.492188388,0,0,0.535181106,0.492188388,0,0,0.535181106,0.492188388,0,0,0.535181106
78,0.48853135,0,0,0.495168708,0.492188388,0,0,0.535131994,0.492188388,0,0,0.535131994,0.492188388,0,0,0.535131994
79,0.48853135,0,0,0.495168708,0.492188388,0,0,0.695669479,0.492188388,0,0,0.695669479,0.492188388,0,0,0.695669479
80,0.48853135,0,0,0.495168708,0.492188388,0,0,0.742096435,0.492188388,0,0,0.742096435,0.492188388,0,0,0.742096435
81,0.48853135,0,0,0.495168708,0.492188388,0,0,0.737586258,0.492188388,0,0,0.737586258,0.492188388,0,0,0.737586258
82,0.48853135,0,0,0.495168708,0.492188388,0,0,0.798291496,0.492188388,0,0,0.798291496,0.492188388,0,0,0.798291496
83,0.48853135,0,0,0.495168708,0.492188388,0,0,0.535910671,0.492188388,0,0,0.535910671,0.492188388,0,0,0.535910671
84,0.48853135,0,0,0.495168708,0.492188388,0,0,0.53500107,0.492188388,0,0,0.53500107,0.492188388,0,0,0.53500107
85,0.48853135,0,0,0.495168708,0.492188388,0,0,0.762531601,0.492188388,0,0,0.762531601,0.492188388,0,0,0.762531601
86,0.48853135,0,0,0.495168708,0.492188388,0,0,0.838236703,0.492188388,0,0,0.838236703,0.492188388,0,0,0.838236703
87,0.48853135,0,0,0.495168708,0.492188388,0,0,0.598627817,0.492188388,0,0,0.598627817,0.492188388,0,0,0.598627817
88,0.48853135,0,0,0.495168708,0.492188388,0,0,0.848940765,0.492188388,0,0,0.848940765,0.492188388,0,0,0.848940765
89,0.48853135,0,0,0.495168708,0.492188388,0,0,0.564213378,0.492188388,0,0,0.564213378,0.492188388,0,0,0.564213378
90,0.48853135,0,0,0.495168708,0.492188388,0,0,0.569475415,0.492188388,0,0,0.569475415,0.492188388,0,0,0.569475415
91,0.48853135,0,0,0.495168708,0.492188388,0,0,0.574402417,0.492188388,0,0,0.574402417,0.492188388,0,0,0.574402417
92,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571998431,0.492188388,0,0,0.571998431,0.492188388,0,0,0.571998431
93,0.48853135,0,0,0.495168708,0.492188388,0,0,0.572026486,0.492188388,0,0,0.572026486,0.492188388,0,0,0.572026486
94,0.48853135,0,0,0.495168708,0.492188388,0,0,0.581186359,0.492188388,0,0,0.581186359,0.492188388,0,0,0.581186359
95,0.48853135,0,0,0.495168708,0.492188388,0,0,0.592755735,0.492188388,0,0,0.592755735,0.492188388,0,0,0.592755735
96,0.48853135,0,0,0.495168708,0.492188388,0,0,0.581637404,0.492188388,0,0,0.581637404,0.492188388,0,0,0.581637404
97,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571989079,0.492188388,0,0,0.571989079,0.492188388,0,0,0.571989079
98,0.48853135,0,0,0.495168708,0.492188388,0,0,0.577254954,0.492188388,0,0,0.577254954,0.492188388,0,0,0.577254954
99,0.48853135,0,0,0.495168708,0.492188388,0,0,0.572756888,0.492188388,0,0,0.572756888,0.492188388,0,0,0.572756888
100,0.48853135,0,0,0.495168708,0.492188388,0,0,0.580135964,0.492188388,0,0,0.580135964,0.492188388,0,0,0.580135964
101,0.48853135,0,0,0.495168708,0.492188388,0,0,0.821889471,0.492188388,0,0,0.821889471,0.492188388,0,0,0.821889471
102,0.48853135,0,0,0.495168708,0.492188388,0,0,0.581618063,0.492188388,0,0,0.581618063,0.492188388,0,0,0.581618063
103,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571008911,0.492188388,0,0,0.571008911,0.492188388,0,0,0.571008911
104,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571274633,0.492188388,0,0,0.571274633,0.492188388,0,0,0.571274633
105,0.48853135,0,0,0.495168708,0.492188388,0,0,0.572194875,0.492188388,0,0,0.572194875,0.492188388,0,0,0.572194875
106,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571577933,0.492188388,0,0,0.571577933,0.492188388,0,0,0.571577933
107,0.48853135,0,0,0.495168708,0.492188388,0,0,0.572391454,0.492188388,0,0,0.572391454,0.492188388,0,0,0.572391454
108,0.48853135,0,0,0.495168708,0.492188388,0,0,0.595933948,0.492188388,0,0,0.595933948,0.492188388,0,0,0.595933948
109,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571531249,0.492188388,0,0,0.571531249,0.492188388,0,0,0.571531249
110,0.48853135,0,0,0.495168708,0.492188388,0,0,0.572747512,0.492188388,0,0,0.572747512,0.492188388,0,0,0.572747512
111,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571895585,0.492188388,0,0,0.571895585,0.492188388,0,0,0.571895585
112,0.48853135,0,0,0.495168708,0.492188388,0,0,0.57071086,0.492188388,0,0,0.57071086,0.492188388,0,0,0.57071086
113,0.48853135,0,0,0.495168708,0.492188388,0,0,0.574987675,0.492188388,0,0,0.574987675,0.492188388,0,0,0.574987675
114,0.48853135,0,0,0.495168708,0.492188388,0,0,0.572691263,0.492188388,0,0,0.572691263,0.492188388,0,0,0.572691263
115,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571764744,0.492188388,0,0,0.571764744,0.492188388,0,0,0.571764744
116,0.48853135,0,0,0.495168708,0.492188388,0,0,0.578629666,0.492188388,0,0,0.578629666,0.492188388,0,0,0.578629666
117,0.48853135,0,0,0.495168708,0.492188388,0,0,0.564360587,0.492188388,0,0,0.564360587,0.492188388,0,0,0.564360587
118,0.48853135,0,0,0.495168708,0.492188388,0,0,0.572166803,0.492188388,0,0,0.572166803,0.492188388,0,0,0.572166803
119,0.48853135,0,0,0.495168708,0.492188388,0,0,0.570032255,0.492188388,0,0,0.570032255,0.492188388,0,0,0.570032255
120,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571661983,0.492188388,0,0,0.571661983,0.492188388,0,0,0.571661983
121,0.48853135,0,0,0.495168708,0.492188388,0,0,0.570990324,0.492188388,0,0,0.570990324,0.492188388,0,0,0.570990324
122,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571979729,0.492188388,0,0,0.571979729,0.492188388,0,0,0.571979729
123,0.48853135,0,0,0.495168708,0.492188388,0,0,0.568153404,0.492188388,0,0,0.568153404,0.492188388,0,0,0.568153404
124,0.48853135,0,0,0.495168708,0.492188388,0,0,0.563800992,0.492188388,0,0,0.563800992,0.492188388,0,0,0.563800992
125,0.48853135,0,0,0.495168708,0.492188388,0,0,0.570413237,0.492188388,0,0,0.570413237,0.492188388,0,0,0.570413237
126,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571297959,0.492188388,0,0,0.571297959,0.492188388,0,0,0.571297959
127,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571904879,0.492188388,0,0,0.571904879,0.492188388,0,0,0.571904879
128,0.48853135,0,0,0.495168708,0.492188388,0,0,0.57163394,0.492188388,0,0,0.57163394,0.492188388,0,0,0.57163394
129,0.48853135,0,0,0.495168708,0.492188388,0,0,0.571540572,0.492188388,0,0,0.571540572,0.492188388,0,0,0.571540572
130,0.488487767,0,0,0.495168708,0.492188388,0,0,0.57253195,0.492188388,0,0,0.57253195,0.492188388,0,0,0.57253195
131,0.488487767,0,0,0.495168708,0.492188388,0,0,0.571237327,0.492188388,0,0,0.571237327,0.492188388,0,0,0.571237327
132,0.488487767,0,0,0.495168708,0.492188388,0,0,0.571820812,0.492188388,0,0,0.571820812,0.492188388,0,0,0.571820812
133,0.488487767,0,0,0.495168708,0.492188388,0,0,0.57260691,0.492188388,0,0,0.57260691,0.492188388,0,0,0.57260691
134,0.488487767,0,0,0.495168708,0.492188388,0,0,0.571409907,0.492188388,0,0,0.571409907,0.492188388,0,0,0.571409907
135,0.488487767,0,0,0.495168708,0.492188388,0,0,0.572307189,0.492188388,0,0,0.572307189,0.492188388,0,0,0.572307189
136,0.488487767,0,0,0.495168708,0.492188388,0,0,0.57328243,0.492188388,0,0,0.57328243,0.492188388,0,0,0.57328243
137,0.488508233,0,0,0.495168708,0.492188388,0,0,0.572944297,0.492188388,0,0,0.572944297,0.492188388,0,0,0.572944297
138,0.488508233,0,0,0.495168708,0.492188388,0,0,0.5778409,0.492188388,0,0,0.5778409,0.492188388,0,0,0.5778409
139,0.488508233,0,0,0.495168708,0.492188388,0,0,0.610174221,0.492188388,0,0,0.610174221,0.492188388,0,0,0.610174221
140,0.488508233,0,0,0.495168708,0.492188388,0,0,0.57904144,0.492188388,0,0,0.57904144,0.492188388,0,0,0.57904144
141,0.488508233,0,0,0.495168708,0.492188388,0,0,0.577903308,0.492188388,0,0,0.577903308,0.492188388,0,0,0.577903308
142,0.488508233,0,0,0.495168708,0.492188388,0,0,0.572625515,0.492188388,0,0,0.572625515,0.492188388,0,0,0.572625515
143,0.488508233,0,0,0.495168708,0.492188388,0,0,0.570060114,0.492188388,0,0,0.570060114,0.492188388,0,0,0.570060114
144,0.488508233,0,0,0.495168708,0.492188388,0,0,0.892107612,0.492188388,0,0,0.892107612,0.492188388,0,0,0.892107612
145,0.488508233,0,0,0.495168708,0.492188388,0,0,0.573094626,0.492188388,0,0,0.573094626,0.492188388,0,0,0.573094626
146,0.488508233,0,0,0.495168708,0.492188388,0,0,0.569318126,0.492188388,0,0,0.569318126,0.492188388,0,0,0.569318126
147,0.488508233,0,0,0.495168708,0.492188388,0,0,0.611208162,0.492188388,0,0,0.611208162,0.492188388,0,0,0.611208162
148,0.488508233,0,0,0.495168708,0.492188388,0,0,0.59215381,0.492188388,0,0,0.59215381,0.492188388,0,0,0.59215381
149,0.488508233,0,0,0.495168708,0.492188388,0,0,0.564970292,0.492188388,0,0,0.564970292,0.492188388,0,0,0.564970292
150,0.488508233,0,0,0.495168708,0.492188388,0,0,0.562556256,0.492188388,0,0,0.562556256,0.492188388,0,0,0.562556256
151,0.488508233,0,0,0.495168708,0.492188388,0,0,0.557656467,0.492188388,0,0,0.557656467,0.492188388,0,0,0.557656467
152,0.488508233,0,0,0.495168708,0.492188388,0,0,0.571736715,0.492188388,0,0,0.571736715,0.492188388,0,0,0.571736715
153,0.488508233,0,0,0.495168708,0.492188388,0,0,0.551953266,0.492188388,0,0,0.551953266,0.492188388,0,0,0.551953266
154,0.488508233,0,0,0.495168708,0.492188388,0,0,0.55370034,0.492188388,0,0,0.55370034,0.492188388,0,0,0.55370034
155,0.488508233,0,0,0.495168708,0.492188388,0,0,0.572241667,0.492188388,0,0,0.572241667,0.492188388,0,0,0.572241667
156,0.488508233,0,0,0.495168708,0.492188388,0,0,0.570580658,0.492188388,0,0,0.570580658,0.492188388,0,0,0.570580658
157,0.488508233,0,0,0.495168708,0.492188388,0,0,0.565205457,0.492188388,0,0,0.565205457,0.492188388,0,0,0.565205457
158,0.488508233,0,0,0.495168708,0.492188388,0,0,0.573978085,0.492188388,0,0,0.573978085,0.492188388,0,0,0.573978085
159,0.488508233,0,0,0.495168708,0.492188388,0,0,0.642267171,0.492188388,0,0,0.642267171,0.492188388,0,0,0.642267171
160,0.488508233,0,0,0.495168708,0.492188388,0,0,0.660737552,0.492188388,0,0,0.660737552,0.492188388,0,0,0.660737552
161,0.488508233,0,0,0.495168708,0.492188388,0,0,0.636102527,0.492188388,0,0,0.636102527,0.492188388,0,0,0.636102527
162,0.488508233,0,0,0.495168708,0.492188388,0,0,0.57147518,0.492188388,0,0,0.57147518,0.492188388,0,0,0.57147518
163,0.488508233,0,0,0.495168708,0.492188388,0,0,0.584750008,0.492188388,0,0,0.584750008,0.492188388,0,0,0.584750008
164,0.488508233,0,0,0.495168708,0.492188388,0,0,0.589311232,0.492188388,0,0,0.589311232,0.492188388,0,0,0.589311232
165,0.488508233,0,0,0.495168708,0.492188388,0,0,0.579577395,0.492188388,0,0,0.579577395,0.492188388,0,0,0.579577395
166,0.488508233,0,0,0.495168708,0.492188388,0,0,0.597544525,0.492188388,0,0,0.597544525,0.492188388,0,0,0.597544525
167,0.488508233,0,0,0.495168708,0.492188388,0,0,0.614023717,0.492188388,0,0,0.614023717,0.492188388,0,0,0.614023717
168,0.488508233,0,0,0.495168708,0.492188388,0,0,0.570967847,0.492188388,0,0,0.570967847,0.492188388,0,0,0.570967847
169,0.488508233,0,0,0.495168708,0.492188388,0,0,0.555117299,0.492188388,0,0,0.555117299,0.492188388,0,0,0.555117299
170,0.488508233,0,0,0.495168708,0.492188388,0,0,0.55062446,0.492188388,0,0,0.55062446,0.492188388,0,0,0.55062446
171,0.488508233,0,0,0.495168708,0.492188388,0,0,0.562301447,0.492188388,0,0,0.562301447,0.492188388,0,0,0.562301447
172,0.488508233,0,0,0.495168708,0.492188388,0,0,0.541324356,0.492188388,0,0,0.541324356,0.492188388,0,0,0.541324356
173,0.488508233,0,0,0.495168708,0.492188388,0,0,0.53989034,0.492188388,0,0,0.53989034,0.492188388,0,0,0.53989034
174,0.488508233,0,0,0.495168708,0.492188388,0,0,0.636676061,0.492188388,0,0,0.636676061,0.492188388,0,0,0.636676061
175,0.488508233,0,0,0.495168708,0.492188388,0,0,0.570336143,0.492188388,0,0,0.570336143,0.492188388,0,0,0.570336143
176,0.488508233,0,0,0.495168708,0.492188388,0,0,0.577267637,0.492188388,0,0,0.577267637,0.492188388,0,0,0.577267637
177,0.488508233,0,0,0.495168708,0.492188388,0,0,0.590482608,0.492188388,0,0,0.590482608,0.492188388,0,0,0.590482608
178,0.488508233,0,0,0.495168708,0.492188388,0,0,0.667175107,0.492188388,0,0,0.667175107,0.492188388,0,0,0.667175107
179,0.488508233,0,0,0.495168708,0.492188388,0,0,0.618305109,0.492188388,0,0,0.618305109,0.492188388,0,0,0.618305109
180,0.488508233,0,0,0.495168708,0.492188388,0,0,0.596399802,0.492188388,0,0,0.596399802,0.492188388,0,0,0.596399802
181,0.488508233,0,0,0.495168708,0.492188388,0,0,0.711508743,0.492188388,0,0,0.711508743,0.492188388,0,0,0.711508743
182,0.488508233,0,0,0.495168708,0.492188388,0,0,0.583173901,0.492188388,0,0,0.583173901,0.492188388,0,0,0.583173901
183,0.488508233,0,0,0.495168708,0.492188388,0,0,0.703336882,0.492188388,0,0,0.703336882,0.492188388,0,0,0.703336882
184,0.488508233,0,0,0.495168708,0.492188388,0,0,0.703201302,0.492188388,0,0,0.703201302,0.492188388,0,0,0.703201302
185,0.488508233,0,0,0.495168708,0.492188388,0,0,0.822307349,0.492188388,0,0,0.822307349,0.492188388,0,0,0.822307349
186,0.488508233,0,0,0.495168708,0.492188388,0,0,0.803352084,0.492188388,0,0,0.803352084,0.492188388,0,0,0.803352084
187,0.488508233,0,0,0.495168708,0.492188388,0,0,0.717696284,0.492188388,0,0,0.717696284,0.492188388,0,0,0.717696284
188,0.488508233,0,0,0.495168708,0.492188388,0,0,0.821818694,0.492188388,0,0,0.821818694,0.492188388,0,0,0.821818694
189,0.488508233,0,0,0.495168708,0.492188388,0,0,0.754267977,0.492188388,0,0,0.754267977,0.492188388,0,0,0.754267977
190,0.488508233,0,0,0.495168708,0.492188388,0,0,0.710064935,0.492188388,0,0,0.710064935,0.492188388,0,0,0.710064935
191,0.488508233,0,0,0.495168708,0.492188388,0,0,0.666070239,0.492188388,0,0,0.666070239,0.492188388,0,0,0.666070239
192,0.488508233,0,0,0.495168708,0.492188388,0,0,0.729425498,0.492188388,0,0,0.729425498,0.492188388,0,0,0.729425498
193,0.488508233,0,0,0.495168708,0.492188388,0,0,0.744764175,0.492188388,0,0,0.744764175,0.492188388,0,0,0.744764175
194,0.488508233,0,0,0.495168708,0.492188388,0,0,0.705299014,0.492188388,0,0,0.705299014,0.492188388,0,0,0.705299014
195,0.488508233,0,0,0.495168708,0.492188388,0,0,0.667098791,0.492188388,0,0,0.667098791,0.492188388,0,0,0.667098791
196,0.488508233,0,0,0.495168708,0.492188388,0,0,0.721383713,0.492188388,0,0,0.721383713,0.492188388,0,0,0.721383713
197,0.488508233,0,0,0.495168708,0.492188388,0,0,0.775085279,0.492188388,0,0,0.775085279,0.492188388,0,0,0.775085279
198,0.488508233,0,0,0.495168708,0.492188388,0,0,0.644879612,0.492188388,0,0,0.644879612,0.492188388,0,0,0.644879612
199,0.488508233,0,0,0.495168708,0.492188388,0,0,0.75183705,0.492188388,0,0,0.75183705,0.492188388,0,0,0.75183705
200,0.488508233,0,0,0.495168708,0.492188388,0,0,0.782363726,0.492188388,0,0,0.782363726,0.492188388,0,0,0.782363726
