,Random_Knn,Random_Lightgbm,Random_GradientBoosting,Random_Catboost,Uncertainty_Knn,Uncertainty_Lightgbm,Uncertainty_GradientBoosting,Uncertainty_Catboost,Entropy_Knn,Entropy_Lightgbm,Entropy_GradientBoosting,Entropy_Catboost,Margin_Knn,Margin_Lightgbm,Margin_GradientBoosting,Margin_Catboost
0,0,0,0,0.328899513,0,0,0,0.328899513,0,0,0,0.328899513,0,0,0,0.328899513
1,0,0,0,0.328899513,0.328899513,0,0,0.632328031,0.328899513,0,0,0.632328031,0.328899513,0,0,0.632328031
2,0,0,0,0.328899513,0.328899513,0,0,0.720427264,0.328899513,0,0,0.720427264,0.328899513,0,0,0.720427264
3,0,0,0,0.328899513,0.309719135,0,0,0.731327189,0.309719135,0,0,0.731327189,0.309719135,0,0,0.731327189
4,0,0,0,0.328899513,0.366807823,0,0,0.731327189,0.366807823,0,0,0.731327189,0.366807823,0,0,0.731327189
5,0,0,0,0.328899513,0.366807823,0,0,0.731327189,0.366807823,0,0,0.731327189,0.366807823,0,0,0.731327189
6,0,0,0,0.328899513,0.450491917,0,0,0.731327189,0.450491917,0,0,0.731327189,0.450491917,0,0,0.731327189
7,0,0,0,0.328899513,0.504161868,0,0,0.731327189,0.504161868,0,0,0.731327189,0.504161868,0,0,0.731327189
8,0,0,0,0.290094931,0.57471,0,0,0.731327189,0.57471,0,0,0.731327189,0.57471,0,0,0.731327189
9,0,0,0,0.328899513,0.57471,0,0,0.731327189,0.57471,0,0,0.731327189,0.57471,0,0,0.731327189
10,0,0,0,0.328899513,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189
11,0,0,0,0.338327945,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189
12,0,0,0,0.328899513,0.517404818,0,0,0.731327189,0.517404818,0,0,0.731327189,0.517404818,0,0,0.731327189
13,0,0,0,0.309719135,0.517404818,0,0,0.731327189,0.517404818,0,0,0.731327189,0.517404818,0,0,0.731327189
14,0,0,0,0.328899513,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189
15,0,0,0,0.328899513,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189
16,0,0,0,0.338327945,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189
17,0,0,0,0.299963469,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189
18,0,0,0,0.338327945,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189
19,0,0,0,0.709339299,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189
20,0,0,0,0.709339299,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189,0.588031613,0,0,0.731327189
21,0,0,0,0.709339299,0.65708336,0,0,0.731327189,0.65708336,0,0,0.731327189,0.65708336,0,0,0.731327189
22,0,0,0,0.709339299,0.65708336,0,0,0.731327189,0.65708336,0,0,0.731327189,0.65708336,0,0,0.731327189
23,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
24,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
25,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
26,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
27,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
28,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
29,0,0,0,0.703723275,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
30,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
31,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
32,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
33,0,0,0,0.703723275,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
34,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
35,0,0,0,0.686579443,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
36,0,0,0,0.698058386,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
37,0,0,0,0.656980722,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
38,0,0,0,0.644765996,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
39,0,0,0,0.668978166,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
40,0,0,0,0.668978166,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
41,0,0,0,0.680764074,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
42,0,0,0,0.663006241,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
43,0,0,0,0.644765996,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
44,0,0,0,0.692343993,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
45,0,0,0,0.656980722,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
46,0,0,0,0.692343993,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
47,0,0,0,0.656980722,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
48,0,0,0,0.656980722,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
49,0,0,0,0.644765996,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
50,0,0,0,0.638575299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
51,0,0,0,0.644765996,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
52,0,0,0,0.650900887,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
53,0,0,0,0.686579443,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
54,0,0,0,0.71490709,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
55,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
56,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
57,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
58,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
59,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
60,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
61,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
62,0,0,0,0.71490709,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
63,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
64,0,0,0,0.703723275,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
65,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
66,0,0,0,0.703723275,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
67,0,0,0,0.709339299,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
68,0,0,0,0.71490709,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189,0.66003163,0,0,0.731327189
69,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
70,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
71,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
72,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
73,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
74,0,0,0,0.663006241,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
75,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
76,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
77,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
78,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
79,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
80,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
81,0,0,0,0.703723275,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
82,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
83,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
84,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
85,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
86,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
87,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
88,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
89,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
90,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
91,0,0,0,0.709339299,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
92,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
93,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
94,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
95,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
96,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
97,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
98,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
99,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
100,0,0,0,0.71490709,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537,0.66003163,0,0,0.76294537
101,0,0,0,0.71490709,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722
102,0,0,0,0.709339299,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722
103,0,0,0,0.709339299,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722
104,0,0,0,0.698058386,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722
105,0,0,0,0.71490709,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722
106,0,0,0,0.709339299,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722
107,0,0,0,0.71490709,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722
108,0,0,0,0.703723275,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722,0.66003163,0,0,0.759779722
