,Knn_light_kappa,Knn_light_F1,Knn_xgboost_kappa,Knn_xgboost_F1,Knn_catboost_kappa,Knn_catboost_F1,light_xgboost_kappa,light_xgboost_F1,light_catboost_kappa,light_catboost_F1,xgboost_catboost_kappa,xgboost_catboost_F1,lg_xg_cb_kappa,lg_xg_cb_F1,Knn_xg_cb_kappa,Knn_xg_cb_F1,Knn_lg_cb_kappa,Knn_lg_cb_F1,Knn_lg_xg_kappa,Knn_lg_xg_F1,Knn_lg_xg_cb_kappa,Knn_lg_xg_cb_F1
0,0.3121012999295166,0.3125,0.3121012999295166,0.3125,0.3121012999295166,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3121012999295166,0.3125,0.3121012999295166,0.3125,0.3121012999295166,0.3125,0.0,0.0
1,0.4363410133320351,0.4367816091954023,0.4363410133320351,0.4367816091954023,0.4452733512490885,0.4457142857142857,0.0,0.0,0.0,0.0,0.7997233872297611,0.7999999999999999,0.1915069396123149,0.1917808219178082,0.3225781710709571,0.3229813664596273,0.3225781710709571,0.3229813664596273,0.4452733512490885,0.4457142857142857,0.0,0.0
2,0.4363410133320351,0.4367816091954023,0.4363410133320351,0.4367816091954023,0.7496752836777062,0.75,0.0,0.0,0.0,0.0,0.7896208658402875,0.7899159663865546,0.226347802988554,0.2266666666666666,0.3225781710709571,0.3229813664596273,0.4714695455221837,0.4719101123595505,0.7875917088882602,0.7878787878787878,0.7496752836777062,0.75
3,0.4452733512490885,0.4457142857142857,0.4452733512490885,0.4457142857142857,0.7496752836777062,0.75,0.0,0.0,0.0586951595168748,0.0588235294117647,0.7896208658402875,0.7899159663865546,0.2496642969736958,0.25,0.3225781710709571,0.3229813664596273,0.7769945630720911,0.7772925764192139,0.7875917088882602,0.7878787878787878,0.7496752836777062,0.75
4,0.4688242718652483,0.4692737430167598,0.4688242718652483,0.4692737430167598,0.6164966756279411,0.6169154228855721,0.0,0.0,0.3730737029409879,0.3734939759036144,0.7863096237661207,0.7866108786610879,0.2610945515600049,0.261437908496732,0.3225781710709571,0.3229813664596273,0.7769945630720911,0.7772925764192139,0.7875917088882602,0.7878787878787878,0.6164966756279411,0.6169154228855721
5,0.3730737029409879,0.3734939759036144,0.3510896615273466,0.3515151515151515,0.627089343434995,0.6276150627615062,0.0,0.0,0.6912141197249024,0.6915887850467289,0.7863096237661207,0.7866108786610879,0.2723767488225324,0.2727272727272727,0.3225781710709571,0.3229813664596273,0.7963273905650086,0.7966101694915254,0.7997233872297611,0.7999999999999999,0.6973044993111138,0.6976744186046512
6,0.3730737029409879,0.3734939759036144,0.2365005127100764,0.2368421052631579,0.6973044993111138,0.6976744186046512,0.0,0.0,0.7716263951409756,0.7719298245614036,0.7863096237661207,0.7866108786610879,0.7716263951409756,0.7719298245614036,0.3225781710709571,0.3229813664596273,0.7997233872297611,0.7999999999999999,0.7997233872297611,0.7999999999999999,0.6973044993111138,0.6976744186046512
7,0.2365005127100764,0.2368421052631579,0.2365005127100764,0.2368421052631579,0.7211108404776844,0.7214611872146118,0.0,0.0,0.7769945630720911,0.7772925764192139,0.7863096237661207,0.7866108786610879,0.7928218846062899,0.7931034482758621,0.3225781710709571,0.3229813664596273,0.7997233872297611,0.7999999999999999,0.7496752836777062,0.75,0.7211108404776844,0.7214611872146118
8,0.2365005127100764,0.2368421052631579,0.2365005127100764,0.2368421052631579,0.7293830644266133,0.7297297297297297,0.0,0.0,0.7997233872297611,0.7999999999999999,0.7896208658402875,0.7899159663865546,0.7963273905650086,0.7966101694915254,0.3225781710709571,0.3229813664596273,0.7997233872297611,0.7999999999999999,0.7997233872297611,0.7999999999999999,0.7326914364231241,0.7330316742081447
9,0.2365005127100764,0.2368421052631579,0.2365005127100764,0.2368421052631579,0.7326914364231241,0.7330316742081447,0.0,0.0,0.7963273905650086,0.7966101694915254,0.7896208658402875,0.7899159663865546,0.7997233872297611,0.7999999999999999,0.3225781710709571,0.3229813664596273,0.7997233872297611,0.7999999999999999,0.7997233872297611,0.7999999999999999,0.7384036289457261,0.7387387387387386
10,0.2480165790212439,0.2483660130718954,0.2365005127100764,0.2368421052631579,0.7384036289457261,0.7387387387387386,0.0,0.0,0.7963273905650086,0.7966101694915254,0.7997233872297611,0.7999999999999999,0.7963273905650086,0.7966101694915254,0.1888842493435257,0.1891891891891892,0.7997233872297611,0.7999999999999999,0.7997233872297611,0.7999999999999999,0.7496752836777062,0.75
11,0.2480165790212439,0.2483660130718954,0.2365005127100764,0.2368421052631579,0.7496752836777062,0.75,0.0,0.0,0.7963273905650086,0.7966101694915254,0.7997233872297611,0.7999999999999999,0.7963273905650086,0.7966101694915254,0.0586951595168748,0.0588235294117647,0.7997233872297611,0.7999999999999999,0.7997233872297611,0.7999999999999999,0.7496752836777062,0.75
12,0.2480165790212439,0.2483660130718954,0.2010273476984695,0.2013422818791946,0.7496752836777062,0.75,0.0,0.0,0.7963273905650086,0.7966101694915254,0.7997233872297611,0.7999999999999999,0.7963273905650086,0.7966101694915254,0.0300075549909202,0.0300751879699248,0.7997233872297611,0.7999999999999999,0.7997233872297611,0.7999999999999999,0.7496752836777062,0.75
