,Random_Knn,Random_Lightgbm,Random_GradientBoosting,Random_Catboost,Uncertainty_Knn,Uncertainty_Lightgbm,Uncertainty_GradientBoosting,Uncertainty_Catboost,Entropy_Knn,Entropy_Lightgbm,Entropy_GradientBoosting,Entropy_Catboost,Margin_Knn,Margin_Lightgbm,Margin_GradientBoosting,Margin_Catboost,Knn_light,Knn_gradient,Knn_catboost,light_gradient,light_catboost,gradient_catboost,lg_gb_cb,Knn_gb_cb,Knn_lg_cb,Knn_lg_gb,Knn_lg_gb_cb
0,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.636898737,0.49437398,0.49437398,0.487890022,0.49550765
1,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.968722544,0.49437398,0.49437398,0.487890022,0.49550765
2,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.951203527,0.49437398,0.49437398,0.487890022,0.49550765
3,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.927365791,0.49437398,0.49437398,0.487890022,0.495183681
4,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.911157872,0.49437398,0.49437398,0.487890022,0.49550765
5,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.507763481,0.49437398,0.49437398,0.487890022,0.49550765
6,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.495168708,0.49437398,0.49437398,0.487890022,0.49437398
7,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.495168708,0.49437398,0.49437398,0.487890022,0.49437398
8,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.495168708,0.49437398,0.49437398,0.487890022,0.49437398
9,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.492188388,0,0,0.495168708,0.487890022,0.487890022,0.49437398,0,0.495168708,0.495168708,0.495168708,0.49437398,0.49437398,0.487890022,0.49437398
