PLATFORM_CODE,DATE (YYYY-MM-DDTHH:MI:SSZ),DATE_QC,LATITUDE (degree_north),LONGITUDE (degree_east),POSITION_QC,PRES (decibar),PRES_QC,PSAL (psu),PSAL_QC,TEMP (degree_Celsius),TEMP_QC,PRES_ADJUSTED (decibar),PRES_ADJUSTED_QC,PRES_ADJUSTED_ERROR (decibar),PRES_ADJUSTED_ERROR_QC,TEMP_ADJUSTED (degree_Celsius),TEMP_ADJUSTED_QC,TEMP_ADJUSTED_ERROR (degree_Celsius),TEMP_ADJUSTED_ERROR_QC,PSAL_ADJUSTED (psu),PSAL_ADJUSTED_QC,PSAL_ADJUSTED_ERROR (psu),PSAL_ADJUSTED_ERROR_QC
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,14.9,1,35.897,1,29.222,1,14.9,1,2.4,0,29.222,1,0.002,0,35.897,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,24.7,1,35.897,1,29.223,1,24.7,1,2.4,0,29.223,1,0.002,0,35.897,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,34.8,1,35.896,1,29.226,1,34.8,1,2.4,0,29.226,1,0.002,0,35.896,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,45.0,1,35.896,1,29.229,1,45.0,1,2.4,0,29.229,1,0.002,0,35.896,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,54.7,1,35.992,1,29.253,1,54.7,1,2.4,0,29.253,1,0.002,0,35.992,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,64.7,1,36.417,1,28.733,1,64.7,1,2.4,0,28.733,1,0.002,0,36.417,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,74.0,1,36.484,1,26.989,1,74.0,1,2.4,0,26.989,1,0.002,0,36.484,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,84.4,1,36.521,1,25.378,1,84.4,1,2.4,0,25.378,1,0.002,0,36.521,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,94.0,1,36.294,1,22.651,1,94.0,1,2.4,0,22.651,1,0.002,0,36.294,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,104.5,1,36.114,1,20.832,1,104.5,1,2.4,0,20.832,1,0.002,0,36.114,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,114.5,1,36.068,1,19.988,1,114.5,1,2.4,0,19.988,1,0.002,0,36.068,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,124.5,1,35.998,1,18.871,1,124.5,1,2.4,0,18.871,1,0.002,0,35.998,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,134.1,1,35.853,1,17.373,1,134.1,1,2.4,0,17.373,1,0.002,0,35.853,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,144.5,1,35.682,1,15.925,1,144.5,1,2.4,0,15.925,1,0.002,0,35.682,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,154.2,1,35.53,1,14.724,1,154.2,1,2.4,0,14.724,1,0.002,0,35.53,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,164.7,1,35.434,1,13.96,1,164.7,1,2.4,0,13.96,1,0.002,0,35.434,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,174.5,1,35.323,1,13.154,1,174.5,1,2.4,0,13.154,1,0.002,0,35.323,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,184.8,1,35.209,1,12.302,1,184.8,1,2.4,0,12.302,1,0.002,0,35.209,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,194.4,1,35.142,1,11.818,1,194.4,1,2.4,0,11.818,1,0.002,0,35.142,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,211.8,1,35.036,1,11.05,1,211.8,1,2.4,0,11.05,1,0.002,0,35.036,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,237.1,1,34.965,1,10.462,1,237.1,1,2.4,0,10.462,1,0.002,0,34.965,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,262.0,1,34.913,1,10.008,1,262.0,1,2.4,0,10.008,1,0.002,0,34.913,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,286.9,1,34.875,1,9.695,1,286.9,1,2.4,0,9.695,1,0.002,0,34.875,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,312.2,1,34.829,1,9.327,1,312.2,1,2.4,0,9.327,1,0.002,0,34.829,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,337.1,1,34.786,1,8.973,1,337.1,1,2.4,0,8.973,1,0.002,0,34.786,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,361.6,1,34.769,1,8.715,1,361.6,1,2.4,0,8.715,1,0.002,0,34.769,1,0.01,0
7900520,2019-05-04T10:33:00Z,1,-6.908,-29.155,1,381.0,1,34.747,1,8.476,1,381.0,1,2.4,0,8.476,1,0.002,0,34.747,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,6.5,1,35.875,1,29.21,1,6.5,1,2.4,0,29.21,1,0.002,0,35.875,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,7.5,1,35.875,1,29.21,1,7.5,1,2.4,0,29.21,1,0.002,0,35.875,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,8.5,1,35.875,1,29.211,1,8.5,1,2.4,0,29.211,1,0.002,0,35.875,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,9.5,1,35.875,1,29.212,1,9.5,1,2.4,0,29.212,1,0.002,0,35.875,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,14.8,1,35.875,1,29.213,1,14.8,1,2.4,0,29.213,1,0.002,0,35.875,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,25.2,1,35.876,1,29.216,1,25.2,1,2.4,0,29.216,1,0.002,0,35.876,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,35.7,1,35.877,1,29.219,1,35.7,1,2.4,0,29.219,1,0.002,0,35.877,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,45.5,1,35.877,1,29.221,1,45.5,1,2.4,0,29.221,1,0.002,0,35.877,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,55.5,1,35.883,1,29.227,1,55.5,1,2.4,0,29.227,1,0.002,0,35.883,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,65.4,1,36.179,1,29.295,1,65.4,1,2.4,0,29.295,1,0.002,0,36.179,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,75.8,1,36.43,1,28.563,1,75.8,1,2.4,0,28.563,1,0.002,0,36.43,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,84.5,1,36.543,1,26.337,1,84.5,1,2.4,0,26.337,1,0.002,0,36.543,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,95.4,1,36.664,1,24.484,1,95.4,1,2.4,0,24.484,1,0.002,0,36.664,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,105.4,1,36.248,1,21.389,1,105.4,1,2.4,0,21.389,1,0.002,0,36.248,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,115.2,1,36.047,1,19.553,1,115.2,1,2.4,0,19.553,1,0.002,0,36.047,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,125.7,1,35.966,1,18.506,1,125.7,1,2.4,0,18.506,1,0.002,0,35.966,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,135.5,1,35.778,1,16.761,1,135.5,1,2.4,0,16.761,1,0.002,0,35.778,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,145.1,1,35.611,1,15.333,1,145.1,1,2.4,0,15.333,1,0.002,0,35.611,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,155.3,1,35.463,1,14.184,1,155.3,1,2.4,0,14.184,1,0.002,0,35.463,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,165.5,1,35.364,1,13.467,1,165.5,1,2.4,0,13.467,1,0.002,0,35.364,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,175.7,1,35.255,1,12.616,1,175.7,1,2.4,0,12.616,1,0.002,0,35.255,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,185.6,1,35.191,1,12.127,1,185.6,1,2.4,0,12.127,1,0.002,0,35.191,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,195.4,1,35.158,1,11.877,1,195.4,1,2.4,0,11.877,1,0.002,0,35.158,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,213.3,1,35.056,1,11.165,1,213.3,1,2.4,0,11.165,1,0.002,0,35.056,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,238.6,1,34.964,1,10.429,1,238.6,1,2.4,0,10.429,1,0.002,0,34.964,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,264.2,1,34.917,1,10.056,1,264.2,1,2.4,0,10.056,1,0.002,0,34.917,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,287.7,1,34.882,1,9.759,1,287.7,1,2.4,0,9.759,1,0.002,0,34.882,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,312.9,1,34.849,1,9.482,1,312.9,1,2.4,0,9.482,1,0.002,0,34.849,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,338.3,1,34.807,1,9.145,1,338.3,1,2.4,0,9.145,1,0.002,0,34.807,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,363.2,1,34.773,1,8.853,1,363.2,1,2.4,0,8.853,1,0.002,0,34.773,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,388.1,1,34.765,1,8.66,1,388.1,1,2.4,0,8.66,1,0.002,0,34.765,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,412.8,1,34.732,1,8.324,1,412.8,1,2.4,0,8.324,1,0.002,0,34.732,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,437.8,1,34.702,1,7.993,1,437.8,1,2.4,0,7.993,1,0.002,0,34.702,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,462.7,1,34.676,1,7.714,1,462.7,1,2.4,0,7.714,1,0.002,0,34.676,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,487.5,1,34.652,1,7.445,1,487.5,1,2.4,0,7.445,1,0.002,0,34.652,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,512.4,1,34.629,1,7.196,1,512.4,1,2.4,0,7.196,1,0.002,0,34.629,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,537.6,1,34.603,1,6.887,1,537.6,1,2.4,0,6.887,1,0.002,0,34.603,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,562.9,1,34.578,1,6.576,1,562.9,1,2.4,0,6.576,1,0.002,0,34.578,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,588.1,1,34.554,1,6.281,1,588.1,1,2.4,0,6.281,1,0.002,0,34.554,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,613.1,1,34.534,1,6.027,1,613.1,1,2.4,0,6.027,1,0.002,0,34.534,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,638.3,1,34.519,1,5.837,1,638.3,1,2.4,0,5.837,1,0.002,0,34.519,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,663.2,1,34.506,1,5.639,1,663.2,1,2.4,0,5.639,1,0.002,0,34.506,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,687.8,1,34.493,1,5.419,1,687.8,1,2.4,0,5.419,1,0.002,0,34.493,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,712.6,1,34.476,1,5.163,1,712.6,1,2.4,0,5.163,1,0.002,0,34.476,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,737.6,1,34.471,1,4.939,1,737.6,1,2.4,0,4.939,1,0.002,0,34.471,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,762.8,1,34.465,1,4.776,1,762.8,1,2.4,0,4.776,1,0.002,0,34.465,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,788.9,1,34.462,1,4.601,1,788.9,1,2.4,0,4.601,1,0.002,0,34.462,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,812.8,1,34.464,1,4.468,1,812.8,1,2.4,0,4.468,1,0.002,0,34.464,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,837.8,1,34.467,1,4.394,1,837.8,1,2.4,0,4.394,1,0.002,0,34.467,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,862.7,1,34.47,1,4.327,1,862.7,1,2.4,0,4.327,1,0.002,0,34.47,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,887.8,1,34.484,1,4.288,1,887.8,1,2.4,0,4.288,1,0.002,0,34.484,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,912.9,1,34.513,1,4.281,1,912.9,1,2.4,0,4.281,1,0.002,0,34.513,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,937.8,1,34.526,1,4.249,1,937.8,1,2.4,0,4.249,1,0.002,0,34.526,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,962.6,1,34.538,1,4.234,1,962.6,1,2.4,0,4.234,1,0.002,0,34.538,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,987.8,1,34.564,1,4.242,1,987.8,1,2.4,0,4.242,1,0.002,0,34.564,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1013.6,1,34.585,1,4.229,1,1013.6,1,2.4,0,4.229,1,0.002,0,34.585,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1037.4,1,34.606,1,4.246,1,1037.4,1,2.4,0,4.246,1,0.002,0,34.606,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1062.7,1,34.624,1,4.253,1,1062.7,1,2.4,0,4.253,1,0.002,0,34.624,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1087.9,1,34.64,1,4.261,1,1087.9,1,2.4,0,4.261,1,0.002,0,34.64,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1112.5,1,34.661,1,4.275,1,1112.5,1,2.4,0,4.275,1,0.002,0,34.661,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1137.6,1,34.684,1,4.281,1,1137.6,1,2.4,0,4.281,1,0.002,0,34.684,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1162.6,1,34.709,1,4.299,1,1162.6,1,2.4,0,4.299,1,0.002,0,34.709,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1187.7,1,34.745,1,4.352,1,1187.7,1,2.4,0,4.352,1,0.002,0,34.745,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1214.0,1,34.778,1,4.417,1,1214.0,1,2.4,0,4.417,1,0.002,0,34.778,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1237.8,1,34.794,1,4.435,1,1237.8,1,2.4,0,4.435,1,0.002,0,34.794,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1262.6,1,34.811,1,4.433,1,1262.6,1,2.4,0,4.433,1,0.002,0,34.811,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1287.9,1,34.829,1,4.437,1,1287.9,1,2.4,0,4.437,1,0.002,0,34.829,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1313.1,1,34.842,1,4.432,1,1313.1,1,2.4,0,4.432,1,0.002,0,34.842,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1338.0,1,34.858,1,4.452,1,1338.0,1,2.4,0,4.452,1,0.002,0,34.858,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1362.8,1,34.877,1,4.471,1,1362.8,1,2.4,0,4.471,1,0.002,0,34.877,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1387.8,1,34.885,1,4.439,1,1387.8,1,2.4,0,4.439,1,0.002,0,34.885,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1413.2,1,34.906,1,4.459,1,1413.2,1,2.4,0,4.459,1,0.002,0,34.906,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1437.9,1,34.913,1,4.424,1,1437.9,1,2.4,0,4.424,1,0.002,0,34.913,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1462.9,1,34.921,1,4.405,1,1462.9,1,2.4,0,4.405,1,0.002,0,34.921,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1488.1,1,34.933,1,4.404,1,1488.1,1,2.4,0,4.404,1,0.002,0,34.933,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1513.0,1,34.945,1,4.404,1,1513.0,1,2.4,0,4.404,1,0.002,0,34.945,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1537.8,1,34.948,1,4.387,1,1537.8,1,2.4,0,4.387,1,0.002,0,34.948,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1562.6,1,34.942,1,4.302,1,1562.6,1,2.4,0,4.302,1,0.002,0,34.942,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1587.9,1,34.938,1,4.214,1,1587.9,1,2.4,0,4.214,1,0.002,0,34.938,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1613.3,1,34.948,1,4.203,1,1613.3,1,2.4,0,4.203,1,0.002,0,34.948,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1638.0,1,34.956,1,4.207,1,1638.0,1,2.4,0,4.207,1,0.002,0,34.956,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1662.8,1,34.96,1,4.189,1,1662.8,1,2.4,0,4.189,1,0.002,0,34.96,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1687.9,1,34.959,1,4.141,1,1687.9,1,2.4,0,4.141,1,0.002,0,34.959,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1713.0,1,34.96,1,4.087,1,1713.0,1,2.4,0,4.087,1,0.002,0,34.96,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1737.9,1,34.956,1,4.026,1,1737.9,1,2.4,0,4.026,1,0.002,0,34.956,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1763.4,1,34.949,1,3.933,1,1763.4,1,2.4,0,3.933,1,0.002,0,34.949,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1787.5,1,34.952,1,3.895,1,1787.5,1,2.4,0,3.895,1,0.002,0,34.952,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1818.0,1,34.955,1,3.842,1,1818.0,1,2.4,0,3.842,1,0.002,0,34.955,1,0.01,0
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,0.4,1,35.873,3,29.203,3,,,,,,,,,,,,
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,1.1,1,35.875,3,29.199,1,,,,,,,,,,,,
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,2.1,1,35.875,3,29.2,1,,,,,,,,,,,,
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,2.8,1,35.875,3,29.199,1,,,,,,,,,,,,
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,3.7,1,35.875,3,29.204,1,,,,,,,,,,,,
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,4.6,1,35.874,3,29.212,1,,,,,,,,,,,,
7900520,2019-05-05T05:49:20Z,1,-6.92246,-29.17231,1,5.6,1,35.875,3,29.209,1,,,,,,,,,,,,
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,6.1,1,35.932,1,29.242,1,6.1,1,2.4,0,29.242,1,0.002,0,35.932,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,7.1,1,35.932,1,29.241,1,7.1,1,2.4,0,29.241,1,0.002,0,35.932,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,8.0,1,35.932,1,29.241,1,8.0,1,2.4,0,29.241,1,0.002,0,35.932,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,9.0,1,35.933,1,29.243,1,9.0,1,2.4,0,29.243,1,0.002,0,35.933,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,10.0,1,35.933,1,29.242,1,10.0,1,2.4,0,29.242,1,0.002,0,35.933,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,15.4,1,35.932,1,29.245,1,15.4,1,2.4,0,29.245,1,0.002,0,35.932,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,25.7,1,35.93,1,29.24,1,25.7,1,2.4,0,29.24,1,0.002,0,35.93,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,35.4,1,35.927,1,29.227,1,35.4,1,2.4,0,29.227,1,0.002,0,35.927,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,45.5,1,35.933,1,29.218,1,45.5,1,2.4,0,29.218,1,0.002,0,35.933,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,55.4,1,35.935,1,29.209,1,55.4,1,2.4,0,29.209,1,0.002,0,35.935,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,65.5,1,35.951,1,29.203,1,65.5,1,2.4,0,29.203,1,0.002,0,35.951,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,75.3,1,36.501,1,28.207,1,75.3,1,2.4,0,28.207,1,0.002,0,36.501,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,85.2,1,36.703,1,26.606,1,85.2,1,2.4,0,26.606,1,0.002,0,36.703,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,95.7,1,36.618,1,24.642,1,95.7,1,2.4,0,24.642,1,0.002,0,36.618,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,105.5,1,36.567,1,23.514,1,105.5,1,2.4,0,23.514,1,0.002,0,36.567,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,115.6,1,36.431,1,21.981,1,115.6,1,2.4,0,21.981,1,0.002,0,36.431,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,125.1,1,36.097,1,19.482,1,125.1,1,2.4,0,19.482,1,0.002,0,36.097,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,135.3,1,35.893,1,17.829,1,135.3,1,2.4,0,17.829,1,0.002,0,35.893,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,145.8,1,35.714,1,16.178,1,145.8,1,2.4,0,16.178,1,0.002,0,35.714,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,155.4,1,35.543,1,14.849,1,155.4,1,2.4,0,14.849,1,0.002,0,35.543,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,165.3,1,35.375,1,13.568,1,165.3,1,2.4,0,13.568,1,0.002,0,35.375,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,175.3,1,35.288,1,12.888,1,175.3,1,2.4,0,12.888,1,0.002,0,35.288,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,185.1,1,35.207,1,12.273,1,185.1,1,2.4,0,12.273,1,0.002,0,35.207,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,195.3,1,35.123,1,11.649,1,195.3,1,2.4,0,11.649,1,0.002,0,35.123,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,213.2,1,35.06,1,11.164,1,213.2,1,2.4,0,11.164,1,0.002,0,35.06,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,238.0,1,34.982,1,10.569,1,238.0,1,2.4,0,10.569,1,0.002,0,34.982,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,262.9,1,34.938,1,10.211,1,262.9,1,2.4,0,10.211,1,0.002,0,34.938,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,287.7,1,34.892,1,9.803,1,287.7,1,2.4,0,9.803,1,0.002,0,34.892,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,313.0,1,34.856,1,9.49,1,313.0,1,2.4,0,9.49,1,0.002,0,34.856,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,337.5,1,34.836,1,9.294,1,337.5,1,2.4,0,9.294,1,0.002,0,34.836,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,363.1,1,34.806,1,9.013,1,363.1,1,2.4,0,9.013,1,0.002,0,34.806,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,388.0,1,34.778,1,8.745,1,388.0,1,2.4,0,8.745,1,0.002,0,34.778,1,0.01,0
7900520,2019-05-15T05:45:20Z,1,-7.08598,-29.06622,1,412.7,1,34.745,1,8.41,1,412.7,1,2.4,0,8.41,1,0.002,0,34.745,1,0.01,0
