datetime,latitude,longitude,pressure,salinity,temperature,label
-0.179222703103375,-0.5128997329262062,0.2546329040270028,0.1819859580313471,-0.7793214588541209,-0.7359454915285542,0
1.5925542619465043,1.510596386772309,0.5514971742602772,-0.7765747433797292,0.7637239996768526,0.5412862476429579,0
-0.490665404276921,-0.9980464104647986,-0.311573157763394,-0.2312857216189372,-0.9608562186813424,-0.8373440418139262,0
-0.2930059874442487,-0.7533075713704434,0.0093555333107381,0.7323395837094222,-0.6968056589326937,-1.4389104411031042,0
-1.0378289605567288,-0.8958104504221263,-1.4202907662037014,-0.1458627355474323,1.2010577392604804,0.986529881908854,0
-0.4682016211834569,-0.9433022481221732,-0.2708386936678997,-0.1178385938718004,-0.8205793588148637,-1.111965115503475,0
-0.1267727773087354,-0.4843614620966128,0.2645007924581347,0.7921019099333602,-0.8040761988305548,-1.2998124298141964,0
-1.1338453793944137,-0.6619678278319174,-1.476299720229702,0.5625065323498688,-0.6225414390033918,-1.3664364772773414,0
-0.7086133176606015,-0.684565206563936,-1.0179080926234447,-0.1303312835344315,0.4749186999517699,0.5198365543133601,0
-0.8405523455457735,-0.6907927378704504,-1.2403409840258357,-1.0831521005059206,-0.8948435787441656,1.6615452310842311,0
0.5075662985929089,1.375455816169371,1.049438820436596,-1.1297464565449231,0.9782650794726332,0.6566595981279165,0
-0.7479872193229352,-0.6816791816520265,-0.990221211413794,-1.0872037836397468,-1.1341393985163215,1.4304735347608353,0
-0.5558571621372882,-0.9798546371085076,-0.3982824167096502,0.3400016002505736,-0.7875730388463046,-1.2952624948654938,0
-0.1705519380305123,-0.516359036255992,0.283033441688886,-0.9028522010506496,1.0772840393783103,1.1509775307691048,0
-0.6736142939607492,-0.7350176339015049,-0.985715087427446,-1.1138773642707702,-0.2842266593254998,1.5243971919161958,0
-0.2580191161831812,-0.6833518981315825,0.0733099870523017,-0.6985798430535726,-1.0516235985948947,0.2777150159716866,0
-1.02901236621845,-0.856764692974481,-1.4559754570259376,0.2853038779439183,0.6647050397711166,0.2585402901164399,0
-0.1749268159929939,-0.5159506735473669,0.2627428062760644,-0.0638161520874495,0.0045786403995828,0.1941912101276463,0
-0.2274071228845952,-0.5626571583462131,0.1901534831046084,-0.0847498482788854,0.0375849603681419,0.166566605081952,0
-0.9765988977401644,-0.8234085274960277,-1.4902328349437084,-0.3798474365259022,1.613636738867733,1.1831520707635017,0
-0.4373769602061391,-0.9301678898496089,-0.2217906923670785,-0.1485638576366499,-0.9361014787049085,-0.8617186933248329,0
0.0744655327460224,-0.1627758290553729,0.1300325975305348,0.1590264202729979,-0.9361014787049085,-0.9858669183537178,0
-0.0523694708495878,-0.4253844632165226,0.2478569041520093,0.2383718816437633,-0.7875730388463046,-0.6576216113401738,0
0.1226013427721039,-0.2156941389027045,0.2998641510558053,-0.3555373377229443,-0.7380635588934366,-0.5532981028734932,0
-0.3848784246563608,-0.8538708149335598,-0.157619526194994,-0.5800681113891528,-0.2512203393568821,0.1535667909428018,0
-0.358617004442687,-0.8729971106422763,-0.0340990454299147,0.5969458389873926,-0.7958246188384297,-1.3492117235429677,0
-1.2704387913341146,-0.6315762185554935,-1.6123353438573624,-0.4473754887563408,1.1597998392997964,0.9156808948504852,0
-0.8673363206271882,-0.668835389152909,-1.412612420605074,-0.8609848086677775,-0.0531824195454102,1.524072196562717,0
0.2582104071702465,0.1590257650337012,0.8365188574498286,0.1478842916549757,-0.8865919987520405,-0.8253192137352122,0
0.0307532104375612,-0.2876248740880872,0.1204860413239684,-0.8508556008332117,0.6069439798261236,0.8857813223304397,0
-0.5644793174550122,-0.9496868420089242,-0.436930089556077,-0.7401095951752924,0.2191197201953049,0.6098602672269756,0
2.039144234844376,1.9295097742237224,1.39028637301257,1.1229893658625094,0.2851323601324818,-0.1200792966863111,0
