,datetime,latitude,longitude,pressure,salinity,temperature,label,score
10797,0.297578232613188,0.5212788266635622,1.0353581170845625,0.826541216570884,-14.856516925452404,-1.325812058092497,1,305.06439915020366
1548,0.297578232613188,0.5212788266635622,1.0353581170845625,0.6773042211416145,-34.59429626666168,-1.1863890514501103,1,304.7570669348395
10178,0.297578232613188,0.5212788266635622,1.0353581170845625,0.5969458389873926,-38.30750726312663,-1.054765933291214,1,304.0184113412532
9304,0.297578232613188,0.5212788266635622,1.0353581170845625,0.5901930337643487,-37.70514192370009,-1.0404661377381488,1,303.91868093038585
16024,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,-0.0205981986599687,-4.665815635154138,0.4935119306815806,1,228.5253776573329
1466,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,-0.0232993207491863,-4.624557735193396,0.5068367401742098,1,225.86455123619442
951,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,-0.0489599805967529,-3.898418695884685,0.6049853369247941,1,172.9315514271761
17091,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,-0.0536869442528837,-3.642619716128221,0.613435216115242,1,152.0720184414484
17793,3.4682831883604592,1.5891276768922655,2.006042984757323,5.666614360187572,-0.6225414390033918,-1.6465824719760294,0,144.3612944507261
53,0.7175604407920222,1.8424107203516755,1.8764807108861703,5.746972742341795,-0.6225414390033918,-1.655032351166477,0,143.1208577475046
19986,3.289605880909443,1.662114657929762,2.0662516762299696,5.616305961275896,-0.6225414390033918,-1.6485324440969018,0,133.69211018805797
12784,0.7175604407920222,1.8424107203516755,1.8764807108861703,5.581866654638373,-0.6225414390033918,-1.655032351166477,0,132.02059999393035
2101,3.378926305976774,1.6019086443592894,2.1360143967516145,5.446135269655191,-0.6225414390033918,-1.6475574580364658,0,130.21437304607156
13386,0.7175604407920222,1.8424107203516755,1.8764807108861703,5.529870054420934,-0.6225414390033918,-1.654707355812998,0,128.57388001002525
17192,0.8050458476028681,2.1964415559059782,1.8051393524008168,5.59841102743483,-0.6225414390033918,-1.6569823232873495,0,127.90978043278261
4144,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,-0.0607773897370796,-3.353814416403196,0.6293599884357008,1,127.77499118873672
12502,3.378926305976774,1.6019086443592894,2.1360143967516145,5.311079165194313,-0.6225414390033918,-1.6452824905621142,0,121.47376488689952
5660,0.7175604407920222,1.8424107203516755,1.8764807108861703,5.32897409903538,-0.6225414390033918,-1.6521073929851682,0,115.54750760818004
2789,3.4682831883604592,1.5891276768922655,2.006042984757323,5.1763607009945884,-0.6225414390033918,-1.6361826206647092,0,112.50312556065262
7739,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,-0.0773217625335372,-3.164028076583849,0.6768093100435992,1,111.38440983346294
15868,0.8050458476028681,2.1964415559059782,1.8051393524008168,5.344167910787228,-0.6225414390033918,-1.652432388338647,0,110.94066815326147
13548,0.8925373306331064,2.2528780675506845,1.2816275076336423,5.615968321014743,-0.6307930189955169,-1.6420325370273268,0,110.15047144064712
9222,0.7175604407920222,1.8424107203516755,1.8764807108861703,5.226669099906265,-0.6225414390033918,-1.6504824162177745,0,109.12615853351176
6983,1.067453458280267,2.27721884092337,0.1568133965953353,5.464367843757409,-0.6307930189955169,-1.633582657836879,0,108.72636318754536
19246,3.20027937962272,1.5800259003673631,1.8029460731470968,5.429590896858733,-0.6225414390033918,-1.6459324812690717,0,106.73177577723709
14815,1.3300372793200437,2.168138878946744,0.3065822364019526,5.667289640709877,-0.6307930189955169,-1.6426825277342842,0,105.41729417039113
780,1.1549631699686822,1.9152327856799125,0.1306864712433134,5.514000962146782,-0.6225414390033918,-1.6436575137947205,0,105.38377616592507
13815,0.8050458476028681,2.1964415559059782,1.8051393524008168,5.227006740167417,-0.6225414390033918,-1.6501574208642955,0,103.44140077215684
15369,3.378926305976774,1.6019086443592894,2.1360143967516145,5.007202930157339,-0.6225414390033918,-1.6384575881390604,0,102.76954715112623
8728,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,-0.1178385938718004,-3.0650091166781137,0.8484068566803826,1,102.76247327710385
4569,0.8925373306331064,2.2528780675506845,1.2816275076336423,5.514338602407934,-0.6225414390033918,-1.6407325556134116,0,102.61509800047668
16153,3.021705367901373,1.602913844872826,1.1440730287817278,5.614617759970135,-0.6225414390033918,-1.635207634604273,0,100.39142377832684
18252,0.7175604407920222,1.8424107203516755,1.8764807108861703,5.075743903171235,-0.6307930189955169,-1.6475574580364658,0,99.95840725275642
8017,1.505038474038697,1.733868697712369,0.2620029948753207,5.614617759970135,-0.6225414390033918,-1.6374826020786242,0,96.8599364664729
10730,1.5925542619465043,1.510596386772309,0.5514971742602772,5.716585118838098,-0.6225414390033918,-1.6514574022782107,0,96.33082817752367
631,3.11098933565235,1.5788440044510568,1.387782970797932,5.480574576292715,-0.6225414390033918,-1.6371576067251454,0,96.2537519010055
14287,2.9323302568595104,1.949044432641064,1.1084780120686728,5.616981241798201,-0.6307930189955169,-1.6264327600603463,0,95.36180179210322
8025,0.9800105850051676,2.352106279181765,0.7780307879470936,5.428915616336429,-0.6307930189955169,-1.6384575881390604,0,93.31892537872636
6512,0.7175604407920222,1.8424107203516755,1.8764807108861703,4.95790745202912,-0.6307930189955169,-1.6459324812690717,0,93.08592123837121
18880,3.289605880909443,1.662114657929762,2.0662516762299696,4.989645636577425,-0.6307930189955169,-1.634557643897315,0,92.56039577647266
12336,2.9323302568595104,1.949044432641064,1.1084780120686728,5.580853733854916,-0.6307930189955169,-1.625782769353389,0,92.4946564118633
11130,1.1549631699686822,1.9152327856799125,0.1306864712433134,5.328298818513075,-0.6225414390033918,-1.6387825834925391,0,92.46882543043446
7398,3.378926305976774,1.6019086443592894,2.1360143967516145,4.821838426784786,-0.6307930189955169,-1.632282676422964,0,92.17861441273473
514,1.5925542619465043,1.510596386772309,0.5514971742602772,5.665939079665269,-0.6225414390033918,-1.6511324069247315,0,92.16135157662683
10314,1.5925542619465043,1.510596386772309,0.5514971742602772,5.648381786085355,-0.6225414390033918,-1.6511324069247315,0,90.72509266937112
7495,1.1549631699686822,1.9152327856799125,0.1306864712433134,5.295547713181312,-0.6225414390033918,-1.6381325927855814,0,90.2611486602602
18070,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,-0.1212149964833223,-2.9082290968273847,0.8526317962756065,1,90.09509593454442
3921,1.6818443059168742,1.4825018177318918,0.9133359412270498,5.730090729284186,-0.6225414390033918,-1.6417075416738478,0,89.82113660585367
5493,2.753683330505456,1.7304368803341257,0.8442906135788532,5.613942479447831,-0.6307930189955169,-1.6235078018790374,0,89.74293391833453
19111,1.4175773721054206,1.9858167092397343,0.0826622493556426,5.362062844628295,-0.6225414390033918,-1.6374826020786242,0,89.23956387854062
10135,0.9800105850051676,2.352106279181765,0.7780307879470936,5.362400484889447,-0.6307930189955169,-1.637807597432103,0,88.55754490431693
14550,0.7175604407920222,1.8424107203516755,1.8764807108861703,4.856277733422309,-0.6307930189955169,-1.6433325184412415,0,87.36367186054244
5288,3.4682831883604592,1.5891276768922655,2.006042984757323,4.721221628961431,-0.6307930189955169,-1.6235078018790374,0,86.342899609343
8083,0.8050458476028681,2.1964415559059782,1.8051393524008168,4.940350158449205,-0.6307930189955169,-1.6423575323808055,0,86.15030439149095
10398,3.378926305976774,1.6019086443592894,2.1360143967516145,4.704339615903822,-0.6307930189955169,-1.629357718241655,0,85.84836721297711
18680,1.505038474038697,1.733868697712369,0.2620029948753207,5.4640302034962565,-0.6225414390033918,-1.6319576810694854,0,85.33706375142958
375,2.396407706455524,1.9846819320975035,0.8818864838530105,5.70004074604164,-0.6307930189955169,-1.629357718241655,0,85.29882434498606
7847,2.396407706455524,1.9846819320975035,0.8818864838530105,5.682483452461725,-0.6307930189955169,-1.628382732181219,0,83.7881168156083
15637,0.8050458476028681,2.1964415559059782,1.8051393524008168,4.888353558231767,-0.6307930189955169,-1.6417075416738478,0,83.199188379812
16518,1.067453458280267,2.27721884092337,0.1568133965953353,5.058861890113625,-0.6307930189955169,-1.6270827507673038,0,82.80416981196188
11951,3.4682831883604592,1.5891276768922655,2.006042984757323,4.652680655947536,-0.6307930189955169,-1.6209078390512075,0,82.7835336282377
16946,1.3300372793200437,2.168138878946744,0.3065822364019526,5.363075765411751,-0.6307930189955169,-1.6361826206647092,0,82.74455516894957
11654,1.3300372793200437,2.168138878946744,0.3065822364019526,5.345518471831837,-0.6225414390033918,-1.6355326299577515,0,81.49033724605826
19469,3.4682831883604592,1.5891276768922655,2.006042984757323,4.619929550615773,-0.6307930189955169,-1.619932852990771,0,81.12386723961143
17683,1.2425397200704131,1.9008380002009244,0.5611726369987914,5.463354922973953,-0.6307930189955169,-1.6371576067251454,0,81.05837701082879
11360,2.307050824071838,2.061760393350243,0.8647288376297021,5.649394706868811,-0.6225414390033918,-1.6274077461207828,0,80.31286677319014
10758,1.1549631699686822,1.9152327856799125,0.1306864712433134,5.126389942344064,-0.6225414390033918,-1.635207634604273,0,79.23527225367047
3965,1.2425397200704131,1.9008380002009244,0.5611726369987914,5.429253256597581,-0.6225414390033918,-1.6365076160181875,0,78.4340619780964
14184,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,-1.0588420017029627,-2.5864174771337427,1.7275192878404184,1,77.97215480089395
11508,3.4682831883604592,1.5891276768922655,2.006042984757323,4.535181845066574,-0.6307930189955169,-1.6163579041025051,0,76.94263595567276
4481,1.3300372793200437,2.168138878946744,0.3065822364019526,5.277315139079094,-0.6307930189955169,-1.6342326485438363,0,76.69170785870085
9855,1.949805581118868,1.8940371904765363,1.6504758008014004,5.531895895987848,-0.6307930189955169,-1.640407560259933,0,75.69202285033617
19623,2.753683330505456,1.7304368803341257,0.8442906135788532,5.429590896858733,-0.6307930189955169,-1.6179828808698988,0,75.19767779258353
5590,0.7175604407920222,1.8424107203516755,1.8764807108861703,4.618916629832317,-0.6307930189955169,-1.6339076531903578,0,74.78376895953775
10747,2.753683330505456,1.7304368803341257,0.8442906135788532,5.412033603278819,-0.6307930189955169,-1.6163579041025051,0,73.84543634852045
16598,2.5750546328095782,1.7622695387842506,0.8506107700655097,5.497456589350324,-0.6307930189955169,-1.6238327972325164,0,73.3648798911714
1131,3.378926305976774,1.6019086443592894,2.1360143967516145,4.450096499256221,-0.6307930189955169,-1.6196078576372923,0,73.23104792243899
6070,-1.287306376367238,-0.5298664181566245,-1.6952446624270714,0.0688764705453624,-2.561662737157309,0.0131687982399789,1,71.90056028168112
13008,0.7175604407920222,1.8424107203516755,1.8764807108861703,4.552739138646488,-0.6307930189955169,-1.6316326857160066,0,71.4862754754709
13186,1.1549631699686822,1.9152327856799125,0.1306864712433134,4.990996197622034,-0.6307930189955169,-1.6316326857160066,0,70.89625593391315
8914,3.289605880909443,1.662114657929762,2.0662516762299696,4.603047537558164,-0.6307930189955169,-1.6192828622838138,0,70.86444239922514
9848,2.2177486276626843,2.0340545541959205,0.6036706919081797,5.479561655509258,-0.6225414390033918,-1.6319576810694854,0,70.3890942066378
18869,1.6818443059168742,1.4825018177318918,0.9133359412270498,5.497456589350324,-0.6225414390033918,-1.6365076160181875,0,70.15630084420488
4205,2.753683330505456,1.7304368803341257,0.8442906135788532,5.363075765411751,-0.6307930189955169,-1.6140829366281535,0,70.11955203296071
2585,1.067453458280267,2.27721884092337,0.1568133965953353,4.8211631462624815,-0.6307930189955169,-1.624157792585995,0,69.43882827421618
6442,1.5925542619465043,1.510596386772309,0.5514971742602772,5.377931936902447,-0.6225414390033918,-1.6488574394503803,0,69.27781565034823
973,3.4682831883604592,1.5891276768922655,2.006042984757323,4.366699354751629,-0.6307930189955169,-1.6101829923864086,0,69.17072758735009
1944,1.949805581118868,1.8940371904765363,1.6504758008014004,5.445797629394039,-0.6307930189955169,-1.6381325927855814,0,68.55811821477124
18936,2.9323302568595104,1.949044432641064,1.1084780120686728,5.261108406543789,-0.6307930189955169,-1.61765788551642,0,68.20095851446479
17150,2.2177486276626843,2.0340545541959205,0.6036706919081797,-1.1094880408757917,0.095346020313135,1.7892684050013818,0,67.30144985406824
19901,1.6818443059168742,1.4825018177318918,0.9133359412270498,5.462679642451648,-0.6225414390033918,-1.6358576253112302,0,67.2999710925146
160,0.8050458476028681,2.1964415559059782,1.8051393524008168,4.585827884239403,-0.6307930189955169,-1.635207634604273,0,67.22128132464522
18109,1.1549631699686822,1.9152327856799125,0.1306864712433134,4.923130505130444,-0.6307930189955169,-1.6306576996555702,0,66.89710523510036
20236,1.067453458280267,2.27721884092337,0.1568133965953353,4.7715300278731085,-0.6307930189955169,-1.623182806525559,0,66.83871630695941
4045,3.021705367901373,1.602913844872826,1.1440730287817278,5.1594786879369785,-0.6307930189955169,-1.6218828251116435,0,66.70808307931495
17260,2.2177486276626843,2.0340545541959205,0.6036706919081797,-1.0993588330412258,0.1035976003053188,1.7899183957083398,0,66.6442389895966
2283,2.128452507472922,1.844900162248476,1.0328920790820832,5.547764988262001,-0.6225414390033918,-1.6326076717764428,0,65.99708022526096
10974,0.9800105850051676,2.352106279181765,0.7780307879470936,5.023747302953797,-0.6307930189955169,-1.6270827507673038,0,65.78352378664385
14808,2.2177486276626843,2.0340545541959205,0.6036706919081797,-1.0591796419641148,0.1035976003053188,1.7912183771222543,0,65.29266031359663
18654,2.2177486276626843,2.0340545541959205,0.6036706919081797,-1.0554655990914408,0.1035976003053188,1.7912183771222543,0,65.16244638990528
