,kappa,f1
0,0.32889951290200625,0.32954545454545453
1,0.32889951290200625,0.32954545454545453
2,0.32889951290200625,0.32954545454545453
3,0.32889951290200625,0.32954545454545453
4,0.32889951290200625,0.32954545454545453
5,0.30971913537281404,0.3103448275862069
6,0.2900949313305763,0.29069767441860467
7,0.32889951290200625,0.32954545454545453
8,0.32889951290200625,0.32954545454545453
9,0.32889951290200625,0.32954545454545453
10,0.32889951290200625,0.32954545454545453
11,0.32889951290200625,0.32954545454545453
12,0.32889951290200625,0.32954545454545453
13,0.32889951290200625,0.32954545454545453
14,0.32889951290200625,0.32954545454545453
15,0.32889951290200625,0.32954545454545453
16,0.32889951290200625,0.32954545454545453
17,0.29996346893813697,0.30057803468208094
18,0.30971913537281404,0.3103448275862069
19,0.29996346893813697,0.30057803468208094
20,0.2900949313305763,0.29069767441860467
21,0.2900949313305763,0.29069767441860467
22,0.32889951290200625,0.32954545454545453
23,0.3193638560657528,0.32
24,0.32889951290200625,0.32954545454545453
25,0.29996346893813697,0.30057803468208094
26,0.3193638560657528,0.32
27,0.3193638560657528,0.32
28,0.32889951290200625,0.32954545454545453
29,0.32889951290200625,0.32954545454545453
30,0.32889951290200625,0.32954545454545453
31,0.32889951290200625,0.32954545454545453
32,0.3193638560657528,0.32
33,0.3193638560657528,0.32
34,0.32889951290200625,0.32954545454545453
35,0.2900949313305763,0.29069767441860467
36,0.30971913537281404,0.3103448275862069
37,0.32889951290200625,0.32954545454545453
38,0.32889951290200625,0.32954545454545453
39,0.29996346893813697,0.30057803468208094
40,0.3193638560657528,0.32
41,0.32889951290200625,0.32954545454545453
42,0.2900949313305763,0.29069767441860467
43,0.3193638560657528,0.32
44,0.3193638560657528,0.32
45,0.3193638560657528,0.32
46,0.32889951290200625,0.32954545454545453
47,0.32889951290200625,0.32954545454545453
48,0.2389885739526123,0.23952095808383236
49,0.32889951290200625,0.32954545454545453
50,0.32889951290200625,0.32954545454545453
51,0.29996346893813697,0.30057803468208094
52,0.2900949313305763,0.29069767441860467
53,0.30971913537281404,0.3103448275862069
54,0.30971913537281404,0.3103448275862069
55,0.30971913537281404,0.3103448275862069
56,0.3193638560657528,0.32
57,0.30971913537281404,0.3103448275862069
58,0.32889951290200625,0.32954545454545453
59,0.2900949313305763,0.29069767441860467
60,0.29996346893813697,0.30057803468208094
61,0.3193638560657528,0.32
62,0.2801115523060167,0.2807017543859649
63,0.29996346893813697,0.30057803468208094
64,0.2801115523060167,0.2807017543859649
65,0.3193638560657528,0.32
66,0.32889951290200625,0.32954545454545453
67,0.265250913678871,0.26589595375722547
68,0.31570667862227364,0.3163841807909605
69,0.2850460672959588,0.28571428571428564
70,0.25518156729765384,0.2558139534883721
71,0.2752050921414547,0.27586206896551724
72,0.25518156729765384,0.2558139534883721
73,0.2850460672959588,0.28571428571428564
74,0.2850460672959588,0.28571428571428564
75,0.265250913678871,0.26589595375722547
76,0.3233156978562084,0.3240223463687151
77,0.2850460672959588,0.28571428571428564
78,0.2850460672959588,0.28571428571428564
79,0.265250913678871,0.26589595375722547
80,0.3326186133504123,0.33333333333333337
81,0.3326186133504123,0.33333333333333337
82,0.3233156978562084,0.3240223463687151
83,0.3139087599861715,0.3146067415730337
84,0.2850460672959588,0.28571428571428564
85,0.3233156978562084,0.3240223463687151
86,0.3326186133504123,0.33333333333333337
87,0.2449950426624078,0.2456140350877193
88,0.2947757593207523,0.29545454545454547
89,0.3233156978562084,0.3240223463687151
90,0.3139087599861715,0.3146067415730337
91,0.3233156978562084,0.3240223463687151
92,0.3326186133504123,0.33333333333333337
93,0.2850460672959588,0.28571428571428564
94,0.3233156978562084,0.3240223463687151
95,0.2947757593207523,0.29545454545454547
96,0.2947757593207523,0.29545454545454547
97,0.2850460672959588,0.28571428571428564
98,0.234689282374846,0.23529411764705885
99,0.30439604521107155,0.30508474576271183
100,0.2947757593207523,0.29545454545454547
101,0.3326186133504123,0.33333333333333337
102,0.2850460672959588,0.28571428571428564
103,0.30439604521107155,0.30508474576271183
104,0.30439604521107155,0.30508474576271183
105,0.3233156978562084,0.3240223463687151
106,0.2752050921414547,0.27586206896551724
107,0.3345005623544528,0.335195530726257
108,0.3437416364612388,0.34444444444444444
109,0.3061503438478369,0.3068181818181818
110,0.2850460672959588,0.28571428571428564
111,0.2947757593207523,0.29545454545454547
112,0.3251561573634474,0.32584269662921345
113,0.2964853302192235,0.29714285714285715
114,0.30439604521107155,0.30508474576271183
115,0.31570667862227364,0.3163841807909605
116,0.31570667862227364,0.3163841807909605
117,0.31570667862227364,0.3163841807909605
118,0.3061503438478369,0.3068181818181818
119,0.3345005623544528,0.335195530726257
120,0.31570667862227364,0.3163841807909605
121,0.3971110322512057,0.3978494623655914
122,0.3528810842163078,0.35359116022099446
123,0.3345005623544528,0.335195530726257
124,0.3061503438478369,0.3068181818181818
125,0.31570667862227364,0.3163841807909605
126,0.37970616146740666,0.3804347826086956
127,0.37086173338872586,0.3715846994535519
128,0.30439604521107155,0.30508474576271183
129,0.30439604521107155,0.30508474576271183
130,0.2947757593207523,0.29545454545454547
131,0.2964853302192235,0.29714285714285715
132,0.3233156978562084,0.3240223463687151
133,0.3863451578271201,0.3870967741935484
134,0.36192057286685897,0.3626373626373626
135,0.3688238134229752,0.3695652173913044
136,0.2947757593207523,0.29545454545454547
137,0.3863451578271201,0.3870967741935484
138,0.3688238134229752,0.3695652173913044
139,0.3528810842163078,0.35359116022099446
140,0.2964853302192235,0.29714285714285715
141,0.2964853302192235,0.29714285714285715
142,0.2850460672959588,0.28571428571428564
143,0.3061503438478369,0.3068181818181818
144,0.2964853302192235,0.29714285714285715
145,0.2964853302192235,0.29714285714285715
146,0.2947757593207523,0.29545454545454547
147,0.2964853302192235,0.29714285714285715
148,0.2947757593207523,0.29545454545454547
149,0.2947757593207523,0.29545454545454547
150,0.2947757593207523,0.29545454545454547
151,0.3061503438478369,0.3068181818181818
152,0.3528810842163078,0.35359116022099446
153,0.2964853302192235,0.29714285714285715
154,0.4308264934097783,0.431578947368421
155,0.4471597791946844,0.44791666666666663
156,0.43903570110876,0.4397905759162304
157,0.42253081098127987,0.4232804232804233
158,0.4471597791946844,0.44791666666666663
159,0.3884554184474248,0.38918918918918916
160,0.414147280218193,0.41489361702127664
161,0.4471597791946844,0.44791666666666663
162,0.4308264934097783,0.431578947368421
163,0.5041618680477494,0.504950495049505
164,0.3688238134229752,0.3695652173913044
165,0.43903570110876,0.4397905759162304
166,0.4308264934097783,0.431578947368421
167,0.4308264934097783,0.431578947368421
168,0.4471597791946844,0.44791666666666663
169,0.4308264934097783,0.431578947368421
170,0.3971110322512057,0.3978494623655914
171,0.4471597791946844,0.44791666666666663
172,0.3437416364612388,0.34444444444444444
173,0.3061503438478369,0.3068181818181818
174,0.3326186133504123,0.33333333333333337
175,0.3251561573634474,0.32584269662921345
176,0.3884554184474248,0.38918918918918916
177,0.37086173338872586,0.3715846994535519
178,0.37970616146740666,0.3804347826086956
179,0.3971110322512057,0.3978494623655914
180,0.3251561573634474,0.32584269662921345
181,0.31570667862227364,0.3163841807909605
182,0.3061503438478369,0.3068181818181818
