,OCSVM_Kappa,OCSVM_F1
0,0.0012120586678600054,0.0070259290237782305
1,0.0012503750597456786,0.0070639115809706865
2,0.001199209169087334,0.007013191479210897
3,0.0012925712883239404,0.007105740181268883
4,0.0012032618694308717,0.007017208869370123
5,0.0013282642448739779,0.007141122176341996
6,0.001185229282645639,0.00699933339681935
7,0.0013122020756615171,0.007125199941835102
8,0.0013286142197356243,0.007141469102215313
9,0.0013092419031993652,0.007122265558758691
10,0.0012993343870053575,0.007112444358428488
11,0.0012500326448389165,0.007063572149344097
12,0.0013210972459922754,0.007134017616655748
13,0.0012088419194430378,0.0070227403019300595
14,0.0012702915873095133,0.007083654587509637
15,0.0013125504916116082,0.007125545322346098
16,0.001332115839470016,0.007144940215806358
17,0.0013310649961969512,0.00714389852748214
18,0.0013014179086000555,0.007114509728003097
19,0.0012849564155589244,0.0070981916511745815
20,0.0012802916573401157,0.007093567533658253
21,0.0012130750901158116,0.007026936590262675
22,0.0012271655663591563,0.007040904301178274
23,0.0012544866069339466,0.007067987306471776
24,0.0012937842388527354,0.007106942564300909
25,0.0013226692677973384,0.007135575942915392
26,0.0013203987900058944,0.007133325245662988
27,0.0012955177375603144,0.007108660960394603
28,0.0013202241971915774,0.007133152173913043
29,0.0013440468495514724,0.007156767283349561
30,0.001332115839470016,0.007144940215806358
31,0.0012560296605729215,0.007069516916344051
32,0.0013414116148932065,0.007154155006691811
33,0.0013440468495514724,0.007156767283349561
34,0.0013438711073712195,0.0071565930722231694
35,0.0013356208647151702,0.007148414705310251
36,0.0013438711073712195,0.0071565930722231694
37,0.0013496751203588842,0.007162346521145975
38,0.0013572519420137485,0.007169857334471405
39,0.0013572519420137485,0.007169857334471405
40,0.0013572519420137485,0.007169857334471405
41,0.0013572519420137485,0.007169857334471405
42,0.0013572519420137485,0.007169857334471405
43,0.0013572519420137485,0.007169857334471405
44,0.0013845183918604897,0.007196886245134759
45,0.0013572519420137485,0.007169857334471405
46,0.0013783034354883927,0.007190725431688108
47,0.0013944845031685915,0.007206765534992033
48,0.0014098429883661057,0.007221990223292147
49,0.0014422167687674348,0.007253937496894719
50,0.0013572519420137485,0.007169857334471405
51,0.0013657285810506625,0.007178260126474107
52,0.0013664358645510966,0.007178961248260201
53,0.0013496751203588842,0.007162346521145975
54,0.0017272237380980826,0.0075364563169441215
55,0.0014241883230812213,0.007236210588495903
56,0.0017573655271356792,0.007566334991708125
57,0.0018977580278330963,0.007705502045124687
58,0.0013600752825096984,0.007172656078460075
59,0.0017305610651365821,0.007539764511464573
60,0.0014750861885431954,0.007286519938114487
61,0.0016368685627494717,0.0074468899033434495
62,0.001587950307056829,0.007398398702746528
63,0.0013790131776362236,0.007191428990753877
64,0.0013779486164876564,0.00719037370377617
65,0.0013894980297692872,0.007201822502020921
66,0.001419878794530982,0.007231938602317172
67,0.0015251336384608516,0.007336130442428963
68,0.0017506467163401762,0.007559674830425102
69,0.0017415753647630483,0.007550682664460074
70,0.0016660546726698922,0.007475970096119615
71,0.0016361022771405054,0.007446130307280379
72,0.0013553121731476603,0.007167934464599181
73,0.0017658798193284087,0.007574774961737011
74,0.0017510416130684936,0.00756006628003314
75,0.0017405906484322387,0.007549706543940844
76,0.0017449253057360004,0.007554003363083689
77,0.0017508441595927016,0.007559870550161813
78,0.0017508441595927016,0.007559870550161813
79,0.0017658798193284087,0.007574774961737011
80,0.0017510416130684936,0.00756006628003314
81,0.0017658798193284087,0.007574774961737011
