,Auto_Kappa,Auto_F1,IF_Kappa,IF_F1,OCSVM_Kappa,OCSVM_F1
66,0.016310165,0.021987037,-0.001571811,0,0.11625418,0.120952963
67,0.015969666,0.021649568,-0.001571811,0,0.11625418,0.120952963
68,0.016313207,0.021989005,-0.001550383,0,0.11625418,0.120952963
69,0.015971431,0.021651317,-0.001506882,0,0.11625418,0.120952963
70,0.025334708,0.030927835,-0.001528742,0,0.11625418,0.120952963
71,0.026830239,0.032409166,-0.001550383,0,0.11625418,0.120952963
72,0.026884149,0.032462592,-0.001550383,0,0.11625418,0.120952963
73,0.021884203,0.027508263,-0.001550383,0,0.11625418,0.120952963
74,0.026881713,0.032460996,-0.001484802,0,0.11625418,0.120952963
75,0.024411083,0.030011723,-0.001550383,0,0.11625418,0.120952963
76,0.026934069,0.032512065,-0.001484802,0,0.11625418,0.120952963
77,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
78,0.02242119,0.02804043,-0.001550383,0,0.11625418,0.120952963
79,0.027000868,0.032578264,-0.001506882,0,0.11625418,0.120952963
80,0.022408894,0.028028246,-0.001484802,0,0.11625418,0.120952963
81,0.024004777,0.029609068,-0.001528742,0,0.11625418,0.120952963
82,0.020202552,0.025842362,-0.001528742,0,0.11625418,0.120952963
83,0.016224855,0.021901444,-0.001484802,0,0.11625418,0.120952963
84,0.015969666,0.021649568,-0.001484802,0,0.11625418,0.120952963
85,0.016058254,0.021737367,-0.001484802,0,0.11625418,0.120952963
86,0.020813276,0.026446281,-0.001528742,0,0.11625418,0.120952963
87,0.017785264,0.023447908,-0.001528742,0,0.11625418,0.120952963
88,0.017892921,0.023554604,-0.001528742,0,0.11625418,0.120952963
89,0.026498297,0.032080201,-0.001528742,0,0.11625418,0.120952963
90,0.021465684,0.027092814,-0.001484802,0,0.11625418,0.120952963
91,0.022586104,0.028203151,-0.001484802,0,0.11625418,0.120952963
92,0.022492355,0.028110245,-0.001528742,0,0.11625418,0.120952963
93,0.022492355,0.028110245,-0.001528742,0,0.11625418,0.120952963
94,0.022236171,0.027856366,-0.001528742,0,0.11625418,0.120952963
95,0.021605272,0.027231146,-0.001484802,0,0.11625418,0.120952963
96,0.021921627,0.027544652,-0.001528742,0,0.11625418,0.120952963
97,0.020642321,0.026278837,-0.001528742,0,0.11625418,0.120952963
98,0.020985305,0.02661676,-0.001528742,0,0.11625418,0.120952963
99,0.022492355,0.028110245,-0.001528742,0,0.11625418,0.120952963
100,0.021157915,0.026788495,-0.001550383,0,0.11625418,0.120952963
101,0.021485952,0.0271129,-0.001528742,0,0.11625418,0.120952963
102,0.024063638,0.029667401,-0.001550383,0,0.11625418,0.120952963
103,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
104,0.027000868,0.032578264,-0.001571811,0,0.11625418,0.120952963
105,0.020888833,0.026522493,-0.001484802,0,0.11625418,0.120952963
106,0.022791369,0.028406569,-0.001484802,0,0.11625418,0.120952963
107,0.027000868,0.032578264,-0.001484802,0,0.11625418,0.120952963
108,0.022159911,0.027780792,-0.001506882,0,0.11625418,0.120952963
109,0.026984143,0.032561689,-0.001550383,0,0.11625418,0.120952963
110,0.025768728,0.031357178,-0.001528742,0,0.11625418,0.120952963
111,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
112,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
113,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
114,0.027000868,0.032578264,-0.001550383,0,0.115072656,0.119782214
115,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
116,0.027000868,0.032578264,-0.001528742,0,0.11625418,0.120952963
117,0.027000868,0.032578264,-0.001528742,0,0.11625418,0.120952963
118,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
119,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
120,0.027000868,0.032578264,-0.001528742,0,0.11625418,0.120952963
121,0.027000868,0.032578264,-0.001528742,0,0.11625418,0.120952963
122,0.027000868,0.032578264,-0.001506882,0,0.11625418,0.120952963
123,0.027000868,0.032578264,-0.001571811,0,0.11625418,0.120952963
124,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
125,0.027000868,0.032578264,-0.001528742,0,0.114490426,0.119205298
126,0.027000868,0.032578264,-0.001484802,0,0.11625418,0.120952963
127,0.027000868,0.032578264,-0.001550383,0,0.115145831,0.119854722
128,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
129,0.027000868,0.032578264,-0.001484802,0,0.11625418,0.120952963
130,0.027000868,0.032578264,-0.001506882,0,0.11625418,0.120952963
131,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
132,0.027000868,0.032578264,-0.001484802,0,0.115145831,0.119854722
133,0.027000868,0.032578264,-0.001528742,0,0.11625418,0.120952963
134,0.027000868,0.032578264,-0.001528742,0,0.11625418,0.120952963
135,0.027000868,0.032578264,-0.001528742,0,0.11625418,0.120952963
136,0.027000868,0.032578264,-0.001528742,0,0.11595664,0.120658135
137,0.027000868,0.032578264,-0.001528742,0,0.115734435,0.120437956
138,0.027000868,0.032578264,-0.001528742,0,0.115586748,0.120291616
139,0.027000868,0.032578264,-0.001550383,0,0.11625418,0.120952963
140,0.027000868,0.032578264,-0.001528742,0,0.115734435,0.120437956
141,0.022912366,0.0285272,-0.001550383,0,0.11625418,0.120952963
142,0.022795082,0.028410968,-0.001550383,0,0.112356102,0.117090479
143,0.022766697,0.028382838,-0.001550383,0,0.11625418,0.120952963
144,0.022741514,0.028357881,-0.001550383,0,0.115072656,0.119782214
145,0.022887108,0.028501447,-0.001550383,0,0.11499957,0.119709794
146,0.02278183,0.028397116,-0.001550383,0,0.11499957,0.119709794
147,0.022738369,0.028354764,-0.001550383,0,0.11499957,0.119709794
148,0.022817197,0.028432885,-0.001528742,0,0.115586748,0.120291616
149,0.027173286,0.032749136,-0.001528742,0,0.115072656,0.119782214
150,0.022672488,0.028289474,-0.001528742,0,0.115439419,0.120145631
151,0.022839159,0.028453929,-0.001528742,0,0.11595664,0.120658135
152,0.027173286,0.032749136,-0.001528742,0,0.11625418,0.120952963
153,0.060658669,0.065892689,-0.001528742,0,0.11625418,0.120952963
154,0.11625418,0.120952963,-0.001528742,0,0.11625418,0.120952963
155,0.11625418,0.120952963,-0.001528742,0,0.11625418,0.120952963
156,0.11625418,0.120952963,-0.001528742,0,0.11625418,0.120952963
157,0.11625418,0.120952963,-0.001528742,0,0.11625418,0.120952963
158,0.060767106,0.066002491,-0.001528742,0,0.116030889,0.120731707
159,0.063103783,0.068314899,-0.001593027,0,0.11625418,0.120952963
160,0.11625418,0.120952963,-0.001528742,0,0.11625418,0.120952963
161,0.094700473,0.099601594,-0.001528742,0,0.11625418,0.120952963
162,0.108540741,0.113314448,-0.001528742,0,0.11625418,0.120952963
163,0.090830306,0.095774648,-0.001550383,0,0.11625418,0.120952963
164,0.102903837,0.107733333,-0.001528742,0,0.11625418,0.120952963
165,0.102961857,0.107790822,-0.001528742,0,0.11625418,0.120952963
166,0.102441894,0.107275624,-0.001528742,0,0.11625418,0.120952963
167,0.097371495,0.102255639,-0.001528742,0,0.11625418,0.120952963
168,0.102327021,0.107161804,-0.001550383,0,0.11625418,0.120952963
169,0.102845879,0.107675906,-0.001528742,0,0.11625418,0.120952963
170,0.103019939,0.107848372,-0.001528742,0,0.113474632,0.11820331
171,0.11625418,0.120952963,-0.001528742,0,0.114255227,0.1189768
172,0.104432744,0.109248242,-0.001550383,0,0.114112542,0.118835413
173,0.102614662,0.107446809,-0.001528742,0,0.115145831,0.119854722
174,0.101869954,0.106708928,-0.001528742,0,0.114926571,0.119637462
175,0.112847312,0.117577197,-0.001528742,0,0.115145831,0.119854722
176,0.11625418,0.120952963,-0.001528742,0,0.114041327,0.118764846
177,0.108111551,0.112884835,-0.001528742,0,0.113757308,0.118483412
178,0.107832425,0.112612613,-0.001528742,0,0.113333794,0.118063754
179,0.11327161,0.117997616,-0.001528742,0,0.113686514,0.118413262
180,0.10328622,0.108108108,-0.001593027,0,0.115072656,0.119782214
181,0.11327161,0.117997616,-0.001634837,0,0.114926571,0.119637462
182,0.114273532,0.118990385,-0.001614034,0,0.114112542,0.118835413
183,0.114057419,0.118776245,-0.001571811,0,0.114183842,0.118906064
184,0.11625418,0.120952963,-0.000301585,0,0.113757308,0.118483412
185,0.113342622,0.118067979,-0.00033712,0,0.113899149,0.118623962
186,0.11595664,0.120658135,-0.00033712,0,0.114201408,0.118918919
187,0.112917819,0.117647059,-0.000605883,0,0.111669306,0.116414435
188,0.107386226,0.112170499,-0.000406848,0,0.110719646,0.115473441
189,0.112847312,0.117577197,-0.000605883,0,0.109851456,0.114613181
190,0.108066857,0.112849162,-0.000301585,0,0.11312316,0.117855038
191,0.11625418,0.120952963,-0.000301585,0,0.115145831,0.119854722
192,0.11625418,0.120952963,-0.000406848,0,0.115292448,0.12
193,0.11625418,0.120952963,-0.00033712,0,0.115365889,0.120072771
194,0.11625418,0.120952963,-0.000637655,0,0.115145831,0.119854722
195,0.11625418,0.120952963,-0.000637655,0,0.114255227,0.1189768
196,0.11625418,0.120952963,-0.000406848,0,0.111317074,0.116060961
197,0.11625418,0.120952963,-0.000474843,0,0.113474632,0.11820331
198,0.11625418,0.120952963,-0.000541167,0,0.1106524,0.115406809
199,0.11625418,0.120952963,-0.000474843,0,0.11160096,0.116346713
200,0.11625418,0.120952963,-0.000406848,0,0.111396399,0.116144019
201,0.11625418,0.120952963,-0.00033712,0,0.11298315,0.117716304
202,0.11625418,0.120952963,-0.000573722,0,0.112917819,0.117647059
203,0.11625418,0.120952963,-0.000637655,0,0.112913268,0.117647059
204,0.11625418,0.120952963,-0.000474843,0,0.114490426,0.119205298
205,0.11625418,0.120952963,-0.000669047,0,0.11499957,0.119709794
206,0.11625418,0.120952963,-0.000700064,0,0.115700965,0.120409392
207,0.11625418,0.120952963,-0.000669047,0,0.114469892,0.119189511
208,0.11625418,0.120952963,-0.000573722,0,0.11548189,0.120192308
209,0.11625418,0.120952963,-0.000669047,0,0.115145831,0.119854722
210,0.11625418,0.120952963,-0.000669047,0,0.11621523,0.120918984
211,0.11625418,0.120952963,-0.00050821,0,0.115145831,0.119854722
212,0.11625418,0.120952963,-0.000700064,0,0.115072656,0.119782214
213,0.11625418,0.120952963,-0.000605883,0,0.115072656,0.119782214
214,0.11625418,0.120952963,-0.000605883,0,0.114635457,0.119349005
215,0.11625418,0.120952963,-0.000669047,0,0.114926571,0.119637462
216,0.11625418,0.120952963,-0.000637655,0,0.115586748,0.120291616
217,0.11625418,0.120952963,-0.000637655,0,0.114469892,0.119189511
218,0.11625418,0.120952963,-0.000637655,0,0.114490426,0.119205298
219,0.11625418,0.120952963,-0.000637655,0,0.114490426,0.119205298
220,0.11625418,0.120952963,-0.000730714,0,0.115072656,0.119782214
221,0.11625418,0.120952963,-0.000849769,0,0.114780839,0.11949306
222,0.11625418,0.120952963,-0.000820525,0,0.114926571,0.119637462
223,0.11625418,0.120952963,-0.000849769,0,0.115145831,0.119854722
224,0.11625418,0.120952963,-0.000849769,0,0.115808413,0.12051126
225,0.11625418,0.120952963,-0.000669047,0,0.115439419,0.120145631
226,0.11625418,0.120952963,-0.000669047,0,0.162837231,0.167101828
227,0.11625418,0.120952963,-0.000605883,0,0.162837231,0.167101828
228,0.11625418,0.120952963,-0.000605883,0,0.162837231,0.167101828
229,0.11625418,0.120952963,-0.000605883,0,0.162837231,0.167101828
230,0.11625418,0.120952963,-0.000790938,0,0.162837231,0.167101828
231,0.11625418,0.120952963,-0.000637655,0,0.162837231,0.167101828
232,0.11625418,0.120952963,-0.000605883,0,0.162837231,0.167101828
233,0.11625418,0.120952963,-0.000637655,0,0.162837231,0.167101828
234,0.11625418,0.120952963,-0.000605883,0,0.162837231,0.167101828
235,0.11625418,0.120952963,-0.000637655,0,0.162837231,0.167101828
236,0.11625418,0.120952963,-0.000474843,0,0.162837231,0.167101828
237,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
238,0.11625418,0.120952963,-0.000573722,0,0.162837231,0.167101828
239,0.11625418,0.120952963,-0.000820525,0,0.162837231,0.167101828
240,0.11625418,0.120952963,-0.00033712,0,0.162837231,0.167101828
241,0.11625418,0.120952963,-0.000637655,0,0.162837231,0.167101828
242,0.11625418,0.120952963,-0.000669047,0,0.162837231,0.167101828
243,0.11625418,0.120952963,-0.000441058,0,0.162837231,0.167101828
244,0.11625418,0.120952963,-0.000301585,0,0.162837231,0.167101828
245,0.113627516,0.118350269,-0.00050821,0,0.162837231,0.167101828
246,0.11625418,0.120952963,-0.000637655,0,0.162837231,0.167101828
247,0.11625418,0.120952963,-0.000573722,0,0.162837231,0.167101828
248,0.11625418,0.120952963,-0.000605883,0,0.162837231,0.167101828
249,0.11625418,0.120952963,-0.000372205,0,0.162837231,0.167101828
250,0.11625418,0.120952963,-0.000669047,0,0.162837231,0.167101828
251,0.11625418,0.120952963,-0.00050821,0,0.162837231,0.167101828
252,0.11625418,0.120952963,-0.001045373,0,0.162837231,0.167101828
253,0.112706551,0.117437722,-0.000820525,0,0.162837231,0.167101828
254,0.112007718,0.116745283,-0.000849769,0,0.162837231,0.167101828
255,0.112007718,0.116745283,-0.000761004,0,0.162837231,0.167101828
256,0.112007718,0.116745283,-0.00107208,0,0.162837231,0.167101828
257,0.11625418,0.120952963,-0.000820525,0,0.162837231,0.167101828
258,0.112847312,0.117577197,-0.000820525,0,0.162837231,0.167101828
259,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
260,0.112007718,0.116745283,-0.000820525,0,0.162837231,0.167101828
261,0.112007718,0.116745283,-0.000907254,0,0.162837231,0.167101828
262,0.112007718,0.116745283,-0.000761004,0,0.162837231,0.167101828
263,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
264,0.112007718,0.116745283,-0.000878677,0,0.162837231,0.167101828
265,0.11625418,0.120952963,-0.000907254,0,0.162837231,0.167101828
266,0.112496032,0.11722913,-0.000849769,0,0.162837231,0.167101828
267,0.112706551,0.117437722,-0.000878677,0,0.162837231,0.167101828
268,0.11625418,0.120952963,-0.000700064,0,0.162837231,0.167101828
269,0.11277689,0.117507418,-0.000730714,0,0.162837231,0.167101828
270,0.112636295,0.117368109,-0.000849769,0,0.162837231,0.167101828
271,0.112847312,0.117577197,-0.000878677,0,0.162837231,0.167101828
272,0.112917819,0.117647059,-0.000730714,0,0.162837231,0.167101828
273,0.112988409,0.117717004,-0.001018367,0,0.162837231,0.167101828
274,0.113342622,0.118067979,-0.000820525,0,0.162837231,0.167101828
275,0.116179659,0.120879121,-0.000700064,0,0.162837231,0.167101828
276,0.11625418,0.120952963,-0.000878677,0,0.162837231,0.167101828
277,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
278,0.11625418,0.120952963,-0.000730714,0,0.162837231,0.167101828
279,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
280,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
281,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
282,0.116179659,0.120879121,-0.000849769,0,0.162837231,0.167101828
283,0.11625418,0.120952963,-0.000700064,0,0.162837231,0.167101828
284,0.11625418,0.120952963,-0.000878677,0,0.162837231,0.167101828
285,0.11625418,0.120952963,-0.000761004,0,0.162837231,0.167101828
286,0.11625418,0.120952963,-0.000730714,0,0.162837231,0.167101828
287,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
288,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
289,0.116179659,0.120879121,-0.000700064,0,0.162837231,0.167101828
290,0.116179659,0.120879121,-0.000700064,0,0.162837231,0.167101828
291,0.11625418,0.120952963,-0.000849769,0,0.162837231,0.167101828
292,0.114708104,0.119420989,-0.001201306,0,0.162837231,0.167101828
293,0.113484899,0.118208955,-0.00125107,0,0.162837231,0.167101828
294,0.11625418,0.120952963,-0.001201306,0,0.162837231,0.167101828
295,0.112847312,0.117577197,-0.00125107,0,0.162837231,0.167101828
296,0.11625418,0.120952963,-0.00125107,0,0.162837231,0.167101828
297,0.11625418,0.120952963,-0.00125107,0,0.162837231,0.167101828
298,0.11625418,0.120952963,-0.001226321,0,0.162837231,0.167101828
299,0.11625418,0.120952963,-0.001150459,0,0.162837231,0.167101828
300,0.10929286,0.1140553,-0.000730714,0,0.162837231,0.167101828
301,0.107132824,0.111919418,-0.00050821,0,0.162837231,0.167101828
302,0.11625418,0.120952963,-0.000637655,0,0.162837231,0.167101828
303,0.11625418,0.120952963,-0.000700064,0,0.162837231,0.167101828
304,0.11625418,0.120952963,-0.000730714,0,0.162837231,0.167101828
305,0.11625418,0.120952963,-0.000605883,0,0.162837231,0.167101828
306,0.11625418,0.120952963,-0.000730714,0,0.162837231,0.167101828
307,0.11625418,0.120952963,-0.000761004,0,0.162837231,0.167101828
308,0.11625418,0.120952963,-0.000907254,0,0.162837231,0.167101828
309,0.113342622,0.118067979,-0.000761004,0,0.162837231,0.167101828
310,0.112847312,0.117577197,-0.000790938,0,0.162837231,0.167101828
311,0.116179659,0.120879121,-0.000790938,0,0.162837231,0.167101828
312,0.11595664,0.120658135,-0.000790938,0,0.162837231,0.167101828
313,0.11625418,0.120952963,-0.000637655,0,0.162837231,0.167101828
314,0.11625418,0.120952963,-0.000669047,0,0.162837231,0.167101828
315,0.113484899,0.118208955,-0.000700064,0,0.162837231,0.167101828
316,0.113342622,0.118067979,-0.000406848,0,0.157440068,0.161752317
317,0.112847312,0.117577197,-0.000406848,0,0.156483297,0.16080402
318,0.112917819,0.117647059,-0.000441058,0,0.157715506,0.162025316
319,0.11595664,0.120658135,-0.000474843,0,0.154470355,0.158808933
320,0.112847312,0.117577197,-0.000441058,0,0.156891965,0.161209068
321,0.112917819,0.117647059,-0.000441058,0,0.155672085,0.16
322,0.116179659,0.120879121,-0.000441058,0,0.159247176,0.163543441
323,0.107006548,0.111794298,-0.00050821,0,0.158826611,0.163126593
324,0.11625418,0.120952963,-0.000441058,0,0.158966561,0.163265306
325,0.107132824,0.111919418,-0.00050821,0,0.158966561,0.163265306
326,0.11625418,0.120952963,-0.00050821,0,0.158966561,0.163265306
327,0.112566122,0.117298578,-0.000301585,0,0.159247176,0.163543441
328,0.112496032,0.11722913,-0.000229129,0,0.159387842,0.163682864
329,0.109160395,0.113924051,-0.000229129,0,0.159247176,0.163543441
330,0.112496032,0.11722913,-0.000229129,0,0.159528748,0.163822526
331,0.111730486,0.116470588,-0.00019219,0,0.158408182,0.162711864
332,0.107832425,0.112612613,-0.000229129,0,0.159387842,0.163682864
333,0.11625418,0.120952963,-0.00019219,0,0.159811282,0.164102564
334,0.11625418,0.120952963,-0.000229129,0,0.158130409,0.162436548
335,0.107594269,0.112372304,-0.000229129,0,0.159106749,0.163404255
336,0.11625418,0.120952963,-0.000265591,0,0.157715506,0.162025316
337,0.112706551,0.117437722,-0.000265591,0,0.158547422,0.162849873
338,0.113342622,0.118067979,-0.000265591,0,0.159247176,0.163543441
339,0.114635457,0.119349005,-0.000265591,0,0.159387842,0.163682864
340,0.11595664,0.120658135,-0.000229129,0,0.159387842,0.163682864
341,0.11625418,0.120952963,-0.000229129,0,0.159528748,0.163822526
342,0.115586748,0.120291616,-0.000229129,0,0.158966561,0.163265306
343,0.11625418,0.120952963,-0.000229129,0,0.160236898,0.164524422
344,0.11625418,0.120952963,-0.000229129,0,0.160236898,0.164524422
345,0.11625418,0.120952963,-0.000229129,0,0.160236898,0.164524422
346,0.11625418,0.120952963,-0.000265591,0,0.160807799,0.165090284
347,0.11625418,0.120952963,-0.000265591,0,0.160807799,0.165090284
348,0.11625418,0.120952963,-0.000265591,0,0.160521859,0.164806867
349,0.11625418,0.120952963,-0.000265591,0,0.159106749,0.163404255
350,0.11625418,0.120952963,-0.000229129,0,0.159247176,0.163543441
351,0.11625418,0.120952963,-0.000229129,0,0.159811282,0.164102564
352,0.11625418,0.120952963,-0.000265591,0,0.160094784,0.164383562
353,0.11625418,0.120952963,-0.000265591,0,0.159669895,0.163962425
354,0.11625418,0.120952963,-0.000229129,0,0.159952912,0.164242943
355,0.112847312,0.117577197,-0.000229129,0,0.160664706,0.164948454
356,0.112566122,0.117298578,-0.000265591,0,0.159106749,0.163404255
357,0.112847312,0.117577197,-0.000265591,0,0.159669895,0.163962425
358,0.112847312,0.117577197,-0.000229129,0,0.158826611,0.163126593
359,0.112847312,0.117577197,-0.000229129,0,0.159811282,0.164102564
360,0.112706551,0.117437722,-0.000229129,0,0.159106749,0.163404255
361,0.11277689,0.117507418,-0.000229129,0,0.157302696,0.161616162
362,0.115586748,0.120291616,-0.00019219,0,0.158269178,0.16257409
363,0.112636295,0.117368109,-0.00019219,0,0.158547422,0.162849873
364,0.112847312,0.117577197,-0.00019219,0,0.157991874,0.162299239
365,0.112496032,0.11722913,-0.000265591,0,0.158408182,0.162711864
366,0.11625418,0.120952963,-0.00019219,0,0.159247176,0.163543441
367,0.11625418,0.120952963,-0.000265591,0,0.159669895,0.163962425
368,0.112847312,0.117577197,-0.00019219,0,0.158686898,0.162988115
369,0.112847312,0.117577197,-0.00019219,0,0.159247176,0.163543441
370,0.11625418,0.120952963,-0.00019219,0,0.159952912,0.164242943
371,0.11625418,0.120952963,-0.000265591,0,0.159106749,0.163404255
372,0.11625418,0.120952963,-0.000229129,0,0.160521859,0.164806867
373,0.11625418,0.120952963,-0.000265591,0,0.158826611,0.163126593
374,0.11625418,0.120952963,-0.000265591,0,0.159247176,0.163543441
375,0.11625418,0.120952963,-0.00019219,0,0.157715506,0.162025316
376,0.11625418,0.120952963,-0.00019219,0,0.160664706,0.164948454
377,0.11625418,0.120952963,-0.000229129,0,0.160664706,0.164948454
378,0.11625418,0.120952963,-0.00019219,0,0.160521859,0.164806867
379,0.11625418,0.120952963,-0.00019219,0,0.159952912,0.164242943
380,0.11625418,0.120952963,-0.00019219,0,0.160094784,0.164383562
381,0.11625418,0.120952963,-0.000265591,0,0.160094784,0.164383562
382,0.11625418,0.120952963,-0.000265591,0,0.160379256,0.164665523
383,0.11625418,0.120952963,-0.000265591,0,0.160951138,0.165232358
384,0.112706551,0.117437722,-0.000406848,0,0.159952912,0.164242943
385,0.11625418,0.120952963,-0.000301585,0,0.161671546,0.165946413
386,0.11625418,0.120952963,-0.000301585,0,0.161238556,0.165517241
387,0.11625418,0.120952963,-0.00033712,0,0.161094723,0.165374677
388,0.11625418,0.120952963,-0.000700064,0,0.161238556,0.165517241
389,0.11625418,0.120952963,-0.000700064,0,0.159811282,0.164102564
390,0.11625418,0.120952963,-0.000669047,0,0.160807799,0.165090284
391,0.11625418,0.120952963,-0.000730714,0,0.161094723,0.165374677
392,0.116179659,0.120879121,-0.000669047,0,0.161094723,0.165374677
393,0.115586748,0.120291616,-0.000700064,0,0.160521859,0.164806867
394,0.116179659,0.120879121,-0.000700064,0,0.161382637,0.165660052
