x,y,Date,Latitude,longitude,Pressure,Salinity,Temperature,QC,label
0.65576875,0.21472344,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.2205561990433662,1.892666717963699,1.7819667657211438,0,0
0.6558046,0.21481615,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.205072080531117,1.894667009701796,1.779674753837195,0,0
0.65621865,0.21517937,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.189587962018868,1.9266716775114243,1.7772479177247789,0,0
0.6575953,0.21684581,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.174103843506619,2.050689765273758,1.7683495186459195,0,0
0.6577556,0.21695097,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.15861972499437,2.06269151570237,1.7659226825335037,0,0
0.65626085,0.21633963,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.1431356064821208,1.93667313620194,1.687050508879977,0,0
0.6517379,0.217467,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.1276514879698718,1.5806212068197896,1.3528212465088802,0,0
0.59370446,0.25018808,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.1121673694576226,1.3425864899856523,1.0776449962065773,0,0
0.5906198,0.24916989,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.0966832509453737,1.058545063175163,0.8830936345278794,0,0
0.33156213,0.23237664,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.0811991324331245,0.6464849651261454,0.6490387739081841,0,0
0.3309983,0.23051699,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.0641666020696503,0.5324683360543415,0.5729979090524767,0,0
0.32945114,0.22795409,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.0502308954086264,0.3844467474347975,0.488328293574845,0,0
0.32817495,0.2267771,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.0347467768963774,0.2844321605296892,0.4149839132884888,0,0
0.32796082,0.22655965,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.0192626583841282,0.2824318687915919,0.3911200248497296,0,0
0.32818782,0.22665234,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-1.0037785398718793,0.3184371200774292,0.3835698680555458,0,0
0.3275423,0.226209,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.9867460095084052,0.2804315770534803,0.3528299439649407,0,0
0.32695067,0.22590396,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.9712618909961562,0.2284239918628359,0.3231686137020763,0,0
0.3266196,0.22581078,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.957326184335132,0.1984196157913048,0.3032146278888762,0,0
0.3258141,0.22600637,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.941842065822883,0.1284094049577417,0.2651941954610226,0,0
0.2954014,0.24578512,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.9155190643520597,-0.0296136423523172,0.2010178627104611,0,0
0.29537448,0.2444701,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.8737119443689871,-0.1516314383765389,0.1422344990986022,0,0
0.29436156,0.24449475,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.8365500599395894,-0.1196267705669104,0.1257859432255591,0,0
0.29363728,0.24483094,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.7993881755101916,-0.0656188936381545,0.1181009622029077,0,0
0.29285696,0.24477468,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.7575810555271192,-0.053617143209542,0.106236430097762,0,0
0.29167014,0.24432193,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.7204191710977215,-0.087622102757282,0.0811591236027947,0,0
0.28724018,0.24299607,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.6801604629658738,-0.225642232686325,0.0243981234179491,0,0
0.2867098,0.24329677,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.6429985785364761,-0.2096398987815037,0.0140166578259465,0,0
0.28516394,0.24305476,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.6058366941070784,-0.245645150067341,-0.0222510596318288,0,0
0.28456914,0.2433853,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.5655779859752308,-0.2356436913768259,-0.0386996155048718,0,0
0.2828476,0.24317202,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.5268676896946082,-0.2916518600436792,-0.071596727250958,0,0
0.28051028,0.24294704,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.4881573934139855,-0.3416591534962405,-0.1031455967123685,0,0
0.2727187,0.24029918,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.4478986852821379,-0.4036681973774,-0.1402222595409493,0,0
0.270228,0.23962246,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.4107368008527402,-0.457676074306156,-0.1766248012271922,0,0
0.26823154,0.23923174,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.3720265045721175,-0.507683367758703,-0.2132969913703702,0,0
0.26698548,0.23879915,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.3333162082914949,-0.5376877438302342,-0.2366215828952592,0,0
0.26597622,0.23835349,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.2946059120108722,-0.5636915364255564,-0.256575568708459,0,0
0.26411468,0.2379717,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.2574440275814745,-0.6317014555210221,-0.3055167636421855,0,0
0.25363415,0.22971168,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.2171853194496269,-0.6977110828783905,-0.3535141889766393,0,0
0.2520529,0.22891818,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.1784750231690043,-0.7337163341642278,-0.3854675311234524,0,0
0.25080296,0.22819301,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.1397647268883816,-0.75972012675955,-0.4118930799030955,0,0
0.24956825,0.22742727,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.1010544306077589,-0.7817233358786776,-0.4395320467389466,0,0
0.24837458,0.22663714,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.0607957224759114,-0.79372508630729,-0.4609690990652896,0,0
0.24734278,0.22593021,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,-0.0251822498977385,-0.7997259615215963,-0.4749908188259165,0,0
0.24618302,0.2251469,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,0.0150764582341089,-0.8077271284739997,-0.4896866597288812,0,0
0.24502942,0.22438079,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,0.0537867545147316,-0.8157282954264033,-0.5042476764033783,0,0
0.24370743,0.22354941,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,0.0909486389441293,-0.823729462378821,-0.5402457454042187,0,0
0.24255748,0.2228264,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,0.129658935224752,-0.8317306293312247,-0.567480239554667,0,0
0.24154049,0.2222091,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,0.1714660552078245,-0.8397317962836282,-0.5850073892554506,0,0
0.24067765,0.22171569,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,0.2086279396372222,-0.813728003688306,-0.5912093037649587,0,0
0.23973942,0.2212231,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,0.2473382359178449,-0.8157282954264033,-0.609140926151145,0,0
0.2389789,0.22082974,-1.7143015823929422,-0.3212409272031417,0.7545579726951261,0.2798548847935679,-0.8157282954264033,-0.6173652040876666,0,0
0.6525214,0.21015443,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.2329434938531654,1.8986675931780048,1.780079226522598,0,0
0.6539099,0.2102264,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.2313950820019404,1.8986675931780048,1.7804836992080006,0,0
0.65396374,0.21013133,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.2298466701507156,1.8986675931780048,1.7802140507510658,0,0
0.6540498,0.20960818,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.2282982582994906,1.9006678849161025,1.7804836992080006,0,0
0.65406173,0.20968238,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.2267498464482658,1.8986675931780048,1.7807533476649358,0,0
0.6539359,0.20931573,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.2174593753409162,1.9006678849161025,1.7804836992080006,0,0
0.6538191,0.20915872,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.2019752568286672,1.9006678849161025,1.7803488749795329,0,0
0.6532335,0.20894726,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.188039550167643,1.9306722609876328,1.7794051053802602,0,0
0.6529624,0.20863417,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.172555431655394,2.036687723107033,1.7744166089269604,0,0
0.65285164,0.2083256,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.15552290129192,2.0786938496071774,1.7653833856196337,0,0
0.6524319,0.2089111,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.140038782779671,1.9626769287972616,1.6502434945083315,0,0
0.6511087,0.21351099,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.1261030761186468,1.548616539010147,1.3308448972686668,0,0
0.5879773,0.25163093,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.1090705457551728,0.9905351440796972,0.8592297460891202,0,0
0.3343564,0.23098613,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.0951348390941489,0.6164805890546285,0.6302982061511923,0,0
0.3337396,0.22946002,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.0781023087306747,0.4784604591255855,0.5409097426771959,0,0
0.33345494,0.22846663,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.0626181902184255,0.416451415244426,0.5051813221332908,0,0
0.33384925,0.22927287,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.0486824835574016,0.4964630847685041,0.4919685477434691,0,0
0.3338393,0.22884329,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.0331983650451524,0.4864616260779891,0.4534088184017452,0,0
0.33328822,0.22738229,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.0177142465329034,0.3724449970061851,0.4078382291797079,0,0
0.33301952,0.22610584,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-1.0022301280206545,0.2924333274820928,0.3694133240664515,0,0
0.3356081,0.22066744,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.9867460095084052,0.1464120306006462,0.3071245305144359,0,0
0.33747113,0.217592,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.9712618909961562,0.0243942345764245,0.256969917524501,0,0
0.33766484,0.21710889,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.9542293606326824,0.0043913171954085,0.2479366942171743,0,0
0.33784762,0.21668035,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.940293653971658,-0.0116110167093985,0.233645325999612,0,0
0.3382909,0.21568643,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.9124222406496098,-0.0596180184238483,0.192658760545472,0,0
0.33849755,0.2150747,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.8737119443689871,-0.0776206440667669,0.1658287390804264,0,0
0.33894482,0.21380442,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.8350016480883645,-0.1296282292574256,0.1292913731657158,0,0
0.33893034,0.21340072,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.7962913518077418,-0.1096253118764096,0.1194492044875834,0,0
0.3383711,0.21379568,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.7575810555271192,-0.0376148093047349,0.1167527199182321,0,0
0.33939072,0.21145707,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.7188707592464966,-0.1196267705669104,0.0814287720597297,0,0
0.34086362,0.20861942,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.6801604629658738,-0.2336433996387286,0.0285776745004437,0,0
0.34094447,0.20807098,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.6414501666852512,-0.2136404822577126,0.0184658573653763,0,0
0.34108478,0.2073905,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.6027398704046286,-0.2076396070434064,0.0071406221741006,0,0
0.34138715,0.20658457,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.5640295741240059,-0.225642232686325,-0.0098472306128126,0,0
0.34184995,0.20565401,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.5253192778433833,-0.2596471922340508,-0.0365424278493908,0,0
0.34209242,0.20486179,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.4850605697115357,-0.2676483591864543,-0.06040631628815,0,0
0.3431397,0.20311317,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.4478986852821379,-0.3356582782819343,-0.0988312214014064,0,0
0.34425834,0.20117019,-1.7143015823929422,-0.0713578474409537,0.7766179777775016,-0.4091883890015153,-0.3936667386868849,-0.135638235773052,0,0
